sample,time_s,sensor,accel_x_mps2,accel_y_mps2,accel_z_mps2,linear_accel_x_mps2,linear_accel_y_mps2,linear_accel_z_mps2,gyro_x_radps,gyro_y_radps,gyro_z_radps,gyro_x_dps,gyro_y_dps,gyro_z_dps,roll_deg,pitch_deg,yaw_deg,temp_c,diag_stat
217,4.340055816000017,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.636081055930148,5.646785103059572,5.665934553399673,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09677681701552,35.16761286573937,-0.4339587837000011,24.9,0xFFFF
218,4.360062884000001,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.636077537917214,5.6467843609972,5.6659387924734865,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09680196059924,35.16758772215568,-0.4359594775000006,24.9,0xFFFF
219,4.380056118000027,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.63607428147544,5.646783674105508,5.665942716362103,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09682523470124,35.16756444805365,-0.4379587768000022,24.9,0xFFFF
220,4.400056111000026,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.636070995686821,5.64678298102056,5.665946675610847,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09684871854125,35.16754096421367,-0.4399587650999991,24.9,0xFFFF
221,4.420055401000013,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.636067784251534,5.646782303616325,5.665950545265039,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09687167096445,35.167518011790484,-0.4419586904000028,24.9,0xFFFF
222,4.440055357999995,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.636064627404624,5.646781637723855,5.66595434914077,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09689423323314,35.167495449521766,-0.44395868600000205,24.9,0xFFFF
223,4.460060110000029,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.636061463351857,5.6467809703085905,5.66595816169769,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09691684699652,35.16747283575843,-0.44595919459999894,24.9,0xFFFF
224,4.48005632600001,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.636058487247742,5.64678034253604,5.665961747782562,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.0969381174686,35.167451565286356,-0.44795879399999877,24.9,0xFFFF
225,4.500061727000002,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.63605542542864,5.646779696680364,5.66596543714905,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09696000054723,35.16742968220771,-0.449959452600001,24.9,0xFFFF
226,4.5200566460000005,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.636052600316191,5.646779100752897,5.665968841292411,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.0969801918583,35.16740949089665,-0.45195883150000216,24.9,0xFFFF
227,4.540055881000001,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.636049752464272,5.646778500026504,5.665972272834607,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09700054568515,35.16738913706981,-0.45395878830000247,24.9,0xFFFF
228,4.5600630220000085,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.63604685823584,5.6467778895150955,5.665975760257244,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09702123096346,35.1673684517915,-0.45595949870000263,24.9,0xFFFF
229,4.580057016000012,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.6360441955662015,5.646777327846842,5.665978968660171,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09704026126818,35.16734942148676,-0.4579589424999995,24.9,0xFFFF
230,4.600055472000008,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.636041543491617,5.646776768411538,5.665982164295395,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09705921584484,35.167330466910116,-0.4599586974000034,24.9,0xFFFF
231,4.620055483999977,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.636038910424971,5.646776212983858,5.665985337025771,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09707803456595,35.167311648189006,-0.46195870050000293,24.9,0xFFFF
232,4.6400564400000235,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.636036314785135,5.646775665449193,5.6659884646574,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09709658579067,35.16729309696433,-0.4639588146999985,24.9,0xFFFF
233,4.660055638000017,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.6360337916391,5.6467751332048435,5.665991504936166,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09711461889285,35.16727506386212,-0.46595877880000114,24.9,0xFFFF
234,4.680055872000025,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.636031314115139,5.646774610582481,5.6659944902413795,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.097132325927,35.167257356827974,-0.4679587782,24.9,0xFFFF
235,4.700056142999983,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.6360288828502725,5.646774097716579,5.665997419805516,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09714970234046,35.1672399804145,-0.4699588016000008,24.9,0xFFFF
236,4.720056413999998,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.6360265002102,5.646773595106272,5.6660002907780695,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09716673122566,35.1672229515293,-0.47195882500000164,24.9,0xFFFF
237,4.740056740999989,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.636024165222444,5.646773102546516,5.666003104330878,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09718341953314,35.16720626322181,-0.4739588484000024,24.9,0xFFFF
238,4.760057253000014,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.6360218703248295,5.646772618442174,5.666005869576072,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.0971998213105,35.16718986144446,-0.47595891999999945,24.9,0xFFFF
239,4.780056580000007,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.636019644182506,5.6467721488402125,5.66600855197353,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.0972157316863,35.167173951068655,-0.47795882490000285,24.9,0xFFFF
240,4.800055424999982,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.6360174671286805,5.646771689592057,5.666011175220883,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09723129122057,35.16715839153438,-0.4799586965000004,24.9,0xFFFF
241,4.820055178000018,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.636015318888908,5.6467712364209,5.6660137637479195,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09724664481615,35.16714303793878,-0.48195867549999893,24.9,0xFFFF
242,4.840058430999989,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.636013161823547,5.6467707813866745,5.666016362908637,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09726206148582,35.167127621269096,-0.48395903219999925,24.9,0xFFFF
243,4.860057109000024,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.63601111467625,5.646770349538513,5.666018829622659,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09727669256213,35.167112990192805,-0.48595890189999985,24.9,0xFFFF
244,4.880058824999992,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.6360090670751815,5.6467699175934465,5.6660212968827866,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09729132687892,35.167098355876035,-0.4879590735000023,24.9,0xFFFF
245,4.900056541000026,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.6360071201001665,5.646769506874527,5.666023642892776,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09730524201333,35.16708444074161,-0.4899588099000028,24.9,0xFFFF
246,4.920059311999978,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.6360051330972185,5.64676908771052,5.6660260371338556,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.0973194432271,35.16707023952787,-0.4919591222000009,24.9,0xFFFF
247,4.940056195000011,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.636003270902935,5.6467686948742495,5.66602828098605,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09733275242456,35.167056930330396,-0.4939588141000002,24.9,0xFFFF
248,4.96005728099999,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.636001389061349,5.646768297892323,5.666030548511712,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09734620204006,35.16704348071488,-0.49595892090000016,24.9,0xFFFF
249,4.980058052000004,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.6359995474067155,5.646767909387022,5.666032767613547,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09735936443528,35.16703031831967,-0.4979590091000035,24.9,0xFFFF
250,5.000057916000003,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.635997757297818,5.646767531754609,5.666034924604836,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09737215842858,35.16701752432637,-0.49995898999999905,24.9,0xFFFF
251,5.020057020000024,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.635996016209151,5.646767164462391,5.666037022528719,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09738460207004,35.16700508068493,-0.5019588745000022,24.9,0xFFFF
252,5.040055920999976,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.635994310188816,5.646766804567201,5.666039078196568,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09739679507462,35.16699288768032,-0.5039587572000017,24.9,0xFFFF
253,5.060056952000025,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.6359926047766,5.646766444799479,5.6660411331312,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09740898373113,35.1669806990238,-0.505958884300003,24.9,0xFFFF
254,5.080056592999995,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.635990958606414,5.646766097528466,5.666043116681778,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.0974207489805,35.16696893377442,-0.5079588280999987,24.9,0xFFFF
255,5.100058531000002,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.635989307267556,5.646765749166317,5.666045106459909,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09743255116894,35.16695713158602,-0.509959049700001,24.9,0xFFFF
256,5.120056857999998,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.635987745585674,5.646765419717265,5.666046988205609,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09744371257355,35.166945970181395,-0.5119588582999998,24.9,0xFFFF
257,5.140060944000027,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.635986130836025,5.646765079072428,5.66604893389481,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09745525325405,35.16693442950086,-0.5139592816999995,24.9,0xFFFF
258,5.160058975000027,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.635984632942883,5.646764763078779,5.666050738777641,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.097465958755,35.16692372399993,-0.5159590884000013,24.9,0xFFFF
259,5.18005591299999,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.63598318353229,5.646764457312349,5.666052485241195,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.0974763177479,35.16691336500703,-0.5179587599999992,24.9,0xFFFF
260,5.200055609999993,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.6359817234958305,5.646764149303697,5.666054244508026,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09748675268293,35.166902930071984,-0.5199587205000001,24.9,0xFFFF
261,5.220058585000004,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.635980242652334,5.6467638369049835,5.666056028845894,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.0974973363253,35.16689234642963,-0.521959045700004,24.9,0xFFFF
262,5.2400563190000184,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.635978870132286,5.646763547357632,5.666057682659441,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09750714577478,35.166882536980125,-0.5239587969000014,24.9,0xFFFF
263,5.260057609,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.635977469693495,5.646763251919983,5.666059370113279,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.0975171547593,35.166872527995615,-0.5259589519000031,24.9,0xFFFF
264,5.280058527999984,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.635976110481666,5.646762965179077,5.666061007890535,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09752686909212,35.16686281366279,-0.5279590105000013,24.9,0xFFFF
265,5.300057614000025,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.6359747954704895,5.646762687762294,5.6660625924081005,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.0975362675203,35.166853415234634,-0.5299589449999986,24.9,0xFFFF
266,5.320057384999984,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.635973500918082,5.646762414661049,5.666064152273685,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.0975455197279,35.16684416302703,-0.5319589221000002,24.9,0xFFFF
267,5.3400577859999885,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.6359722233574985,5.646762145143969,5.66606569166478,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09755465049338,35.16683503226158,-0.5339589641000032,24.9,0xFFFF
268,5.360064909000016,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.635970858868542,5.646761857287776,5.666067335799556,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.0975644025375,35.166825280217445,-0.5359598264,24.9,0xFFFF
269,5.380059883999991,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.6359697311609995,5.646761619383217,5.666068694625416,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09757246229674,35.166817220458185,-0.5379591608999988,24.9,0xFFFF
270,5.400057581999988,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.635968565057696,5.646761373378198,5.666070099715857,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.0975807964708,35.16680888628411,-0.5399589399000035,24.9,0xFFFF
271,5.4200577230000135,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.635967391300949,5.646761125758192,5.666071514028061,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09758918534342,35.16680049741152,-0.5419589448000011,24.9,0xFFFF
272,5.440056217000006,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.635966263616587,5.646760887857421,5.666072872825372,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09759724493455,35.166792437820384,-0.543958784900002,24.9,0xFFFF
273,5.460057468999992,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.635965119132374,5.64676064641212,5.666074251865369,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09760542459387,35.16678425816106,-0.5459589120000032,24.9,0xFFFF
274,5.480064147999997,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.635963923136433,5.646760394099289,5.6660756929739176,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.097613972408,35.166775710346926,-0.5479595817000017,24.9,0xFFFF
275,5.5000639379999825,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.635962826723102,5.646760162794509,5.666077014090767,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09762180850186,35.166767874253075,-0.5499596996000037,24.9,0xFFFF
276,5.520057856999983,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.63596186523853,5.64675995995469,5.666078172625838,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.0976286802558,35.16676100249911,-0.551958993400001,24.9,0xFFFF
277,5.540058516999977,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.63596081659215,5.646759738726463,5.666079436185836,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.0976361749567,35.16675350779822,-0.5539590631000011,24.9,0xFFFF
278,5.560055214999977,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.635959848085897,5.646759534404763,5.66608060318133,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09764309689356,35.16674658586135,-0.5559587012999999,24.9,0xFFFF
279,5.580063559999985,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.635958737696523,5.646759300150251,5.666081941137811,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.0976510328717,35.16673864988322,-0.5579595154999993,24.9,0xFFFF
280,5.60005584999999,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.635957866877537,5.646759116436725,5.66608299042537,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.09765725663428,35.166732426120646,-0.5599587444999998,24.9,0xFFFF
