sample,time_s,sensor,accel_x_mps2,accel_y_mps2,accel_z_mps2,linear_accel_x_mps2,linear_accel_y_mps2,linear_accel_z_mps2,gyro_x_radps,gyro_y_radps,gyro_z_radps,gyro_x_dps,gyro_y_dps,gyro_z_dps,roll_deg,pitch_deg,yaw_deg,temp_c,diag_stat
37,0.7400545890000103,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.6424041423464315,5.648113200286369,5.6583123008939165,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.05157252197716,35.2128171607776,-0.07395862029999879,24.9,0xFFFF
38,0.7600558789999923,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.642274274885064,5.648086036581925,5.658468915159313,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.05250120883562,35.21188847391914,-0.07595876039999896,24.9,0xFFFF
39,0.7800556500000084,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.642147026684171,5.648059416111664,5.658622368123602,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.05341115496492,35.21097852778984,-0.07795873009999926,24.9,0xFFFF
40,0.8000552359999915,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.6420223245989884,5.648033323852465,5.65877274815077,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.05430288404162,35.210086798713135,-0.07995868130000193,24.9,0xFFFF
41,0.820056118000025,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.641900097465239,5.648007745179762,5.658920141207637,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.05517690554478,35.20921277720996,-0.08195876210000395,24.9,0xFFFF
42,0.8400554820000252,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.641780332633863,5.647982677702415,5.659064562691041,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.05603331049588,35.208356372258855,-0.08395870400000266,24.9,0xFFFF
43,0.8600558090000163,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.641662949936396,5.647958104886807,5.659206109412073,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.05687267270596,35.20751701004877,-0.0859587330000011,24.9,0xFFFF
44,0.8800553579999928,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.641547923364145,5.647934021524178,5.659344812865668,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.05769517867984,35.20669450407488,-0.08795869159999942,24.9,0xFFFF
45,0.9000552769999786,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.641435192382831,5.6479104151672725,5.65948074617355,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.05850126177825,35.20588842097647,-0.08995867799999932,24.9,0xFFFF
46,0.9200552340000172,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.641324713921238,5.6478872770142265,5.6596139613937195,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.0592912304667,35.205098452288034,-0.09195867180000053,24.9,0xFFFF
47,0.9400599119999811,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.641216376992893,5.6478645840264035,5.6597445924693535,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.06006587880537,35.204323803949364,-0.09395915439999956,24.9,0xFFFF
48,0.9600553320000245,adis16470,-0.0122583125,-0.0122583125,-0.0122583125,5.6411103367456175,5.6478423689058825,5.659872452439698,-0.0017453292519943296,-0.0017453292519943296,-0.0017453292519943296,-0.1,-0.1,-0.1,-135.06082409788527,35.20356558486947,-0.09595868160000126,24.9,0xFFFF
