sample,time_s,sensor,accel_x_g,accel_y_g,accel_z_g,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_dps,gyro_y_dps,gyro_z_dps,gyro_x_radps,gyro_y_radps,gyro_z_radps,roll_deg,pitch_deg,yaw_deg,accel_roll_deg,accel_pitch_deg,temp_c,diag_stat,prod_id
0,0.0002445530003569729,adis16470,0.0,0.0,0.0,0.0,0.0,0.0,0.031000000000000014,0.024000000000000007,0.02600000000000001,0.0005410520681182424,0.0004188790204786392,0.00045378560551852584,0.0,-0.0,0.0,0.0,-0.0,0.0,0x0000,0x0000
1,0.03521216800027105,adis16470,0.0,0.0,0.0,0.0,0.0,0.0,0.031000000000000014,0.024000000000000007,0.02600000000000001,0.0005410520681182424,0.0004188790204786392,0.00045378560551852584,0.0010622689027996336,0.0008224017311997162,0.0009091175599996862,0.0,-0.0,0.0,0x0000,0x0000
2,0.07017029799999364,adis16470,0.0,0.0,0.0,0.0,0.0,0.0,0.031000000000000014,0.024000000000000007,0.02600000000000001,0.0005410520681182424,0.0004188790204786392,0.00045378560551852584,0.002103018278421314,0.0016281431832939203,0.001818000495997695,0.0,-0.0,0.0,0x0000,0x0000
3,0.10500355500016667,adis16470,0.0,0.0,0.0,0.0,0.0,0.0,0.031000000000000014,0.024000000000000007,0.02600000000000001,0.0005410520681182424,0.0004188790204786392,0.00045378560551852584,0.003119192290897824,0.002414858547791863,0.002723665204001919,0.0,-0.0,0.0,0x0000,0x0000
4,0.13981997900009446,adis16470,0.0,-0.0175,0.98875,0.0,-0.17161637500000002,9.6963251875,0.031000000000000014,0.024000000000000007,0.02600000000000001,0.0005410520681182424,0.0004188790204786392,0.00045378560551852584,-0.016165049247031917,0.003185438871231591,0.003628886923997017,-1.0139787227853019,-0.0,24.3,0x0000,0x0000
5,0.1746576069999719,adis16470,-3.52625,-0.87375,0.9625,-34.5806995625,-8.5685604375,9.438900625,0.43100000000000005,-1.076,53.42600000000001,0.007522369076095561,-0.018779742751458987,0.9324596061704906,-0.8457855003522403,1.3616613427924502,1.8648610085967943,-42.23292228757573,69.76375678106089,24.400000000000002,0x0000,0x4056
6,0.20948579000014433,adis16470,-0.03625,0.075,0.9975,-0.35549106249999995,0.73549875,9.782133375,-0.5690000000000001,0.024000000000000007,18.226,-0.009930923443847736,0.0004188790204786392,0.3181037094684865,-0.7622934052715489,1.3767554458035978,2.4996388158205876,4.299862820192069,2.07540859247771,24.5,0x0000,0x4056
7,0.2443045479999455,adis16470,-0.00375,0.00875,1.0050000000000001,-0.03677493749999999,0.08580818750000001,9.85568325,-0.06899999999999999,0.22400000000000003,-6.774000000000001,-0.0012042771838760872,0.003909537524467299,-0.1182286035300959,-0.7394253515604847,1.3611393567302255,2.263777057177642,0.4988312475051259,0.21378112752544443,24.6,0x0000,0x4056
8,0.2791186760000528,adis16470,-0.005,0.01125,1.00375,-0.04903325,0.1103248125,9.843424937499998,0.031000000000000014,-0.076,-10.274000000000001,0.0005410520681182424,-0.0013264502315156904,-0.17931512734989744,-0.7107363419297654,1.3370313812917405,1.9060968910392557,0.6421424968857137,0.2853883304453902,24.400000000000002,0x0000,0x4056
9,0.3139324339999803,adis16470,0.00375,0.005,0.99875,0.03677493749999999,0.04903325,9.7943916875,0.031000000000000014,-0.176,-17.474,0.0005410520681182424,-0.00307177948351002,-0.30497883349348914,-0.6897272558469079,1.2999834965322719,1.2977519002064564,0.28683504810786925,-0.21512437660030614,23.900000000000002,0x0000,0x4056
10,0.3487488580003628,adis16470,0.0,-0.0025,0.995,0.0,-0.024516625,9.757616749999999,-0.269,-0.176,-13.274000000000001,-0.004694935687864747,-0.00307177948351002,-0.2316750049097273,-0.6879901072171628,1.2679787473984572,0.8356031215488191,-0.14395894207200274,-0.0,24.400000000000002,0x0000,0x4056
11,0.38359454100009316,adis16470,-0.00125,0.0025,0.9975,-0.0122583125,0.024516625,9.782133375,-0.06899999999999999,0.32400000000000007,-7.474,-0.0012042771838760872,0.005654866776461629,-0.1304459082940562,-0.6737146060554902,1.2551193471886062,0.5751666213394118,0.14359814423120423,0.07179895936716037,24.1,0x0000,0x4056
12,0.4184679090003556,adis16470,0.0,0.0075,1.01,0.0,0.07354987499999999,9.9047165,0.131,0.12400000000000001,-0.374,0.002286381320112572,0.002164208272472969,-0.0065275314024587925,-0.6472541531653684,1.234254771924226,0.5621239817073136,0.42545588925690947,-0.0,24.8,0x0000,0x4056
13,0.4532855370002835,adis16470,0.00625,0.00875,1.0,0.0612915625,0.08580818750000001,9.80665,0.531,0.7240000000000001,-16.874000000000002,0.00926769832808989,0.012636183784438948,-0.2945068579815232,-0.6061641574211062,1.2271118883413232,-0.025388993766079948,0.5013252767618416,-0.35808025218322936,24.6,0x0000,0x4056
14,0.4881225720000657,adis16470,-0.08875,0.02875,1.01,-0.8703401874999999,0.2819411875,9.9047165,9.531,-8.076,-17.374000000000002,0.16634733100757956,-0.14095279039106207,-0.30323350424149487,-0.23604017379942915,1.0272477287837976,-0.6306466669185851,1.6305039278868831,5.019732588409208,24.6,0x0000,0x4056
15,0.5229348480002045,adis16470,-0.03875,0.11125,0.995,-0.38000768749999997,1.0909898125,9.757616749999999,12.331000000000001,0.42400000000000004,-22.174000000000003,0.2152165500634208,0.0074001960284559585,-0.3870093083372227,0.3169596431715926,1.0654968661730178,-1.4025748953749866,6.379689726357203,2.2164439833620424,24.5,0x0000,0x4056
16,0.5577533650002806,adis16470,-0.0275,0.1775,0.9925,-0.269682875,1.7406803749999997,9.733100125,52.731,-0.976,-20.874000000000002,0.9203295678691299,-0.017034413499464655,-0.3643200280612964,2.312700841066739,1.042131020176481,-2.1293735298772765,10.139656167177117,1.5623582453936802,24.200000000000003,0x0000,0x4056
17,0.5925657150000916,adis16470,-0.04625,0.11375,1.0375,-0.45355756249999996,1.1155064375,10.174399375,49.731,-1.976,-12.774000000000001,0.8679696903093,-0.034487706019407954,-0.22294835864975568,4.0882105843970615,1.0046205177704794,-2.5740662588452934,6.256835955671614,2.5372751334445267,24.3,0x0000,0x4056
18,0.6273583070001223,adis16470,0.055,0.28875,1.1925000000000001,0.53936575,2.8316701875,11.694430125,71.531,-2.7760000000000002,-21.074,1.2484514672440639,-0.04845034003536259,-0.36781068656528504,6.717663660642303,0.8385423697608956,-3.30728922027685,13.611523452658277,-2.566634320035938,25.0,0x0000,0x4056
19,0.6621870270000727,adis16470,-0.07125000000000001,0.19875,1.045,-0.6987238125,1.9490716875,10.24794925,77.63100000000001,-10.976,-8.674000000000001,1.3549165516157182,-0.19156733869889764,-0.15138985931798818,9.448388435711175,0.5237781245100713,-3.609392904353227,10.768550347204652,3.8320123512470676,24.400000000000002,0x0000,0x4056
