sample,time_s,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_radps,gyro_y_radps,gyro_z_radps,quat_i,quat_j,quat_k,quat_real,roll_deg_absolute,pitch_deg_absolute,yaw_deg_absolute,roll_deg_zeroed,pitch_deg_zeroed,yaw_deg_zeroed
212,10.6501,-0.179688,0.042969,9.957031,0.001953,0.000000,0.000000,0.00189209,0.00976562,-0.03295898,0.99938965,0.1798,1.1256,-3.7759,-0.2627,1.1381,-3.8545
213,10.7001,-0.218750,0.042969,9.953125,-0.003906,0.000000,0.000000,0.00189209,0.00976562,-0.03283691,0.99938965,0.1800,1.1256,-3.7618,-0.2626,1.1382,-3.8405
214,10.7501,-0.179688,0.042969,9.957031,0.001953,0.001953,0.000000,0.00189209,0.00976562,-0.03271484,0.99938965,0.1801,1.1255,-3.7478,-0.2624,1.1383,-3.8265
215,10.8001,-0.179688,0.042969,9.957031,0.001953,-0.001953,-0.001953,0.00225830,0.00976562,-0.03265381,0.99938965,0.2221,1.1269,-3.7404,-0.2204,1.1397,-3.8191
216,10.8501,-0.218750,0.042969,9.914062,0.005859,0.000000,0.001953,0.00231934,0.00976562,-0.03265381,0.99938965,0.2291,1.1271,-3.7404,-0.2134,1.1400,-3.8190
217,10.9001,-0.179688,0.042969,9.957031,-0.001953,0.000000,-0.001953,0.00268555,0.00976562,-0.03247070,0.99945068,0.2713,1.1285,-3.7192,-0.1712,1.1415,-3.7979
218,10.9501,-0.218750,0.042969,9.914062,-0.003906,0.003906,-0.001953,0.00268555,0.00976562,-0.03210449,0.99945068,0.2717,1.1284,-3.6771,-0.1708,1.1417,-3.7558
219,11.0001,-0.179688,0.042969,9.957031,0.001953,0.001953,0.000000,0.00231934,0.01013184,-0.03234863,0.99945068,0.2281,1.1691,-3.7055,-0.2144,1.1822,-3.7845
220,11.0501,-0.218750,0.042969,9.953125,0.000000,-0.001953,0.000000,0.00231934,0.01013184,-0.03234863,0.99945068,0.2281,1.1691,-3.7055,-0.2144,1.1822,-3.7845
221,11.1001,-0.218750,0.042969,9.914062,0.003906,0.000000,0.000000,0.00268555,0.01013184,-0.03204346,0.99945068,0.2704,1.1703,-3.6700,-0.1721,1.1837,-3.7491
222,11.1501,-0.179688,0.042969,9.957031,-0.001953,0.000000,0.000000,0.00305176,0.01013184,-0.03149414,0.99945068,0.3130,1.1715,-3.6066,-0.1295,1.1853,-3.6856
223,11.2001,-0.218750,0.042969,9.953125,0.001953,0.000000,0.000000,0.00305176,0.01013184,-0.03149414,0.99945068,0.3130,1.1715,-3.6066,-0.1295,1.1853,-3.6856
224,11.2501,-0.218750,0.042969,9.914062,0.003906,0.001953,-0.001953,0.00305176,0.01013184,-0.03131104,0.99945068,0.3132,1.1714,-3.5856,-0.1293,1.1854,-3.6646
225,11.3001,-0.218750,0.042969,9.914062,0.000000,0.000000,0.000000,0.00311279,0.01013184,-0.03118896,0.99945068,0.3204,1.1716,-3.5715,-0.1221,1.1857,-3.6505
226,11.3501,-0.218750,0.042969,9.953125,0.001953,0.000000,-0.001953,0.00305176,0.01049805,-0.03143311,0.99945068,0.3118,1.2134,-3.5995,-0.1307,1.2273,-3.6789
227,11.4001,-0.179688,0.042969,9.957031,0.001953,0.000000,0.001953,0.00268555,0.01055908,-0.03112793,0.99945068,0.2700,1.2190,-3.5649,-0.1725,1.2332,-3.6443
228,11.4501,-0.218750,0.042969,9.914062,0.001953,0.000000,0.000000,0.00268555,0.01055908,-0.03112793,0.99945068,0.2700,1.2190,-3.5649,-0.1725,1.2332,-3.6443
229,11.5001,-0.179688,0.003906,9.917969,0.001953,-0.001953,0.000000,0.00268555,0.01055908,-0.03082275,0.99945068,0.2703,1.2189,-3.5299,-0.1722,1.2333,-3.6093
230,11.5501,-0.179688,0.042969,9.957031,0.001953,-0.001953,0.000000,0.00268555,0.01013184,-0.02996826,0.99951172,0.2729,1.1698,-3.4321,-0.1696,1.1850,-3.5111
231,11.6001,-0.179688,0.042969,9.957031,0.001953,0.000000,0.000000,0.00225830,0.01013184,-0.02941895,0.99951172,0.2245,1.1681,-3.3695,-0.2179,1.1838,-3.4486
232,11.6501,-0.179688,0.042969,9.957031,0.001953,0.000000,0.000000,0.00225830,0.00976562,-0.02856445,0.99957275,0.2268,1.1260,-3.2717,-0.2157,1.1425,-3.3504
233,11.7001,-0.218750,0.042969,9.914062,0.001953,0.000000,0.001953,0.00225830,0.00976562,-0.02856445,0.99957275,0.2268,1.1260,-3.2717,-0.2157,1.1425,-3.3504
234,11.7501,-0.179688,0.042969,9.957031,0.001953,-0.001953,0.000000,0.00262451,0.00976562,-0.02838135,0.99957275,0.2689,1.1272,-3.2503,-0.1735,1.1438,-3.3290
235,11.8001,-0.218750,0.042969,9.914062,0.000000,0.000000,-0.001953,0.00262451,0.00976562,-0.02850342,0.99957275,0.2688,1.1272,-3.2643,-0.1736,1.1437,-3.3430
236,11.8501,-0.218750,0.042969,9.914062,-0.001953,0.000000,-0.001953,0.00262451,0.00976562,-0.02862549,0.99951172,0.2686,1.1272,-3.2781,-0.1738,1.1436,-3.3568
237,11.9001,-0.218750,0.042969,9.914062,0.001953,0.001953,0.000000,0.00262451,0.00976562,-0.02862549,0.99951172,0.2686,1.1272,-3.2781,-0.1738,1.1436,-3.3568
238,11.9501,-0.218750,0.042969,9.914062,0.000000,-0.001953,0.001953,0.00268555,0.00976562,-0.02868652,0.99951172,0.2755,1.1274,-3.2851,-0.1669,1.1438,-3.3638
239,12.0001,-0.218750,0.042969,9.914062,-0.001953,0.000000,0.000000,0.00262451,0.00976562,-0.02911377,0.99951172,0.2681,1.1273,-3.3342,-0.1744,1.1433,-3.4129
240,12.0501,-0.218750,0.042969,9.953125,-0.005859,-0.001953,0.000000,0.00262451,0.01013184,-0.02947998,0.99951172,0.2664,1.1694,-3.3761,-0.1760,1.1850,-3.4551
241,12.1001,-0.218750,0.042969,9.914062,-0.003906,-0.001953,0.000000,0.00262451,0.01013184,-0.02947998,0.99951172,0.2664,1.1694,-3.3761,-0.1760,1.1850,-3.4551
242,12.1501,-0.179688,0.042969,9.957031,0.001953,0.000000,-0.001953,0.00268555,0.01013184,-0.02947998,0.99951172,0.2734,1.1696,-3.3760,-0.1690,1.1852,-3.4551
243,12.2001,-0.218750,0.042969,9.953125,-0.003906,0.000000,0.000000,0.00262451,0.01013184,-0.02972412,0.99951172,0.2661,1.1695,-3.4041,-0.1763,1.1849,-3.4832
244,12.2501,-0.218750,0.042969,9.953125,0.003906,-0.001953,0.001953,0.00262451,0.01013184,-0.03009033,0.99951172,0.2657,1.1696,-3.4462,-0.1767,1.1847,-3.5252
245,12.3001,-0.218750,0.042969,9.953125,-0.001953,0.000000,0.000000,0.00268555,0.01013184,-0.03088379,0.99945068,0.2718,1.1700,-3.5369,-0.1707,1.1844,-3.6160
246,12.3501,-0.218750,0.042969,9.914062,0.003906,0.000000,0.001953,0.00268555,0.01013184,-0.03088379,0.99945068,0.2718,1.1700,-3.5369,-0.1707,1.1844,-3.6160
247,12.4001,-0.179688,0.042969,9.957031,-0.007812,-0.001953,0.000000,0.00268555,0.01013184,-0.03131104,0.99945068,0.2713,1.1701,-3.5860,-0.1712,1.1841,-3.6650
248,12.4501,-0.179688,0.042969,9.957031,0.003906,0.000000,0.000000,0.00268555,0.01013184,-0.03131104,0.99945068,0.2713,1.1701,-3.5860,-0.1712,1.1841,-3.6650
249,12.5001,-0.218750,0.042969,9.953125,-0.003906,-0.001953,0.000000,0.00268555,0.01013184,-0.03161621,0.99945068,0.2709,1.1702,-3.6210,-0.1716,1.1839,-3.7000
250,12.5501,-0.179688,0.042969,9.957031,0.000000,0.000000,0.001953,0.00268555,0.01055908,-0.03210449,0.99945068,0.2688,1.2193,-3.6770,-0.1737,1.2326,-3.7564
251,12.6001,-0.179688,0.042969,9.957031,-0.001953,0.000000,0.001953,0.00268555,0.01055908,-0.03210449,0.99945068,0.2688,1.2193,-3.6770,-0.1737,1.2326,-3.7564
252,12.6501,-0.218750,0.042969,9.953125,-0.005859,-0.001953,0.000000,0.00268555,0.01013184,-0.03186035,0.99945068,0.2706,1.1703,-3.6490,-0.1719,1.1838,-3.7281
253,12.7001,-0.218750,0.042969,9.914062,0.000000,0.000000,0.000000,0.00268555,0.01013184,-0.03186035,0.99945068,0.2706,1.1703,-3.6490,-0.1719,1.1838,-3.7281
254,12.7501,-0.218750,0.042969,9.953125,-0.005859,0.000000,0.000000,0.00268555,0.01049805,-0.03222656,0.99945068,0.2689,1.2123,-3.6910,-0.1737,1.2255,-3.7704
255,12.8001,-0.218750,0.042969,9.914062,-0.001953,0.000000,0.000000,0.00268555,0.01049805,-0.03222656,0.99945068,0.2689,1.2123,-3.6910,-0.1737,1.2255,-3.7704
256,12.8501,-0.218750,0.042969,9.953125,0.003906,0.000000,-0.001953,0.00268555,0.01049805,-0.03216553,0.99945068,0.2689,1.2123,-3.6840,-0.1736,1.2256,-3.7634
257,12.9001,-0.218750,0.042969,9.953125,0.001953,0.000000,0.000000,0.00268555,0.01055908,-0.03198242,0.99945068,0.2689,1.2193,-3.6630,-0.1736,1.2327,-3.7424
258,12.9501,-0.218750,0.042969,9.914062,0.003906,0.000000,0.000000,0.00268555,0.01049805,-0.03186035,0.99945068,0.2693,1.2122,-3.6490,-0.1732,1.2258,-3.7283
259,13.0001,-0.218750,0.042969,9.953125,0.001953,0.000000,0.001953,0.00268555,0.01049805,-0.03186035,0.99945068,0.2693,1.2122,-3.6490,-0.1732,1.2258,-3.7283
260,13.0501,-0.218750,0.042969,9.953125,0.000000,0.000000,0.000000,0.00268555,0.01092529,-0.03216553,0.99938965,0.2673,1.2612,-3.6837,-0.1752,1.2744,-3.7634
261,13.1001,-0.218750,0.042969,9.953125,-0.001953,-0.001953,-0.001953,0.00268555,0.01092529,-0.03216553,0.99938965,0.2673,1.2612,-3.6837,-0.1752,1.2744,-3.7634
262,13.1501,-0.218750,0.042969,9.953125,0.000000,0.001953,0.000000,0.00268555,0.01049805,-0.03131104,0.99945068,0.2700,1.2121,-3.5859,-0.1725,1.2261,-3.6653
263,13.2001,-0.218750,0.042969,9.914062,-0.001953,0.000000,0.000000,0.00268555,0.01055908,-0.03137207,0.99945068,0.2697,1.2191,-3.5929,-0.1728,1.2330,-3.6723
264,13.2501,-0.218750,0.042969,9.914062,-0.001953,0.000000,-0.001953,0.00268555,0.01092529,-0.03198242,0.99945068,0.2676,1.2612,-3.6629,-0.1749,1.2746,-3.7427
265,13.3001,-0.218750,0.042969,9.953125,-0.003906,-0.001953,0.000000,0.00268555,0.01055908,-0.03137207,0.99945068,0.2697,1.2191,-3.5929,-0.1728,1.2330,-3.6723
266,13.3501,-0.218750,0.042969,9.914062,0.000000,0.000000,0.000000,0.00268555,0.01055908,-0.03143311,0.99945068,0.2696,1.2191,-3.5999,-0.1729,1.2330,-3.6793
267,13.4001,-0.218750,0.042969,9.914062,0.000000,0.000000,0.000000,0.00268555,0.01055908,-0.03143311,0.99945068,0.2696,1.2191,-3.5999,-0.1729,1.2330,-3.6793
268,13.4501,-0.218750,0.042969,9.914062,-0.001953,0.003906,-0.001953,0.00268555,0.01055908,-0.03167725,0.99945068,0.2693,1.2192,-3.6279,-0.1732,1.2328,-3.7074
269,13.5001,-0.218750,0.042969,9.953125,-0.003906,0.003906,0.001953,0.00268555,0.01055908,-0.03149414,0.99945068,0.2695,1.2191,-3.6069,-0.1730,1.2330,-3.6863
270,13.5501,-0.218750,0.042969,9.914062,0.000000,0.001953,0.000000,0.00268555,0.01013184,-0.03094482,0.99945068,0.2717,1.1700,-3.5439,-0.1708,1.1843,-3.6230
271,13.6001,-0.218750,0.042969,9.914062,0.001953,0.000000,-0.001953,0.00268555,0.01013184,-0.03100586,0.99945068,0.2716,1.1700,-3.5510,-0.1709,1.1843,-3.6300
272,13.6501,-0.218750,0.042969,9.953125,0.000000,0.000000,0.000000,0.00268555,0.01013184,-0.03100586,0.99945068,0.2716,1.1700,-3.5510,-0.1709,1.1843,-3.6300
273,13.7001,-0.218750,0.042969,9.953125,0.009766,0.000000,0.001953,0.00268555,0.01013184,-0.03088379,0.99945068,0.2718,1.1700,-3.5369,-0.1707,1.1844,-3.6160
274,13.7501,-0.218750,0.042969,9.953125,-0.003906,-0.001953,0.001953,0.00268555,0.01055908,-0.03137207,0.99945068,0.2697,1.2191,-3.5929,-0.1728,1.2330,-3.6723
275,13.8001,-0.218750,0.042969,9.953125,-0.001953,0.000000,0.000000,0.00268555,0.01055908,-0.03125000,0.99945068,0.2698,1.2190,-3.5789,-0.1727,1.2331,-3.6583
276,13.8501,-0.218750,0.042969,9.953125,-0.001953,0.000000,0.000000,0.00268555,0.01055908,-0.03125000,0.99945068,0.2698,1.2190,-3.5789,-0.1727,1.2331,-3.6583
277,13.9001,-0.218750,0.042969,9.914062,-0.001953,-0.001953,0.000000,0.00268555,0.01055908,-0.03125000,0.99945068,0.2698,1.2190,-3.5789,-0.1727,1.2331,-3.6583
278,13.9501,-0.218750,0.042969,9.914062,0.001953,-0.001953,0.001953,0.00268555,0.01013184,-0.03088379,0.99945068,0.2718,1.1700,-3.5369,-0.1707,1.1844,-3.6160
279,14.0001,-0.218750,0.003906,9.953125,-0.005859,0.000000,0.000000,0.00268555,0.01055908,-0.03161621,0.99945068,0.2694,1.2191,-3.6209,-0.1731,1.2329,-3.7004
280,14.0501,-0.218750,0.042969,9.914062,-0.003906,0.000000,0.001953,0.00268555,0.01055908,-0.03161621,0.99945068,0.2694,1.2191,-3.6209,-0.1731,1.2329,-3.7004
281,14.1001,-0.218750,0.042969,9.914062,0.000000,0.000000,0.000000,0.00268555,0.01055908,-0.03161621,0.99945068,0.2694,1.2191,-3.6209,-0.1731,1.2329,-3.7004
282,14.1501,-0.218750,0.042969,9.914062,0.001953,0.000000,0.000000,0.00268555,0.01055908,-0.03173828,0.99945068,0.2692,1.2192,-3.6350,-0.1733,1.2328,-3.7144
283,14.2001,-0.218750,0.042969,9.953125,0.003906,0.000000,0.001953,0.00274658,0.01055908,-0.03186035,0.99945068,0.2761,1.2194,-3.6489,-0.1664,1.2330,-3.7283
284,14.2501,-0.218750,0.042969,9.914062,0.001953,-0.001953,0.001953,0.00268555,0.01055908,-0.03204346,0.99945068,0.2689,1.2193,-3.6700,-0.1737,1.2326,-3.7494
285,14.3001,-0.218750,0.042969,9.914062,-0.003906,0.000000,-0.001953,0.00268555,0.01055908,-0.03216553,0.99945068,0.2687,1.2193,-3.6840,-0.1738,1.2326,-3.7634
286,14.3501,-0.218750,0.042969,9.953125,0.005859,0.001953,0.001953,0.00274658,0.01135254,-0.03326416,0.99938965,0.2713,1.3107,-3.8097,-0.1712,1.3230,-3.8898
287,14.4001,-0.218750,0.042969,9.953125,0.003906,0.000000,0.000000,0.00311279,0.01129150,-0.03338623,0.99938965,0.3134,1.3051,-3.8232,-0.1292,1.3173,-3.9033
288,14.4501,-0.218750,0.042969,9.914062,0.003906,0.000000,0.001953,0.00311279,0.01092529,-0.03289795,0.99938965,0.3154,1.2630,-3.7673,-0.1272,1.2756,-3.8470
289,14.5001,-0.179688,0.042969,9.917969,-0.001953,0.000000,-0.001953,0.00311279,0.01092529,-0.03265381,0.99938965,0.3157,1.2629,-3.7392,-0.1269,1.2758,-3.8190
290,14.5501,-0.218750,0.042969,9.914062,-0.001953,0.000000,0.000000,0.00274658,0.01092529,-0.03253174,0.99938965,0.2739,1.2615,-3.7257,-0.1687,1.2745,-3.8054
291,14.6001,-0.179688,0.042969,9.957031,-0.007812,0.000000,0.000000,0.00268555,0.01092529,-0.03228760,0.99938965,0.2672,1.2612,-3.6977,-0.1753,1.2744,-3.7775
292,14.6501,-0.218750,0.042969,9.953125,-0.005859,0.000000,0.000000,0.00268555,0.01092529,-0.03204346,0.99945068,0.2675,1.2612,-3.6699,-0.1750,1.2746,-3.7497
293,14.7001,-0.218750,0.042969,9.953125,-0.005859,0.000000,0.001953,0.00268555,0.01055908,-0.03125000,0.99945068,0.2698,1.2190,-3.5789,-0.1727,1.2331,-3.6583
294,14.7501,-0.218750,0.042969,9.953125,0.000000,0.000000,0.000000,0.00268555,0.01055908,-0.03112793,0.99945068,0.2700,1.2190,-3.5649,-0.1725,1.2332,-3.6443
295,14.8001,-0.218750,0.042969,9.953125,-0.001953,0.000000,0.000000,0.00268555,0.01055908,-0.03100586,0.99945068,0.2701,1.2190,-3.5509,-0.1724,1.2332,-3.6303
296,14.8501,-0.218750,0.042969,9.914062,-0.003906,0.000000,0.000000,0.00268555,0.01092529,-0.03149414,0.99945068,0.2682,1.2611,-3.6069,-0.1743,1.2749,-3.6866
297,14.9001,-0.218750,0.042969,9.953125,0.003906,0.000000,0.000000,0.00268555,0.01092529,-0.03137207,0.99945068,0.2684,1.2610,-3.5929,-0.1742,1.2750,-3.6726
298,14.9501,-0.179688,0.042969,9.917969,-0.001953,0.001953,-0.001953,0.00268555,0.01092529,-0.03137207,0.99945068,0.2684,1.2610,-3.5929,-0.1742,1.2750,-3.6726
299,15.0001,-0.218750,0.042969,9.953125,0.000000,0.000000,0.001953,0.00268555,0.01055908,-0.03106689,0.99945068,0.2700,1.2190,-3.5579,-0.1725,1.2332,-3.6373
300,15.0501,-0.218750,0.042969,9.953125,0.001953,-0.001953,0.000000,0.00268555,0.01013184,-0.03070068,0.99945068,0.2720,1.1699,-3.5159,-0.1705,1.1845,-3.5950
301,15.1001,-0.218750,0.042969,9.953125,-0.001953,0.001953,0.001953,0.00268555,0.01055908,-0.03149414,0.99945068,0.2695,1.2191,-3.6069,-0.1730,1.2330,-3.6863
302,15.1501,-0.218750,0.042969,9.914062,0.003906,0.001953,0.001953,0.00268555,0.01055908,-0.03179932,0.99945068,0.2692,1.2192,-3.6420,-0.1734,1.2328,-3.7214
303,15.2001,-0.218750,0.042969,9.953125,-0.001953,0.000000,0.000000,0.00268555,0.01055908,-0.03210449,0.99945068,0.2688,1.2193,-3.6770,-0.1737,1.2326,-3.7564
304,15.2501,-0.218750,0.042969,9.953125,-0.001953,0.001953,0.001953,0.00268555,0.01055908,-0.03234863,0.99938965,0.2685,1.2193,-3.7048,-0.1741,1.2324,-3.7842
305,15.3001,-0.218750,0.042969,9.914062,-0.001953,0.000000,0.001953,0.00268555,0.01055908,-0.03253174,0.99938965,0.2683,1.2193,-3.7258,-0.1743,1.2323,-3.8052
306,15.3501,-0.218750,0.042969,9.953125,0.001953,0.000000,-0.001953,0.00274658,0.01092529,-0.03344727,0.99938965,0.2727,1.2618,-3.8308,-0.1698,1.2739,-3.9105
