sample,time_s,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_radps,gyro_y_radps,gyro_z_radps,quat_i,quat_j,quat_k,quat_real,roll_deg_zeroed,pitch_deg_zeroed,yaw_deg_zeroed
350,14.0401,-0.488281,-0.453125,10.183594,-1.119141,0.181641,-0.427734,0.00048828,0.01354980,0.01647949,0.99975586,-0.2744,2.7310,-13.8547
351,14.0801,-0.179688,-0.722656,9.609375,-1.503906,0.261719,-0.132812,-0.02349854,0.01782227,0.00512695,0.99957275,-3.0676,3.2263,-15.2092
352,14.1201,-0.218750,-1.375000,10.218750,-1.503906,0.261719,-0.132812,-0.06744385,0.02545166,0.00134277,0.99737549,-8.1339,4.0872,-15.7986
353,14.1601,-0.792969,-2.523438,10.113281,-2.115234,1.074219,-0.326172,-0.11712646,0.04785156,-0.00598145,0.99194336,-13.9544,6.5242,-17.1031
354,14.2001,-0.753906,-2.406250,9.378906,-1.599609,1.095703,-0.279297,-0.16082764,0.07409668,-0.01416016,0.98406982,-19.2360,9.2664,-18.7945
355,14.2401,-1.175781,-2.714844,9.113281,-1.599609,1.095703,-0.279297,-0.16082764,0.07409668,-0.01416016,0.98406982,-19.2360,9.2664,-18.7945
356,14.2801,-1.214844,-3.250000,9.308594,-2.085938,0.863281,-0.521484,-0.21319580,0.09375000,-0.02569580,0.97216797,-25.6993,10.9906,-21.0607
357,14.3201,-1.558594,-4.781250,8.269531,-2.207031,0.703125,-0.429688,-0.26849365,0.11053467,-0.03515625,0.95629883,-32.6423,12.2063,-23.2554
358,14.3601,-2.441406,-5.472656,9.378906,0.101562,0.746094,-0.394531,-0.27844238,0.12786865,-0.04974365,0.95062256,-34.3235,13.5219,-25.6410
359,14.4001,-1.828125,-5.203125,6.894531,-0.560547,0.654297,-0.267578,-0.27844238,0.12786865,-0.04974365,0.95062256,-34.3235,13.5219,-25.6410
360,14.4401,-1.828125,-4.972656,7.382812,-1.318359,0.607422,-0.267578,-0.28619385,0.13952637,-0.05944824,0.94610596,-35.6316,14.3615,-27.2830
361,14.4801,-2.058594,-6.277344,7.003906,-1.218750,0.443359,-0.294922,-0.31457520,0.15252686,-0.06585693,0.93457031,-39.4982,15.1496,-28.9544
362,14.5201,-2.097656,-6.160156,7.234375,-1.218750,0.443359,-0.294922,-0.34020996,0.16186523,-0.07171631,0.92352295,-42.9990,15.5179,-30.4234
363,14.5601,-2.289062,-6.738281,6.851562,-0.603516,0.234375,-0.250000,-0.35656738,0.16687012,-0.07690430,0.91601562,-45.2540,15.5462,-31.4915
364,14.6001,-2.250000,-6.507812,6.894531,-0.019531,0.111328,-0.173828,-0.35656738,0.16687012,-0.07690430,0.91601562,-45.2540,15.5462,-31.4915
365,14.6401,-2.171875,-6.085938,7.199219,0.539062,-0.070312,0.060547,-0.35894775,0.16815186,-0.08160400,0.91448975,-45.6544,15.4256,-32.1044
366,14.6801,-2.171875,-6.316406,7.277344,0.539062,-0.070312,0.060547,-0.34912109,0.16668701,-0.08233643,0.91845703,-44.3928,15.4120,-31.9586
367,14.7201,-2.289062,-6.351562,7.660156,0.886719,-0.070312,0.187500,-0.32897949,0.16430664,-0.08123779,0.92639160,-41.8088,15.5532,-31.4137
368,14.7601,-2.210938,-6.160156,7.277344,0.982422,-0.083984,0.171875,-0.30322266,0.16107178,-0.08038330,0.93579102,-38.5350,15.6636,-30.7752
369,14.8001,-2.632812,-6.277344,7.695312,0.195312,0.472656,0.064453,-0.30322266,0.16107178,-0.08038330,0.93579102,-38.5350,15.6636,-30.7752
370,14.8401,-2.632812,-5.550781,8.039062,1.087891,0.255859,0.318359,-0.28961182,0.17309570,-0.08416748,0.93762207,-37.2603,17.0292,-31.5130
371,14.8801,-2.707031,-5.089844,7.882812,1.087891,0.255859,0.318359,-0.26336670,0.17852783,-0.08520508,0.94421387,-34.2215,18.0114,-31.4104
372,14.9201,-2.097656,-4.324219,7.925781,1.261719,-0.376953,0.214844,-0.23217773,0.16754150,-0.08361816,0.95446777,-30.1101,17.3519,-30.2577
373,14.9601,-2.632812,-4.398438,9.269531,1.615234,-0.335938,0.283203,-0.19537354,0.15856934,-0.08227539,0.96429443,-25.4449,16.9271,-29.1848
374,15.0001,-2.593750,-3.785156,9.148438,1.244141,-0.076172,0.181641,-0.19537354,0.15856934,-0.08227539,0.96429443,-25.4449,16.9271,-29.1848
375,15.0401,-2.402344,-2.828125,8.503906,0.751953,-0.015625,0.226562,-0.16363525,0.15380859,-0.08245850,0.97094727,-21.5564,16.8167,-28.5507
376,15.0801,-2.515625,-3.019531,8.687500,0.751953,-0.015625,0.226562,-0.14154053,0.15197754,-0.08026123,0.97491455,-18.8536,16.9380,-27.8885
377,15.1201,-2.402344,-2.253906,8.957031,0.830078,0.085938,0.310547,-0.11871338,0.15295410,-0.07586670,0.97814941,-16.0784,17.4008,-27.0159
378,15.1601,-2.554688,-1.218750,9.531250,1.208984,-0.035156,0.675781,-0.08996582,0.15197754,-0.06500244,0.98211670,-12.4415,17.7549,-25.2235
379,15.2001,-2.671875,-1.566406,9.652344,1.005859,-0.111328,0.351562,-0.08996582,0.15197754,-0.06500244,0.98211670,-12.4415,17.7549,-25.2235
380,15.2401,-2.402344,-0.683594,9.796875,1.144531,-0.246094,0.796875,-0.06298828,0.14727783,-0.05804443,0.98535156,-9.0464,17.5354,-23.8675
381,15.2801,-2.746094,-1.183594,9.457031,1.513672,-0.660156,0.515625,-0.03302002,0.14019775,-0.04443359,0.98858643,-5.1706,17.0386,-21.6783
382,15.3201,-2.250000,0.042969,9.726562,1.513672,-0.660156,0.515625,0.00616455,0.12304688,-0.03424072,0.99182129,-0.2659,15.2892,-19.7827
383,15.3607,-1.980469,0.617188,9.457031,2.019531,-0.761719,0.900391,0.05535889,0.10241699,-0.01940918,0.99304199,5.7787,13.0174,-17.4186
384,15.4001,-1.828125,1.230469,9.613281,1.968750,-0.769531,1.128906,0.10717773,0.07965088,0.00244141,0.99102783,12.0711,10.2284,-14.5224
385,15.4401,-1.519531,2.074219,9.417969,1.958984,-1.074219,1.191406,0.10717773,0.07965088,0.00244141,0.99102783,12.0711,10.2284,-14.5224
386,15.4801,-1.023438,3.375000,9.308594,1.808594,-1.207031,1.033203,0.15979004,0.05041504,0.02496338,0.98553467,18.2721,6.4341,-12.0028
387,15.5201,-0.371094,4.105469,9.152344,1.808594,-1.207031,1.033203,0.20465088,0.01904297,0.04467773,0.97760010,23.4160,2.2849,-10.2786
388,15.5601,-0.105469,4.179688,9.375000,1.623047,-0.962891,0.945312,0.24316406,-0.00708008,0.06158447,0.96801758,27.8006,-1.2973,-9.0673
389,15.6001,0.738281,4.984375,8.226562,1.396484,-0.677734,0.818359,0.27770996,-0.02630615,0.07647705,0.95727539,31.7653,-4.1181,-8.1045
390,15.6401,1.238281,5.941406,7.769531,1.533203,-0.771484,0.498047,0.27770996,-0.02630615,0.07647705,0.95727539,31.7653,-4.1181,-8.1045
391,15.6801,1.273438,5.523438,7.656250,1.736328,-1.177734,0.353516,0.31842041,-0.04449463,0.09423828,0.94219971,36.5018,-7.0581,-7.0282
392,15.7201,1.621094,6.250000,7.351562,1.736328,-1.177734,0.353516,0.36004639,-0.06945801,0.09753418,0.92523193,41.5189,-10.2553,-8.0360
393,15.7601,2.460938,6.593750,6.355469,1.564453,-1.652344,0.880859,0.39709473,-0.10754395,0.10565186,0.90533447,46.1950,-14.9749,-9.3279
394,15.8001,2.578125,6.480469,7.042969,-0.121094,-0.503906,0.349609,0.39953613,-0.12689209,0.10882568,0.90136719,46.5948,-17.2028,-9.9097
395,15.8401,3.039062,6.328125,6.617188,-0.144531,-0.343750,-0.982422,0.39953613,-0.12689209,0.10882568,0.90136719,46.5948,-17.2028,-9.9097
396,15.8801,3.496094,7.515625,6.621094,-0.980469,0.447266,-1.515625,0.39953613,-0.12219238,0.10015869,0.90301514,46.6607,-16.3033,-10.6354
397,15.9201,1.312500,6.976562,7.160156,-0.980469,0.447266,-1.515625,0.38519287,-0.10083008,0.07800293,0.91400146,44.9057,-12.9558,-11.8170
398,15.9601,0.433594,5.867188,7.503906,-0.455078,0.080078,-0.187500,0.37268066,-0.09143066,0.06890869,0.92083740,43.3518,-11.5055,-12.2089
399,16.0001,2.195312,6.937500,7.121094,-0.820312,0.562500,0.199219,0.35083008,-0.08374023,0.06970215,0.93005371,40.5888,-10.6178,-11.5165
400,16.0401,2.500000,6.289062,7.273438,-0.361328,0.304688,-0.238281,0.35083008,-0.08374023,0.06970215,0.93005371,40.5888,-10.6178,-11.5165
401,16.0801,1.851562,6.019531,7.695312,-0.421875,0.041016,-0.416016,0.33728027,-0.06658936,0.06866455,0.93652344,38.8943,-8.6521,-10.8105
402,16.1201,0.968750,5.906250,8.039062,-0.421875,0.041016,-0.416016,0.32733154,-0.06036377,0.05773926,0.94122314,37.7334,-7.5179,-11.6739
403,16.1601,1.390625,6.289062,7.460938,0.357422,-0.578125,-0.298828,0.33575439,-0.06762695,0.04541016,0.93841553,38.8397,-7.8749,-13.3689
404,16.2001,1.503906,6.519531,7.621094,0.017578,-0.458984,-0.093750,0.34069824,-0.07849121,0.03912354,0.93609619,39.5245,-8.8227,-14.5199
405,16.2401,1.429688,5.980469,7.160156,1.355469,-1.255859,-0.042969,0.34069824,-0.07849121,0.03912354,0.93609619,39.5245,-8.8227,-14.5199
406,16.2801,2.308594,6.632812,7.039062,1.398438,-0.527344,0.412109,0.36712646,-0.10217285,0.03295898,0.92395020,43.0102,-11.1370,-16.4739
407,16.3201,2.347656,6.859375,6.316406,1.398438,-0.527344,0.412109,0.39593506,-0.12030029,0.03936768,0.90954590,46.7941,-13.3204,-17.0264
408,16.3601,2.386719,7.628906,5.894531,0.312500,1.193359,-0.214844,0.40411377,-0.10070801,0.04809570,0.90789795,47.5560,-11.6412,-15.2986
409,16.4001,1.851562,7.058594,6.738281,-0.228516,0.546875,0.000000,0.39593506,-0.08398438,0.05682373,0.91265869,46.3314,-10.2559,-13.4882
410,16.4401,1.621094,6.937500,7.003906,-0.326172,0.345703,-0.001953,0.39593506,-0.08398438,0.05682373,0.91265869,46.3314,-10.2559,-13.4882
411,16.4801,1.542969,7.054688,6.890625,-0.167969,0.208984,-0.037109,0.38818359,-0.07373047,0.06207275,0.91650391,45.2724,-9.3765,-12.3768
412,16.5201,1.621094,6.785156,6.851562,-0.167969,0.208984,-0.037109,0.38439941,-0.06829834,0.06433105,0.91839600,44.7683,-8.8823,-11.8551
413,16.5601,1.464844,6.710938,6.894531,-0.105469,0.117188,0.113281,0.38055420,-0.06536865,0.06726074,0.91998291,44.2634,-8.6798,-11.3734
414,16.6001,1.464844,6.671875,6.890625,-0.101562,0.001953,0.197266,0.37799072,-0.06652832,0.07202148,0.92059326,43.9179,-8.9955,-10.8841
415,16.6401,1.773438,6.675781,6.390625,0.236328,-0.242188,0.179688,0.37799072,-0.06652832,0.07202148,0.92059326,43.9179,-8.9955,-10.8841
416,16.6801,1.812500,7.097656,6.890625,0.060547,-0.273438,0.369141,0.38177490,-0.07623291,0.07409668,0.91809082,44.3990,-10.1409,-11.1204
417,16.7201,1.851562,6.746094,6.968750,0.060547,-0.273438,0.369141,0.38226318,-0.08392334,0.08105469,0.91668701,44.4354,-11.2672,-10.7088
418,16.7601,2.117188,6.632812,7.199219,0.171875,-0.185547,0.093750,0.38549805,-0.08966064,0.08239746,0.91461182,44.8516,-11.9562,-10.8589
419,16.8001,2.156250,6.632812,7.156250,0.164062,0.009766,-0.082031,0.38946533,-0.08874512,0.08258057,0.91302490,45.3493,-11.8878,-10.8563
420,16.8401,2.117188,6.785156,7.199219,0.548828,-0.142578,0.335938,0.38946533,-0.08874512,0.08258057,0.91302490,45.3493,-11.8878,-10.8563
421,16.8801,1.734375,7.125000,7.003906,0.562500,-0.046875,0.283203,0.40008545,-0.09350586,0.08862305,0.90734863,46.6692,-12.7245,-10.5794
422,16.9201,1.886719,7.398438,6.699219,0.562500,-0.046875,0.283203,0.41204834,-0.09704590,0.09698486,0.90075684,48.1471,-13.5590,-10.0385
423,16.9601,2.042969,7.667969,6.582031,0.548828,0.070312,0.367188,0.42266846,-0.09692383,0.10748291,0.89465332,49.4245,-14.1199,-9.0913
424,17.0001,2.195312,7.437500,6.660156,0.472656,0.343750,0.201172,0.43206787,-0.09051514,0.11749268,0.88952637,50.5291,-14.0126,-7.8794
425,17.0401,2.042969,7.625000,6.390625,0.152344,0.261719,0.273438,0.43206787,-0.09051514,0.11749268,0.88952637,50.5291,-14.0126,-7.8794
426,17.0801,2.195312,7.664062,6.355469,0.314453,-0.060547,0.292969,0.43579102,-0.08715820,0.12725830,0.88671875,50.9191,-14.1818,-6.7426
427,17.1201,2.156250,7.898438,6.085938,0.314453,-0.060547,0.292969,0.44104004,-0.09051514,0.13446045,0.88275146,51.5491,-14.9491,-6.2352
428,17.1601,2.156250,7.898438,6.085938,0.273438,0.326172,0.332031,0.44354248,-0.08624268,0.14483643,0.88024902,51.7713,-15.0589,-4.9679
429,17.2001,2.617188,7.589844,6.046875,0.130859,0.136719,0.507812,0.44525146,-0.08850098,0.15557861,0.87731934,51.8939,-15.8647,-3.9665
430,17.2401,2.425781,7.515625,6.277344,-0.341797,-0.521484,0.892578,0.44525146,-0.08850098,0.15557861,0.87731934,51.8939,-15.8647,-3.9665
431,17.2801,3.039062,7.585938,5.933594,0.072266,-0.802734,1.242188,0.43835449,-0.10968018,0.16662598,0.87634277,50.8934,-18.5514,-3.6671
432,17.3201,3.230469,6.976562,5.781250,0.072266,-0.802734,1.242188,0.43780518,-0.14141846,0.18353271,0.86871338,50.7197,-22.7548,-3.3468
433,17.3601,3.687500,6.554688,5.433594,0.466797,-0.662109,0.716797,0.44714355,-0.16534424,0.19470215,0.85723877,52.0049,-26.0079,-3.5895
434,17.4001,4.109375,7.164062,5.320312,0.792969,-1.021484,0.123047,0.46704102,-0.18572998,0.19055176,0.84326172,55.1730,-28.2038,-5.8521
435,17.4401,4.492188,7.437500,5.433594,0.421875,-0.808594,0.865234,0.46704102,-0.18572998,0.19055176,0.84326172,55.1730,-28.2038,-5.8521
436,17.4801,5.375000,7.125000,5.128906,0.289062,-0.914062,0.845703,0.47937012,-0.21240234,0.19903564,0.82794189,57.3426,-31.6430,-6.9740
437,17.5201,5.718750,6.859375,4.820312,0.289062,-0.914062,0.845703,0.48419189,-0.24316406,0.20880127,0.81414795,58.6975,-35.5280,-8.0646
438,17.5601,6.792969,6.710938,4.171875,0.273438,-1.634766,1.716797,0.48760986,-0.29290771,0.22186279,0.79193115,60.8314,-41.6701,-10.3249
439,17.6001,7.097656,6.250000,4.015625,0.531250,-1.482422,1.105469,0.49871826,-0.33172607,0.22943115,0.76721191,64.7424,-46.3680,-13.5553
440,17.6401,7.332031,5.714844,3.250000,0.980469,-1.306641,0.585938,0.49871826,-0.33172607,0.22943115,0.76721191,64.7424,-46.3680,-13.5553
441,17.6801,7.441406,5.484375,2.253906,0.562500,-0.789062,0.775391,0.51477051,-0.35864258,0.23327637,0.74298096,69.7316,-49.4758,-17.2588
442,17.7201,7.289062,5.714844,2.101562,0.562500,-0.789062,0.775391,0.52398682,-0.37939453,0.24114990,0.72344971,73.3828,-52.1533,-19.7688
443,17.7601,7.632812,6.289062,1.949219,0.181641,-0.439453,0.783203,0.52380371,-0.39575195,0.25079346,0.71142578,74.9513,-54.5479,-20.8854
444,17.8001,8.019531,4.449219,1.527344,0.242188,-0.751953,1.539062,0.51623535,-0.42132568,0.26940918,0.69531250,76.1287,-58.6557,-21.7396
445,17.8401,8.359375,4.371094,1.414062,0.568359,-1.128906,2.703125,0.51623535,-0.42132568,0.26940918,0.69531250,76.1287,-58.6557,-21.7396
446,17.8801,9.050781,3.566406,0.761719,0.531250,-1.046875,2.648438,0.50500488,-0.46740723,0.30499268,0.65838623,80.5555,-66.3644,-24.9385
447,17.9201,9.246094,3.109375,0.417969,0.531250,-1.046875,2.648438,0.49017334,-0.51403809,0.34063721,0.61602783,89.2261,-74.3053,-32.4052
448,17.9601,10.011719,1.460938,-0.312500,0.626953,-1.480469,2.531250,0.47540283,-0.56085205,0.37011719,0.56781006,115.7930,-80.9111,-57.9368
449,18.0001,9.550781,0.656250,-1.000000,0.718750,-1.187500,2.394531,0.46215820,-0.59747314,0.39794922,0.52069092,169.6243,-82.4451,-110.3111
450,18.0401,9.128906,-0.109375,-0.960938,0.779297,-1.488281,3.056641,0.46215820,-0.59747314,0.39794922,0.52069092,169.6243,-82.4451,-110.3111
451,18.0801,9.855469,-3.097656,-1.957031,0.117188,-1.123047,3.298828,0.44171143,-0.63861084,0.42877197,0.46173096,-148.0011,-76.7098,-151.0897
452,18.1201,9.324219,-3.019531,-1.882812,0.117188,-1.123047,3.298828,0.40301514,-0.68389893,0.45465088,0.40399170,-131.8248,-67.9924,-167.4542
453,18.1601,8.359375,-3.863281,-2.457031,0.033203,-1.386719,3.482422,0.35809326,-0.72784424,0.47430420,0.34216309,-125.4532,-58.1331,-174.5358
454,18.2001,7.175781,-5.472656,-2.839844,0.345703,-1.244141,3.085938,0.31860352,-0.76019287,0.49255371,0.27929688,-122.1297,-48.8339,-177.6656
455,18.2401,6.605469,-6.007812,-3.109375,0.185547,-1.111328,2.447266,0.31860352,-0.76019287,0.49255371,0.27929688,-122.1297,-48.8339,-177.6656
456,18.2801,5.988281,-6.089844,-3.875000,-0.115234,-1.308594,2.546875,0.28436279,-0.78369141,0.50457764,0.22436523,-120.4000,-40.9227,-179.2116
457,18.3201,5.414062,-6.542969,-4.105469,-0.115234,-1.308594,2.546875,0.24902344,-0.80792236,0.50708008,0.16778564,-120.2004,-32.8071,-179.9532
458,18.3601,4.953125,-6.933594,-4.179688,-0.082031,-1.552734,2.718750,0.21166992,-0.83050537,0.50488281,0.10278320,-120.4666,-23.8398,179.8106
459,18.4001,3.000000,-7.078125,-4.640625,-0.134766,-0.636719,1.162109,0.19055176,-0.84094238,0.50170898,0.06884766,-120.7039,-19.1095,179.5635
460,18.4401,2.460938,-7.617188,-4.640625,-0.099609,-0.619141,1.273438,0.19055176,-0.84094238,0.50170898,0.06884766,-120.7039,-19.1095,179.5635
461,18.4801,2.003906,-8.042969,-4.945312,0.232422,-0.761719,1.375000,0.17199707,-0.84851074,0.49871826,0.04174805,-120.8770,-15.2573,179.1949
462,18.5201,1.390625,-7.738281,-4.218750,0.232422,-0.761719,1.375000,0.15368652,-0.85186768,0.50061035,0.01019287,-120.3172,-11.0888,179.0509
463,18.5601,1.464844,-7.964844,-4.523438,0.021484,-0.011719,-0.044922,0.15350342,-0.85119629,0.50183105,0.00836182,-120.1405,-10.9181,179.1218
464,18.6001,1.390625,-8.230469,-4.679688,0.148438,0.001953,0.095703,0.15234375,-0.84979248,0.50463867,0.00756836,-119.7569,-10.8193,179.0159
465,18.6401,1.429688,-8.003906,-4.296875,0.214844,0.238281,-0.328125,0.15234375,-0.84979248,0.50463867,0.00756836,-119.7569,-10.8193,179.0159
466,18.6801,1.542969,-8.039062,-4.140625,0.177734,0.232422,-0.367188,0.15502930,-0.84625244,0.50958252,0.01385498,-119.1488,-11.6823,178.8735
467,18.7201,1.851562,-8.082031,-4.027344,0.177734,0.232422,-0.367188,0.16027832,-0.84240723,0.51391602,0.02392578,-118.6516,-13.0606,178.7720
468,18.7601,2.308594,-8.343750,-3.988281,0.173828,0.439453,-0.839844,0.17108154,-0.83703613,0.51812744,0.04101562,-118.2253,-15.4657,178.8183
469,18.8001,2.617188,-8.503906,-3.722656,0.146484,0.349609,-0.781250,0.18377686,-0.83044434,0.52252197,0.05957031,-117.7531,-18.1466,178.9548
470,18.8401,3.382812,-8.730469,-3.796875,0.138672,0.771484,-1.882812,0.18377686,-0.83044434,0.52252197,0.05957031,-117.7531,-18.1466,178.9548
471,18.8802,3.726562,-8.269531,-3.414062,-0.375000,0.388672,-1.246094,0.20904541,-0.81927490,0.52545166,0.09490967,-117.5437,-23.2656,179.4212
472,18.9201,4.378906,-8.269531,-3.875000,-0.375000,0.388672,-1.246094,0.23022461,-0.81420898,0.51812744,0.12469482,-118.7105,-27.4403,-179.8666
473,18.9601,3.648438,-7.234375,-3.644531,-0.433594,0.035156,0.015625,0.23016357,-0.82037354,0.50726318,0.12915039,-120.2552,-27.6807,-179.7715
474,19.0001,4.453125,-7.000000,-3.835938,-0.255859,-1.183594,2.228516,0.19866943,-0.83825684,0.50115967,0.08197021,-120.8747,-20.8962,179.6959
475,19.0401,3.574219,-7.925781,-4.753906,0.111328,-1.269531,2.691406,0.19866943,-0.83825684,0.50115967,0.08197021,-120.8747,-20.8962,179.6959
476,19.0801,0.968750,-7.964844,-4.640625,-0.048828,-1.388672,2.531250,0.16052246,-0.85070801,0.49993896,0.02355957,-120.5326,-12.8009,179.0097
477,19.1201,1.007812,-8.265625,-4.753906,-0.048828,-1.388672,2.531250,-0.12207031,0.85992432,-0.49426270,0.03619385,-120.5441,-4.5775,178.5122
478,19.1601,0.468750,-8.304688,-5.101562,-0.683594,-0.789062,0.798828,-0.11193848,0.86834717,-0.47918701,0.06170654,-122.1315,-1.2354,178.9555
479,19.2001,-0.296875,-7.621094,-5.292969,-0.509766,-0.664062,0.820312,-0.10186768,0.87615967,-0.46356201,0.08416748,-123.7566,1.8115,179.1583
480,19.2401,-0.640625,-7.578125,-5.328125,-1.298828,-1.423828,1.017578,-0.10186768,0.87615967,-0.46356201,0.08416748,-123.7566,1.8115,179.1583
481,19.2801,-1.062500,-7.078125,-5.597656,-1.589844,-0.898438,-0.015625,-0.09790039,0.88781738,-0.43383789,0.11822510,-126.8389,5.9489,-179.5482
482,19.3201,-1.328125,-7.156250,-5.906250,-1.589844,-0.898438,-0.015625,-0.10827637,0.89929199,-0.40203857,0.13372803,-130.4189,7.5962,-177.9153
483,19.3601,-1.292969,-6.695312,-6.058594,-0.689453,0.046875,-0.121094,-0.11553955,0.90600586,-0.38519287,0.13201904,-132.5298,7.4073,-177.3914
484,19.4001,-1.136719,-6.734375,-6.671875,-0.771484,-0.261719,-0.548828,-0.13256836,0.91143799,-0.36816406,0.12683105,-134.6902,6.4461,-175.9714
485,19.4401,-1.445312,-6.621094,-6.746094,-1.248047,-0.458984,-0.898438,-0.13256836,0.91143799,-0.36816406,0.12683105,-134.6902,6.4461,-175.9714
486,19.4801,-0.601562,-5.933594,-6.558594,-1.033203,0.027344,-1.681641,-0.16107178,0.91809082,-0.34075928,0.12261963,-138.0390,5.3965,-173.2892
487,19.5201,-0.179688,-6.085938,-7.550781,-1.033203,0.027344,-1.681641,-0.20153809,0.91949463,-0.32104492,0.10382080,-140.8470,2.3057,-169.7519
488,19.5601,-0.832031,-5.550781,-7.285156,-0.195312,0.083984,-1.974609,-0.24792480,0.91027832,-0.32037354,0.08532715,-141.5259,-1.4074,-165.3270
489,19.6001,0.011719,-5.433594,-7.742188,-1.292969,-0.927734,-1.619141,-0.28741455,0.90673828,-0.29711914,0.08337402,-144.4094,-2.3060,-160.9107
490,19.6401,-0.105469,-5.164062,-7.968750,-0.636719,-0.720703,-1.132812,-0.28741455,0.90673828,-0.29711914,0.08337402,-144.4094,-2.3060,-160.9107
491,19.6801,-0.027344,-5.203125,-7.785156,0.119141,-0.572266,-1.041016,-0.32086182,0.90130615,-0.27783203,0.08642578,-146.6130,-2.4458,-156.9168
492,19.7201,0.164062,-5.089844,-8.046875,0.119141,-0.572266,-1.041016,-0.34741211,0.89196777,-0.27392578,0.09307861,-146.8836,-2.5213,-153.5739
493,19.7601,-0.332031,-5.511719,-7.625000,-0.132812,-1.695312,-0.322266,-0.36474609,0.88641357,-0.25872803,0.11968994,-147.4485,0.2408,-150.6079
494,19.8001,-0.140625,-5.242188,-8.089844,0.224609,-0.255859,0.009766,-0.36755371,0.88415527,-0.25805664,0.12866211,-147.1038,1.0709,-149.9480
495,19.8401,-0.105469,-5.011719,-8.433594,-0.015625,-1.070312,-0.128906,-0.36755371,0.88415527,-0.25805664,0.12866211,-147.1038,1.0709,-149.9480
496,19.8801,-1.253906,-4.898438,-7.167969,0.224609,-0.531250,0.039062,-0.37567139,0.87957764,-0.25225830,0.14697266,-146.8494,2.8775,-148.3117
497,19.9201,-1.828125,-4.859375,-7.441406,0.224609,-0.531250,0.039062,-0.37780762,0.87585449,-0.25250244,0.16247559,-146.0309,4.3125,-147.4400
498,19.9601,-2.441406,-4.554688,-7.589844,-0.007812,0.212891,-0.148438,-0.37939453,0.87451172,-0.25457764,0.16284180,-145.7823,4.1895,-147.2271
499,20.0001,-1.445312,-4.972656,-8.355469,0.138672,-0.238281,-0.203125,-0.38439941,0.87207031,-0.25756836,0.15954590,-145.6168,3.5394,-146.7512
500,20.0401,-1.292969,-5.320312,-8.316406,0.267578,0.318359,-0.152344,-0.38562012,0.87017822,-0.26483154,0.15496826,-145.0598,2.6890,-146.7639
501,20.0801,-0.984375,-5.511719,-8.968750,0.156250,0.029297,-0.324219,-0.38562012,0.87017822,-0.26483154,0.15496826,-145.0598,2.6890,-146.7639
502,20.1201,-0.527344,-5.433594,-7.820312,0.156250,0.029297,-0.324219,-0.39044189,0.86633301,-0.27185059,0.15185547,-144.4434,1.8558,-146.2821
503,20.1601,-0.792969,-5.164062,-7.746094,0.152344,0.150391,-0.246094,-0.39459229,0.86315918,-0.27795410,0.14813232,-143.9685,1.0301,-145.9206
504,20.2001,-0.718750,-5.050781,-7.546875,0.177734,0.345703,-0.619141,-0.40332031,0.85736084,-0.28808594,0.13873291,-143.3538,-0.7311,-145.2347
505,20.2401,-0.488281,-5.394531,-7.820312,0.957031,1.550781,-1.363281,-0.40332031,0.85736084,-0.28808594,0.13873291,-143.3538,-0.7311,-145.2347
506,20.2801,-0.257812,-5.433594,-7.863281,1.291016,2.013672,-1.929688,-0.41729736,0.84222412,-0.32379150,0.10827637,-141.0033,-6.0811,-144.7733
507,20.3201,2.156250,-5.855469,-6.632812,1.291016,2.013672,-1.929688,-0.43634033,0.81494141,-0.37622070,0.06298828,-137.3820,-14.0791,-144.4368
508,20.3601,3.074219,-5.894531,-5.937500,1.343750,2.580078,-2.552734,-0.45916748,0.77636719,-0.43170166,0.00390625,-133.6654,-24.0179,-144.3531
509,20.4001,4.722656,-6.429688,-5.484375,1.837891,3.537109,-2.943359,0.47552490,-0.71771240,0.50323486,0.07427979,-127.2804,-36.8845,-146.7212
510,20.4401,6.527344,-5.742188,-3.261719,1.562500,3.138672,-2.503906,0.48071289,-0.65789795,0.56176758,0.14312744,-119.3603,-47.8711,-151.6492
511,20.4801,7.480469,-5.281250,-2.113281,1.705078,3.462891,-2.695312,0.48071289,-0.65789795,0.56176758,0.14312744,-119.3603,-47.8711,-151.6492
512,20.5201,7.289062,-4.285156,-0.960938,1.705078,3.462891,-2.695312,0.47912598,-0.58593750,0.61712646,0.21527100,-106.3526,-58.7083,-161.8048
513,20.5601,7.976562,-3.558594,0.378906,2.302734,4.917969,-3.773438,0.46484375,-0.47418213,0.67993164,0.31109619,-70.6700,-69.1756,166.1043
514,20.6001,8.781250,-2.753906,1.910156,3.285156,6.402344,-4.710938,0.42889404,-0.31146240,0.73846436,0.41680908,-10.5647,-63.6722,111.1919
515,20.6401,9.011719,-1.375000,4.207031,2.052734,3.513672,-2.494141,0.42889404,-0.31146240,0.73846436,0.41680908,-10.5647,-63.6722,111.1919
516,20.6801,8.742188,-0.109375,6.125000,0.060547,-0.115234,0.111328,0.39923096,-0.20068359,0.76116943,0.47009277,8.6666,-52.8735,95.9574
517,20.7201,7.136719,2.187500,7.121094,0.736328,1.679688,-1.224609,0.39727783,-0.18927002,0.76306152,0.47332764,10.0924,-51.8296,95.1417
518,20.7601,8.175781,1.578125,7.160156,0.736328,1.679688,-1.224609,0.38366699,-0.15325928,0.76678467,0.49127197,13.9899,-47.6429,92.2370
