sample,time_s,sensor,message_type,yaw_deg,pitch_deg,roll_deg,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,gps_time_s,gps_week,ins_status,latitude_deg,longitude_deg,altitude_m,vel_n_mps,vel_e_mps,vel_d_mps,raw_message
10,0.40005740099996956,vn200,VNINS,-80.242,-5.358,-1.096,,,,,,,,,,362.751257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000362.751257,0000,8080,-080.242,-005.358,-001.096,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5E"
11,0.4400576019999676,vn200,VNINS,-80.242,-5.357,-1.097,,,,,,,,,,362.776257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000362.776257,0000,8080,-080.242,-005.357,-001.097,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*55"
12,0.480057080999984,vn200,VNINS,-80.243,-5.358,-1.097,,,,,,,,,,362.801257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000362.801257,0000,0080,-080.243,-005.358,-001.097,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5C"
13,0.5200571889999992,vn200,VNINS,-80.243,-5.357,-1.097,,,,,,,,,,362.826256,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000362.826256,0000,0080,-080.243,-005.357,-001.097,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*57"
14,0.5600562609999997,vn200,VNINS,-80.243,-5.357,-1.097,,,,,,,,,,362.851257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000362.851257,0000,8080,-080.243,-005.357,-001.097,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5E"
15,0.6000494799999956,vn200,VNINS,-80.245,-5.358,-1.097,,,,,,,,,,362.876256,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000362.876256,0000,8080,-080.245,-005.358,-001.097,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*53"
16,0.6400581809999721,vn200,VNINS,-80.245,-5.359,-1.097,,,,,,,,,,362.901257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000362.901257,0000,0080,-080.245,-005.359,-001.097,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5A"
17,0.6800573269999859,vn200,VNINS,-80.244,-5.358,-1.098,,,,,,,,,,362.926257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000362.926257,0000,0080,-080.244,-005.358,-001.098,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*50"
18,0.7200563050000142,vn200,VNINS,-80.244,-5.356,-1.097,,,,,,,,,,362.951257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000362.951257,0000,8080,-080.244,-005.356,-001.097,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*59"
19,0.7600585799999635,vn200,VNINS,-80.245,-5.356,-1.097,,,,,,,,,,362.976257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000362.976257,0000,8080,-080.245,-005.356,-001.097,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5D"
20,0.8000584480000157,vn200,VNINS,-80.245,-5.357,-1.097,,,,,,,,,,363.001257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.001257,0000,0080,-080.245,-005.357,-001.097,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5C"
21,0.8400592790000019,vn200,VNINS,-80.243,-5.355,-1.096,,,,,,,,,,363.026257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.026257,0000,0080,-080.243,-005.355,-001.096,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5C"
22,0.880058890999976,vn200,VNINS,-80.243,-5.355,-1.095,,,,,,,,,,363.051257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.051257,0000,8080,-080.243,-005.355,-001.095,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*57"
23,0.920054835999963,vn200,VNINS,-80.242,-5.354,-1.095,,,,,,,,,,363.076257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.076257,0000,8080,-080.242,-005.354,-001.095,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*52"
24,0.9600602809999828,vn200,VNINS,-80.242,-5.355,-1.093,,,,,,,,,,363.101257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.101257,0000,0080,-080.242,-005.355,-001.093,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5C"
25,1.0000515410000048,vn200,VNINS,-80.243,-5.355,-1.094,,,,,,,,,,363.126257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.126257,0000,0080,-080.243,-005.355,-001.094,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5F"
26,1.0400589129999958,vn200,VNINS,-80.244,-5.357,-1.095,,,,,,,,,,363.151257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.151257,0000,8080,-080.244,-005.357,-001.095,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*53"
27,1.0800596169999608,vn200,VNINS,-80.244,-5.356,-1.095,,,,,,,,,,363.176256,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.176256,0000,8080,-080.244,-005.356,-001.095,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*56"
28,1.1200519330000134,vn200,VNINS,-80.245,-5.357,-1.095,,,,,,,,,,363.201257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.201257,0000,8080,-080.245,-005.357,-001.095,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*54"
29,1.1600585079999632,vn200,VNINS,-80.245,-5.356,-1.097,,,,,,,,,,363.226259,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.226259,0000,0080,-080.245,-005.356,-001.097,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*54"
30,1.2000565089999782,vn200,VNINS,-80.246,-5.356,-1.096,,,,,,,,,,363.251257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.251257,0000,0080,-080.246,-005.356,-001.096,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*58"
31,1.2400579349999816,vn200,VNINS,-80.247,-5.356,-1.095,,,,,,,,,,363.276257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.276257,0000,8080,-080.247,-005.356,-001.095,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*57"
32,1.2800561029999926,vn200,VNINS,-80.247,-5.355,-1.094,,,,,,,,,,363.301257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.301257,0000,8080,-080.247,-005.355,-001.094,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*54"
33,1.3200588079999989,vn200,VNINS,-80.247,-5.354,-1.095,,,,,,,,,,363.326256,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.326256,0000,0080,-080.247,-005.354,-001.095,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*58"
34,1.3600685870000007,vn200,VNINS,-80.248,-5.353,-1.095,,,,,,,,,,363.351257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.351257,0000,0080,-080.248,-005.353,-001.095,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*51"
35,1.4000586429999657,vn200,VNINS,-80.248,-5.354,-1.094,,,,,,,,,,363.376256,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.376256,0000,8080,-080.248,-005.354,-001.094,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5B"
36,1.4400575509999953,vn200,VNINS,-80.248,-5.355,-1.095,,,,,,,,,,363.401257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.401257,0000,8080,-080.248,-005.355,-001.095,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5D"
37,1.480057199999976,vn200,VNINS,-80.248,-5.354,-1.095,,,,,,,,,,363.426257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.426257,0000,0080,-080.248,-005.354,-001.095,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*51"
38,1.5200563299999885,vn200,VNINS,-80.248,-5.353,-1.095,,,,,,,,,,363.451257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.451257,0000,0080,-080.248,-005.353,-001.095,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*56"
39,1.5600573309999959,vn200,VNINS,-80.248,-5.353,-1.096,,,,,,,,,,363.476256,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.476256,0000,8080,-080.248,-005.353,-001.096,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*59"
40,1.6000572019999595,vn200,VNINS,-80.248,-5.351,-1.095,,,,,,,,,,363.501257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.501257,0000,8080,-080.248,-005.351,-001.095,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*58"
41,1.6400569630000064,vn200,VNINS,-80.249,-5.351,-1.093,,,,,,,,,,363.526256,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.526256,0000,0080,-080.249,-005.351,-001.093,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*53"
42,1.6800583520000032,vn200,VNINS,-80.249,-5.352,-1.093,,,,,,,,,,363.551257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.551257,0000,0080,-080.249,-005.352,-001.093,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*51"
43,1.7200592789999973,vn200,VNINS,-80.249,-5.351,-1.094,,,,,,,,,,363.576257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.576257,0000,0080,-080.249,-005.351,-001.094,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*50"
44,1.7600635210000064,vn200,VNINS,-80.25,-5.353,-1.094,,,,,,,,,,363.601257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.601257,0000,8080,-080.250,-005.353,-001.094,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*51"
45,1.8000544289999993,vn200,VNINS,-80.249,-5.352,-1.093,,,,,,,,,,363.626256,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.626256,0000,8080,-080.249,-005.352,-001.093,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5B"
46,1.84005287399998,vn200,VNINS,-80.25,-5.351,-1.091,,,,,,,,,,363.651257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.651257,0000,0080,-080.250,-005.351,-001.091,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5B"
47,1.880058341999984,vn200,VNINS,-80.25,-5.351,-1.092,,,,,,,,,,363.676257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.676257,0000,0080,-080.250,-005.351,-001.092,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5D"
48,1.920054494999988,vn200,VNINS,-80.252,-5.352,-1.091,,,,,,,,,,363.701257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.701257,0000,8080,-080.252,-005.352,-001.091,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*56"
49,1.9600592969999866,vn200,VNINS,-80.251,-5.351,-1.091,,,,,,,,,,363.726256,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.726256,0000,8080,-080.251,-005.351,-001.091,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*52"
50,2.000057765000008,vn200,VNINS,-80.251,-5.352,-1.092,,,,,,,,,,363.751257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.751257,0000,0080,-080.251,-005.352,-001.092,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5B"
51,2.0400589729999865,vn200,VNINS,-80.251,-5.353,-1.092,,,,,,,,,,363.776259,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.776259,0000,0080,-080.251,-005.353,-001.092,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*51"
52,2.080057645000011,vn200,VNINS,-80.252,-5.354,-1.092,,,,,,,,,,363.801257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.801257,0000,8080,-080.252,-005.354,-001.092,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5C"
53,2.12005303899997,vn200,VNINS,-80.251,-5.357,-1.093,,,,,,,,,,363.826258,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.826258,0000,8080,-080.251,-005.357,-001.093,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*57"
54,2.160058580999987,vn200,VNINS,-80.251,-5.357,-1.093,,,,,,,,,,363.851257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.851257,0000,0080,-080.251,-005.357,-001.093,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*50"
55,2.2000523449999605,vn200,VNINS,-80.25,-5.357,-1.094,,,,,,,,,,363.876257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.876257,0000,0080,-080.250,-005.357,-001.094,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*53"
56,2.240059905999999,vn200,VNINS,-80.25,-5.359,-1.093,,,,,,,,,,363.901257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.901257,0000,8080,-080.250,-005.359,-001.093,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*53"
57,2.2800593739999613,vn200,VNINS,-80.251,-5.358,-1.093,,,,,,,,,,363.926256,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.926256,0000,8080,-080.251,-005.358,-001.093,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*57"
58,2.3200575079999908,vn200,VNINS,-80.251,-5.357,-1.094,,,,,,,,,,363.951257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.951257,0000,0080,-080.251,-005.357,-001.094,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*56"
59,2.3600566060000006,vn200,VNINS,-80.25,-5.357,-1.094,,,,,,,,,,363.976257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000363.976257,0000,0080,-080.250,-005.357,-001.094,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*52"
60,2.4000565179999853,vn200,VNINS,-80.25,-5.357,-1.094,,,,,,,,,,364.001257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000364.001257,0000,8080,-080.250,-005.357,-001.094,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*54"
61,2.440056578999986,vn200,VNINS,-80.25,-5.357,-1.094,,,,,,,,,,364.026256,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000364.026256,0000,8080,-080.250,-005.357,-001.094,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*50"
62,2.4800614359999713,vn200,VNINS,-80.25,-5.358,-1.095,,,,,,,,,,364.051257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000364.051257,0000,8080,-080.250,-005.358,-001.095,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5F"
63,2.520058311000014,vn200,VNINS,-80.25,-5.357,-1.095,,,,,,,,,,364.076256,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000364.076256,0000,0080,-080.250,-005.357,-001.095,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5C"
64,2.5600582049999616,vn200,VNINS,-80.25,-5.358,-1.096,,,,,,,,,,364.101257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000364.101257,0000,0080,-080.250,-005.358,-001.096,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*50"
65,2.60005019099998,vn200,VNINS,-80.251,-5.357,-1.095,,,,,,,,,,364.126256,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000364.126256,0000,8080,-080.251,-005.357,-001.095,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*51"
66,2.6400576959999853,vn200,VNINS,-80.252,-5.357,-1.094,,,,,,,,,,364.151257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000364.151257,0000,8080,-080.252,-005.357,-001.094,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*52"
67,2.680057978999969,vn200,VNINS,-80.252,-5.357,-1.094,,,,,,,,,,364.176257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000364.176257,0000,0080,-080.252,-005.357,-001.094,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5F"
68,2.720056205999981,vn200,VNINS,-80.251,-5.357,-1.093,,,,,,,,,,364.201257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000364.201257,0000,0080,-080.251,-005.357,-001.093,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*58"
69,2.7600576369999885,vn200,VNINS,-80.252,-5.357,-1.093,,,,,,,,,,364.226257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000364.226257,0000,8080,-080.252,-005.357,-001.093,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*56"
70,2.8000584750000144,vn200,VNINS,-80.251,-5.358,-1.093,,,,,,,,,,364.251257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000364.251257,0000,8080,-080.251,-005.358,-001.093,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5A"
71,2.8400605909999967,vn200,VNINS,-80.251,-5.357,-1.092,,,,,,,,,,364.276257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000364.276257,0000,0080,-080.251,-005.357,-001.092,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*59"
72,2.8800601940000092,vn200,VNINS,-80.252,-5.358,-1.092,,,,,,,,,,364.301257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000364.301257,0000,0080,-080.252,-005.358,-001.092,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*54"
73,2.9200541469999735,vn200,VNINS,-80.252,-5.358,-1.092,,,,,,,,,,364.326257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000364.326257,0000,8080,-080.252,-005.358,-001.092,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*59"
74,2.960060397999996,vn200,VNINS,-80.252,-5.358,-1.092,,,,,,,,,,364.351257,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000364.351257,0000,8080,-080.252,-005.358,-001.092,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*59"
75,3.0000579069999844,vn200,VNINS,-80.252,-5.357,-1.093,,,,,,,,,,364.376257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000364.376257,0000,0080,-080.252,-005.357,-001.093,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5A"
76,3.0400608059999854,vn200,VNINS,-80.253,-5.357,-1.093,,,,,,,,,,364.401257,0000,0080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000364.401257,0000,0080,-080.253,-005.357,-001.093,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5C"
77,3.080058815999962,vn200,VNINS,-80.253,-5.357,-1.093,,,,,,,,,,364.426256,0000,8080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000364.426256,0000,8080,-080.253,-005.357,-001.093,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*50"
78,3.120053731999974,vn200,VNINS,-80.241,-5.359,-1.094,,,,,,,,,,365.576257,0000,6080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000365.576257,0000,6080,-080.241,-005.359,-001.094,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*50"
79,3.1600658539999813,vn200,VNINS,-80.242,-5.36,-1.093,,,,,,,,,,365.601257,0000,D880,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000365.601257,0000,D880,-080.242,-005.360,-001.093,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*27"
80,3.2000635669999724,vn200,VNINS,-80.241,-5.36,-1.094,,,,,,,,,,365.626257,0000,D880,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000365.626257,0000,D880,-080.241,-005.360,-001.094,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*26"
81,3.2400600209999766,vn200,VNINS,-80.24,-5.359,-1.093,,,,,,,,,,365.651257,0000,0880,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000365.651257,0000,0880,-080.240,-005.359,-001.093,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*5E"
82,3.2800585859999956,vn200,VNINS,-80.239,-5.359,-1.094,,,,,,,,,,365.676257,0000,0880,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000365.676257,0000,0880,-080.239,-005.359,-001.094,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*52"
83,3.320050594999998,vn200,VNINS,-80.239,-5.36,-1.093,,,,,,,,,,365.701257,0000,B080,0.0,0.0,0.0,0.0,0.0,0.0,"$VNINS,000365.701257,0000,B080,-080.239,-005.360,-001.093,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,99.99,99.99,9.999*24"
