sample,time_s,sensor,message_type,yaw_deg,pitch_deg,roll_deg,mag_x_gauss,mag_y_gauss,mag_z_gauss,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_radps,gyro_y_radps,gyro_z_radps,gps_time_s,gps_week,ins_status,latitude_deg,longitude_deg,altitude_m,vel_n_mps,vel_e_mps,vel_d_mps,raw_message
422,16.880057420999947,vn200,VNYMR,-83.471,6.615,0.078,0.026,0.0538,0.2636,1.11,-0.021,-9.547,0.000902,0.000295,-0.000123,,,,,,,,,,"$VNYMR,-083.471,+006.615,+000.078,+00.0260,+00.0538,+00.2636,+01.110,-00.021,-09.547,+00.000902,+00.000295,-00.000123*6F"
423,16.920056990000376,vn200,VNYMR,-83.473,6.618,0.077,0.0255,0.0548,0.2646,1.111,-0.027,-9.537,-0.000101,-0.000995,0.000216,,,,,,,,,,"$VNYMR,-083.473,+006.618,+000.077,+00.0255,+00.0548,+00.2646,+01.111,-00.027,-09.537,-00.000101,-00.000995,+00.000216*6A"
424,16.960068318001504,vn200,VNYMR,-83.473,6.616,0.076,0.0258,0.0548,0.2646,1.084,0.012,-9.519,0.000129,-0.000171,0.000102,,,,,,,,,,"$VNYMR,-083.473,+006.616,+000.076,+00.0258,+00.0548,+00.2646,+01.084,+00.012,-09.519,+00.000129,-00.000171,+00.000102*61"
425,17.00005935000081,vn200,VNYMR,-83.472,6.617,0.076,0.0251,0.0538,0.2626,1.145,-0.008,-9.527,-1.9e-05,0.00055,-0.000151,,,,,,,,,,"$VNYMR,-083.472,+006.617,+000.076,+00.0251,+00.0538,+00.2626,+01.145,-00.008,-09.527,-00.000019,+00.000550,-00.000151*60"
426,17.040056548999928,vn200,VNYMR,-83.472,6.618,0.076,0.0267,0.0538,0.2617,1.084,-0.019,-9.55,-0.000365,-0.000432,-0.000796,,,,,,,,,,"$VNYMR,-083.472,+006.618,+000.076,+00.0267,+00.0538,+00.2617,+01.084,-00.019,-09.550,-00.000365,-00.000432,-00.000796*62"
427,17.080056525001055,vn200,VNYMR,-83.473,6.618,0.075,0.0258,0.0555,0.2634,1.085,-0.004,-9.501,-0.000452,0.000721,-0.000506,,,,,,,,,,"$VNYMR,-083.473,+006.618,+000.075,+00.0258,+00.0555,+00.2634,+01.085,-00.004,-09.501,-00.000452,+00.000721,-00.000506*60"
428,17.120058780001273,vn200,VNYMR,-83.474,6.617,0.076,0.0262,0.0546,0.2622,1.096,-0.005,-9.571,-0.000706,-0.000502,-0.001357,,,,,,,,,,"$VNYMR,-083.474,+006.617,+000.076,+00.0262,+00.0546,+00.2622,+01.096,-00.005,-09.571,-00.000706,-00.000502,-00.001357*67"
429,17.160056755999904,vn200,VNYMR,-83.474,6.616,0.078,0.0265,0.056,0.2631,1.106,-0.005,-9.54,2.9e-05,-0.00025,-0.001391,,,,,,,,,,"$VNYMR,-083.474,+006.616,+000.078,+00.0265,+00.0560,+00.2631,+01.106,-00.005,-09.540,+00.000029,-00.000250,-00.001391*65"
430,17.200060807001137,vn200,VNYMR,-83.475,6.616,0.077,0.0262,0.055,0.2636,1.106,0.002,-9.563,-0.000927,-0.001665,0.000499,,,,,,,,,,"$VNYMR,-083.475,+006.616,+000.077,+00.0262,+00.0550,+00.2636,+01.106,+00.002,-09.563,-00.000927,-00.001665,+00.000499*62"
431,17.240058024000973,vn200,VNYMR,-83.476,6.617,0.078,0.0262,0.0533,0.2646,1.118,-0.007,-9.582,0.000365,-0.000255,-0.001663,,,,,,,,,,"$VNYMR,-083.476,+006.617,+000.078,+00.0262,+00.0533,+00.2646,+01.118,-00.007,-09.582,+00.000365,-00.000255,-00.001663*62"
432,17.280056111001613,vn200,VNYMR,-83.476,6.617,0.077,0.0251,0.0536,0.2622,1.113,-0.0,-9.526,-0.000504,0.000726,0.000257,,,,,,,,,,"$VNYMR,-083.476,+006.617,+000.077,+00.0251,+00.0536,+00.2622,+01.113,-00.000,-09.526,-00.000504,+00.000726,+00.000257*6C"
433,17.320056403001217,vn200,VNYMR,-83.476,6.617,0.076,0.0255,0.0548,0.2643,1.118,-0.02,-9.543,-0.000608,-0.00032,0.001321,,,,,,,,,,"$VNYMR,-083.476,+006.617,+000.076,+00.0255,+00.0548,+00.2643,+01.118,-00.020,-09.543,-00.000608,-00.000320,+00.001321*67"
434,17.360055731000102,vn200,VNYMR,-83.477,6.615,0.076,0.0248,0.0536,0.2634,1.103,-0.02,-9.545,-0.000555,-4e-05,0.001114,,,,,,,,,,"$VNYMR,-083.477,+006.615,+000.076,+00.0248,+00.0536,+00.2634,+01.103,-00.020,-09.545,-00.000555,-00.000040,+00.001114*67"
435,17.40005578199998,vn200,VNYMR,-83.479,6.615,0.075,0.0253,0.0558,0.2622,1.143,-0.008,-9.507,-0.000522,-5.8e-05,-0.000254,,,,,,,,,,"$VNYMR,-083.479,+006.615,+000.075,+00.0253,+00.0558,+00.2622,+01.143,-00.008,-09.507,-00.000522,-00.000058,-00.000254*6E"
436,17.440055647000918,vn200,VNYMR,-83.479,6.616,0.074,0.0255,0.0548,0.2629,1.113,-0.025,-9.541,-0.000753,0.000696,9e-05,,,,,,,,,,"$VNYMR,-083.479,+006.616,+000.074,+00.0255,+00.0548,+00.2629,+01.113,-00.025,-09.541,-00.000753,+00.000696,+00.000090*62"
437,17.480056383001283,vn200,VNYMR,-83.48,6.615,0.075,0.026,0.0533,0.265,1.103,-0.021,-9.565,5.4e-05,-7e-05,0.000218,,,,,,,,,,"$VNYMR,-083.480,+006.615,+000.075,+00.0260,+00.0533,+00.2650,+01.103,-00.021,-09.565,+00.000054,-00.000070,+00.000218*6D"
438,17.520056174000274,vn200,VNYMR,-83.48,6.615,0.075,0.025,0.0524,0.2629,1.107,-0.023,-9.502,-0.001145,-3.3e-05,-0.000249,,,,,,,,,,"$VNYMR,-083.480,+006.615,+000.075,+00.0250,+00.0524,+00.2629,+01.107,-00.023,-09.502,-00.001145,-00.000033,-00.000249*62"
439,17.560056151000026,vn200,VNYMR,-83.478,6.616,0.076,0.0251,0.0541,0.2629,1.105,-0.024,-9.534,0.000384,0.002015,-0.00043,,,,,,,,,,"$VNYMR,-083.478,+006.616,+000.076,+00.0251,+00.0541,+00.2629,+01.105,-00.024,-09.534,+00.000384,+00.002015,-00.000430*67"
440,17.6000555720002,vn200,VNYMR,-83.477,6.616,0.078,0.0262,0.0533,0.2626,1.094,-0.018,-9.537,0.001182,0.000175,-0.000141,,,,,,,,,,"$VNYMR,-083.477,+006.616,+000.078,+00.0262,+00.0533,+00.2626,+01.094,-00.018,-09.537,+00.001182,+00.000175,-00.000141*6A"
441,17.640056232999996,vn200,VNYMR,-83.476,6.617,0.076,0.026,0.0531,0.2629,1.104,-0.028,-9.54,-0.001185,0.001047,-0.000185,,,,,,,,,,"$VNYMR,-083.476,+006.617,+000.076,+00.0260,+00.0531,+00.2629,+01.104,-00.028,-09.540,-00.001185,+00.001047,-00.000185*68"
442,17.680058599000404,vn200,VNYMR,-83.475,6.617,0.076,0.0258,0.0543,0.2638,1.105,-0.008,-9.498,0.000193,0.000723,0.000177,,,,,,,,,,"$VNYMR,-083.475,+006.617,+000.076,+00.0258,+00.0543,+00.2638,+01.105,-00.008,-09.498,+00.000193,+00.000723,+00.000177*6D"
443,17.720055835001403,vn200,VNYMR,-83.476,6.617,0.075,0.0253,0.0541,0.2657,1.113,-0.007,-9.513,0.00012,-0.000128,-0.000345,,,,,,,,,,"$VNYMR,-083.476,+006.617,+000.075,+00.0253,+00.0541,+00.2657,+01.113,-00.007,-09.513,+00.000120,-00.000128,-00.000345*61"
444,17.760056181001346,vn200,VNYMR,-83.477,6.619,0.076,0.0262,0.0541,0.2617,1.097,-0.005,-9.535,-0.001181,0.000609,-0.002046,,,,,,,,,,"$VNYMR,-083.477,+006.619,+000.076,+00.0262,+00.0541,+00.2617,+01.097,-00.005,-09.535,-00.001181,+00.000609,-00.002046*6C"
445,17.800055454001267,vn200,VNYMR,-83.477,6.619,0.075,0.026,0.0541,0.2653,1.125,-0.032,-9.543,-0.001155,0.000101,0.000642,,,,,,,,,,"$VNYMR,-083.477,+006.619,+000.075,+00.0260,+00.0541,+00.2653,+01.125,-00.032,-09.543,-00.001155,+00.000101,+00.000642*60"
446,17.84005941200121,vn200,VNYMR,-83.476,6.618,0.077,0.0255,0.0531,0.2619,1.098,-0.028,-9.526,-0.000366,5e-06,0.000602,,,,,,,,,,"$VNYMR,-083.476,+006.618,+000.077,+00.0255,+00.0531,+00.2619,+01.098,-00.028,-09.526,-00.000366,+00.000005,+00.000602*60"
447,17.880057389000285,vn200,VNYMR,-83.476,6.619,0.078,0.0269,0.0536,0.2641,1.089,-0.007,-9.507,-0.000821,-0.000139,4.5e-05,,,,,,,,,,"$VNYMR,-083.476,+006.619,+000.078,+00.0269,+00.0536,+00.2641,+01.089,-00.007,-09.507,-00.000821,-00.000139,+00.000045*60"
448,17.92005588400025,vn200,VNYMR,-83.478,6.618,0.077,0.025,0.0533,0.2648,1.099,0.001,-9.521,-0.000197,-0.000447,-0.000434,,,,,,,,,,"$VNYMR,-083.478,+006.618,+000.077,+00.0250,+00.0533,+00.2648,+01.099,+00.001,-09.521,-00.000197,-00.000447,-00.000434*6F"
449,17.96005578600125,vn200,VNYMR,-83.479,6.618,0.078,0.0255,0.0543,0.2643,1.1,-0.026,-9.556,-0.000703,-0.000407,0.000168,,,,,,,,,,"$VNYMR,-083.479,+006.618,+000.078,+00.0255,+00.0543,+00.2643,+01.100,-00.026,-09.556,-00.000703,-00.000407,+00.000168*6F"
450,18.000055800001064,vn200,VNYMR,-83.48,6.617,0.078,0.0255,0.0541,0.261,1.094,0.01,-9.52,-6.3e-05,0.000352,-0.00074,,,,,,,,,,"$VNYMR,-083.480,+006.617,+000.078,+00.0255,+00.0541,+00.2610,+01.094,+00.010,-09.520,-00.000063,+00.000352,-00.000740*66"
451,18.040056813000774,vn200,VNYMR,-83.483,6.618,0.078,0.0262,0.0541,0.2658,1.121,-0.011,-9.545,-0.000561,-7e-05,-0.00041,,,,,,,,,,"$VNYMR,-083.483,+006.618,+000.078,+00.0262,+00.0541,+00.2658,+01.121,-00.011,-09.545,-00.000561,-00.000070,-00.000410*6D"
452,18.08005582700025,vn200,VNYMR,-83.483,6.618,0.077,0.026,0.0533,0.2648,1.108,-0.01,-9.535,-9e-05,-0.000111,-0.000331,,,,,,,,,,"$VNYMR,-083.483,+006.618,+000.077,+00.0260,+00.0533,+00.2648,+01.108,-00.010,-09.535,-00.000090,-00.000111,-00.000331*60"
453,18.120055859000786,vn200,VNYMR,-83.483,6.62,0.077,0.0258,0.0543,0.2636,1.107,-0.018,-9.493,-0.000343,0.001557,-0.000406,,,,,,,,,,"$VNYMR,-083.483,+006.620,+000.077,+00.0258,+00.0543,+00.2636,+01.107,-00.018,-09.493,-00.000343,+00.001557,-00.000406*6B"
454,18.160055743001067,vn200,VNYMR,-83.484,6.619,0.078,0.0262,0.0529,0.2648,1.113,-0.045,-9.515,0.000531,0.000722,0.000185,,,,,,,,,,"$VNYMR,-083.484,+006.619,+000.078,+00.0262,+00.0529,+00.2648,+01.113,-00.045,-09.515,+00.000531,+00.000722,+00.000185*6B"
455,18.200059775001137,vn200,VNYMR,-83.484,6.619,0.08,0.025,0.0526,0.2638,1.088,-0.043,-9.541,0.001324,-1.2e-05,-0.000605,,,,,,,,,,"$VNYMR,-083.484,+006.619,+000.080,+00.0250,+00.0526,+00.2638,+01.088,-00.043,-09.541,+00.001324,-00.000012,-00.000605*69"
456,18.240058215000317,vn200,VNYMR,-83.484,6.617,0.081,0.0255,0.0538,0.2643,1.101,-0.005,-9.536,0.000269,-0.000543,-0.000247,,,,,,,,,,"$VNYMR,-083.484,+006.617,+000.081,+00.0255,+00.0538,+00.2643,+01.101,-00.005,-09.536,+00.000269,-00.000543,-00.000247*68"
457,18.28005578400007,vn200,VNYMR,-83.485,6.617,0.081,0.0253,0.0543,0.2629,1.112,0.003,-9.566,0.000215,2.9e-05,0.000892,,,,,,,,,,"$VNYMR,-083.485,+006.617,+000.081,+00.0253,+00.0543,+00.2629,+01.112,+00.003,-09.566,+00.000215,+00.000029,+00.000892*68"
458,18.32005859400124,vn200,VNYMR,-83.486,6.616,0.08,0.0255,0.0531,0.2624,1.102,-0.022,-9.501,0.000315,-0.000315,-0.00113,,,,,,,,,,"$VNYMR,-083.486,+006.616,+000.080,+00.0255,+00.0531,+00.2624,+01.102,-00.022,-09.501,+00.000315,-00.000315,-00.001130*6D"
459,18.360058792000927,vn200,VNYMR,-83.486,6.615,0.08,0.026,0.0526,0.2641,1.115,-0.01,-9.559,-0.000277,-0.000766,-3.2e-05,,,,,,,,,,"$VNYMR,-083.486,+006.615,+000.080,+00.0260,+00.0526,+00.2641,+01.115,-00.010,-09.559,-00.000277,-00.000766,-00.000032*66"
460,18.40005723200011,vn200,VNYMR,-83.489,6.613,0.079,0.0253,0.0531,0.2638,1.092,-0.013,-9.576,-0.000664,0.000179,-0.000882,,,,,,,,,,"$VNYMR,-083.489,+006.613,+000.079,+00.0253,+00.0531,+00.2638,+01.092,-00.013,-09.576,-00.000664,+00.000179,-00.000882*6A"
461,18.440058208001574,vn200,VNYMR,-83.489,6.613,0.078,0.026,0.0529,0.2619,1.112,-0.003,-9.511,0.000425,-0.000756,-0.000926,,,,,,,,,,"$VNYMR,-083.489,+006.613,+000.078,+00.0260,+00.0529,+00.2619,+01.112,-00.003,-09.511,+00.000425,-00.000756,-00.000926*6B"
462,18.480058167000607,vn200,VNYMR,-83.49,6.612,0.078,0.0265,0.0553,0.2631,1.09,-0.002,-9.54,0.000179,-0.001049,0.000293,,,,,,,,,,"$VNYMR,-083.490,+006.612,+000.078,+00.0265,+00.0553,+00.2631,+01.090,-00.002,-09.540,+00.000179,-00.001049,+00.000293*69"
463,18.52005699500114,vn200,VNYMR,-83.491,6.613,0.075,0.0258,0.0555,0.2634,1.096,0.02,-9.554,-0.000171,-0.000196,-0.000118,,,,,,,,,,"$VNYMR,-083.491,+006.613,+000.075,+00.0258,+00.0555,+00.2634,+01.096,+00.020,-09.554,-00.000171,-00.000196,-00.000118*66"
464,18.560054972000216,vn200,VNYMR,-83.491,6.611,0.074,0.0253,0.0541,0.2624,1.069,0.026,-9.538,0.000125,-0.000171,0.000401,,,,,,,,,,"$VNYMR,-083.491,+006.611,+000.074,+00.0253,+00.0541,+00.2624,+01.069,+00.026,-09.538,+00.000125,-00.000171,+00.000401*63"
465,18.600056596000286,vn200,VNYMR,-83.493,6.612,0.074,0.0248,0.0553,0.2631,1.101,-0.028,-9.537,-0.000911,0.000499,8e-06,,,,,,,,,,"$VNYMR,-083.493,+006.612,+000.074,+00.0248,+00.0553,+00.2631,+01.101,-00.028,-09.537,-00.000911,+00.000499,+00.000008*66"
466,18.640058147000673,vn200,VNYMR,-83.494,6.613,0.073,0.0251,0.0553,0.2626,1.108,0.029,-9.536,0.000791,0.000389,-0.001518,,,,,,,,,,"$VNYMR,-083.494,+006.613,+000.073,+00.0251,+00.0553,+00.2626,+01.108,+00.029,-09.536,+00.000791,+00.000389,-00.001518*63"
467,18.680060975000742,vn200,VNYMR,-83.495,6.613,0.073,0.0265,0.0543,0.2631,1.111,-0.009,-9.55,-0.000473,-0.000207,-0.000265,,,,,,,,,,"$VNYMR,-083.495,+006.613,+000.073,+00.0265,+00.0543,+00.2631,+01.111,-00.009,-09.550,-00.000473,-00.000207,-00.000265*6A"
468,18.72005789600007,vn200,VNYMR,-83.496,6.613,0.072,0.0258,0.0546,0.2626,1.106,0.025,-9.525,-2.6e-05,2.2e-05,-0.000179,,,,,,,,,,"$VNYMR,-083.496,+006.613,+000.072,+00.0258,+00.0546,+00.2626,+01.106,+00.025,-09.525,-00.000026,+00.000022,-00.000179*60"
469,18.76005735400031,vn200,VNYMR,-83.498,6.613,0.072,0.0255,0.0555,0.2641,1.105,-0.015,-9.549,-0.000292,0.000409,-0.000799,,,,,,,,,,"$VNYMR,-083.498,+006.613,+000.072,+00.0255,+00.0555,+00.2641,+01.105,-00.015,-09.549,-00.000292,+00.000409,-00.000799*64"
470,18.800056830999893,vn200,VNYMR,-83.5,6.615,0.071,0.0264,0.0534,0.2643,1.108,-0.021,-9.571,0.000961,-0.000173,-0.000761,,,,,,,,,,"$VNYMR,-083.500,+006.615,+000.071,+00.0264,+00.0534,+00.2643,+01.108,-00.021,-09.571,+00.000961,-00.000173,-00.000761*6F"
471,18.840055659000427,vn200,VNYMR,-83.501,6.614,0.071,0.0251,0.0543,0.2626,1.099,0.005,-9.539,-3.9e-05,-0.000611,0.000715,,,,,,,,,,"$VNYMR,-083.501,+006.614,+000.071,+00.0251,+00.0543,+00.2626,+01.099,+00.005,-09.539,-00.000039,-00.000611,+00.000715*6B"
472,18.880057914000645,vn200,VNYMR,-83.503,6.614,0.071,0.0253,0.0545,0.2626,1.128,0.0,-9.545,0.000159,0.000711,-0.000241,,,,,,,,,,"$VNYMR,-083.503,+006.614,+000.071,+00.0253,+00.0545,+00.2626,+01.128,+00.000,-09.545,+00.000159,+00.000711,-00.000241*6C"
473,18.92005733500082,vn200,VNYMR,-83.502,6.613,0.07,0.0255,0.0541,0.2634,1.094,-0.008,-9.553,2.8e-05,-0.000343,0.001053,,,,,,,,,,"$VNYMR,-083.502,+006.613,+000.070,+00.0255,+00.0541,+00.2634,+01.094,-00.008,-09.553,+00.000028,-00.000343,+00.001053*61"
474,18.960057367001355,vn200,VNYMR,-83.504,6.614,0.071,0.0258,0.0543,0.2636,1.104,-0.004,-9.555,0.000912,5.7e-05,-0.000528,,,,,,,,,,"$VNYMR,-083.504,+006.614,+000.071,+00.0258,+00.0543,+00.2636,+01.104,-00.004,-09.555,+00.000912,+00.000057,-00.000528*60"
475,19.00005801000043,vn200,VNYMR,-83.506,6.614,0.07,0.026,0.0548,0.2641,1.115,0.007,-9.526,0.000177,0.000683,0.000652,,,,,,,,,,"$VNYMR,-083.506,+006.614,+000.070,+00.0260,+00.0548,+00.2641,+01.115,+00.007,-09.526,+00.000177,+00.000683,+00.000652*6E"
476,19.040056987001662,vn200,VNYMR,-83.505,6.615,0.071,0.0255,0.0538,0.2646,1.104,-0.011,-9.515,-3e-06,-0.000688,0.000418,,,,,,,,,,"$VNYMR,-083.505,+006.615,+000.071,+00.0255,+00.0538,+00.2646,+01.104,-00.011,-09.515,-00.000003,-00.000688,+00.000418*6F"
477,19.08005796300131,vn200,VNYMR,-83.505,6.615,0.07,0.0262,0.0536,0.2641,1.146,-0.012,-9.519,0.000564,-0.00084,-0.000626,,,,,,,,,,"$VNYMR,-083.505,+006.615,+000.070,+00.0262,+00.0536,+00.2641,+01.146,-00.012,-09.519,+00.000564,-00.000840,-00.000626*6B"
478,19.12005710700032,vn200,VNYMR,-83.505,6.614,0.072,0.0262,0.0541,0.2648,1.105,0.001,-9.544,-0.000916,-0.000486,-0.000423,,,,,,,,,,"$VNYMR,-083.505,+006.614,+000.072,+00.0262,+00.0541,+00.2648,+01.105,+00.001,-09.544,-00.000916,-00.000486,-00.000423*64"
479,19.16005769399999,vn200,VNYMR,-83.506,6.615,0.071,0.0274,0.0553,0.2634,1.095,0.005,-9.573,-0.000692,4.5e-05,-0.000271,,,,,,,,,,"$VNYMR,-083.506,+006.615,+000.071,+00.0274,+00.0553,+00.2634,+01.095,+00.005,-09.573,-00.000692,+00.000045,-00.000271*6D"
480,19.200059449000037,vn200,VNYMR,-83.507,6.615,0.071,0.026,0.0546,0.2626,1.104,-0.029,-9.534,0.000547,-0.000462,-0.000468,,,,,,,,,,"$VNYMR,-083.507,+006.615,+000.071,+00.0260,+00.0546,+00.2626,+01.104,-00.029,-09.534,+00.000547,-00.000462,-00.000468*68"
481,19.240058147001037,vn200,VNYMR,-83.506,6.616,0.072,0.026,0.0533,0.2638,1.12,-0.001,-9.522,0.001261,0.001641,-0.001301,,,,,,,,,,"$VNYMR,-083.506,+006.616,+000.072,+00.0260,+00.0533,+00.2638,+01.120,-00.001,-09.522,+00.001261,+00.001641,-00.001301*60"
482,19.280057309000767,vn200,VNYMR,-83.506,6.616,0.071,0.0262,0.0548,0.2629,1.102,-0.005,-9.534,-5.2e-05,0.000445,-0.000399,,,,,,,,,,"$VNYMR,-083.506,+006.616,+000.071,+00.0262,+00.0548,+00.2629,+01.102,-00.005,-09.534,-00.000052,+00.000445,-00.000399*6C"
483,19.320057934000943,vn200,VNYMR,-83.508,6.617,0.07,0.0258,0.0538,0.2631,1.102,-0.016,-9.554,0.000115,-0.000275,0.000263,,,,,,,,,,"$VNYMR,-083.508,+006.617,+000.070,+00.0258,+00.0538,+00.2631,+01.102,-00.016,-09.554,+00.000115,-00.000275,+00.000263*64"
484,19.360057800000504,vn200,VNYMR,-83.508,6.617,0.071,0.0248,0.0543,0.2629,1.094,-0.005,-9.543,-0.000625,-0.0003,0.000573,,,,,,,,,,"$VNYMR,-083.508,+006.617,+000.071,+00.0248,+00.0543,+00.2629,+01.094,-00.005,-09.543,-00.000625,-00.000300,+00.000573*6C"
485,19.4000572390014,vn200,VNYMR,-83.509,6.617,0.071,0.0255,0.0541,0.2655,1.089,-0.002,-9.515,-0.000435,-0.00022,0.000225,,,,,,,,,,"$VNYMR,-083.509,+006.617,+000.071,+00.0255,+00.0541,+00.2655,+01.089,-00.002,-09.515,-00.000435,-00.000220,+00.000225*64"
486,19.44005710500096,vn200,VNYMR,-83.51,6.618,0.073,0.0257,0.0536,0.265,1.107,-0.02,-9.533,-0.000125,-0.000452,-0.0006,,,,,,,,,,"$VNYMR,-083.510,+006.618,+000.073,+00.0257,+00.0536,+00.2650,+01.107,-00.020,-09.533,-00.000125,-00.000452,-00.000600*67"
487,19.480054785000902,vn200,VNYMR,-83.51,6.618,0.072,0.0253,0.0533,0.2624,1.121,-0.023,-9.584,-0.000197,-0.00094,0.000729,,,,,,,,,,"$VNYMR,-083.510,+006.618,+000.072,+00.0253,+00.0533,+00.2624,+01.121,-00.023,-09.584,-00.000197,-00.000940,+00.000729*64"
488,19.520057725001607,vn200,VNYMR,-83.51,6.62,0.071,0.0264,0.0536,0.2643,1.095,-0.028,-9.51,0.00115,-8e-05,0.000267,,,,,,,,,,"$VNYMR,-083.510,+006.620,+000.071,+00.0264,+00.0536,+00.2643,+01.095,-00.028,-09.510,+00.001150,-00.000080,+00.000267*62"
489,19.56005749799988,vn200,VNYMR,-83.51,6.62,0.071,0.0253,0.0533,0.2638,1.106,0.006,-9.539,-0.000408,0.000185,-0.00059,,,,,,,,,,"$VNYMR,-083.510,+006.620,+000.071,+00.0253,+00.0533,+00.2638,+01.106,+00.006,-09.539,-00.000408,+00.000185,-00.000590*61"
490,19.600056141000096,vn200,VNYMR,-83.509,6.619,0.071,0.0255,0.0541,0.2643,1.108,-0.05,-9.561,0.000721,-0.000724,0.001119,,,,,,,,,,"$VNYMR,-083.509,+006.619,+000.071,+00.0255,+00.0541,+00.2643,+01.108,-00.050,-09.561,+00.000721,-00.000724,+00.001119*6D"
491,19.64005889500004,vn200,VNYMR,-83.51,6.618,0.072,0.0258,0.0543,0.2638,1.111,-0.023,-9.548,0.000791,2.1e-05,0.000425,,,,,,,,,,"$VNYMR,-083.510,+006.618,+000.072,+00.0258,+00.0543,+00.2638,+01.111,-00.023,-09.548,+00.000791,+00.000021,+00.000425*67"
492,19.680055890001313,vn200,VNYMR,-83.508,6.618,0.072,0.0255,0.0548,0.2636,1.112,-0.035,-9.536,-0.000835,-0.000345,7.6e-05,,,,,,,,,,"$VNYMR,-083.508,+006.618,+000.072,+00.0255,+00.0548,+00.2636,+01.112,-00.035,-09.536,-00.000835,-00.000345,+00.000076*69"
493,19.720056404001298,vn200,VNYMR,-83.509,6.618,0.07,0.0255,0.055,0.2645,1.11,-0.005,-9.545,-0.000725,0.00057,0.000652,,,,,,,,,,"$VNYMR,-083.509,+006.618,+000.070,+00.0255,+00.0550,+00.2645,+01.110,-00.005,-09.545,-00.000725,+00.000570,+00.000652*6A"
494,19.760056344000986,vn200,VNYMR,-83.508,6.619,0.07,0.0253,0.0545,0.2626,1.097,-0.025,-9.572,0.000153,-0.001663,-3.5e-05,,,,,,,,,,"$VNYMR,-083.508,+006.619,+000.070,+00.0253,+00.0545,+00.2626,+01.097,-00.025,-09.572,+00.000153,-00.001663,-00.000035*63"
495,19.800056431000485,vn200,VNYMR,-83.51,6.619,0.071,0.025,0.0533,0.2626,1.094,-0.017,-9.575,-0.000267,-0.001089,-0.00014,,,,,,,,,,"$VNYMR,-083.510,+006.619,+000.071,+00.0250,+00.0533,+00.2626,+01.094,-00.017,-09.575,-00.000267,-00.001089,-00.000140*6F"
496,19.8400564270014,vn200,VNYMR,-83.509,6.619,0.071,0.0262,0.0541,0.2626,1.106,-0.002,-9.52,0.000355,-6.8e-05,-0.000352,,,,,,,,,,"$VNYMR,-083.509,+006.619,+000.071,+00.0262,+00.0541,+00.2626,+01.106,-00.002,-09.520,+00.000355,-00.000068,-00.000352*64"
497,19.880056366000645,vn200,VNYMR,-83.509,6.62,0.068,0.0253,0.0538,0.2636,1.12,-0.01,-9.513,0.000107,0.000119,-0.000699,,,,,,,,,,"$VNYMR,-083.509,+006.620,+000.068,+00.0253,+00.0538,+00.2636,+01.120,-00.010,-09.513,+00.000107,+00.000119,-00.000699*6A"
498,19.92005554700154,vn200,VNYMR,-83.51,6.621,0.068,0.0253,0.0555,0.2626,1.111,-0.035,-9.547,-0.000249,-0.000555,-0.000838,,,,,,,,,,"$VNYMR,-083.510,+006.621,+000.068,+00.0253,+00.0555,+00.2626,+01.111,-00.035,-09.547,-00.000249,-00.000555,-00.000838*6D"
499,19.960056079000424,vn200,VNYMR,-83.511,6.62,0.069,0.026,0.0529,0.2641,1.11,-0.023,-9.558,-0.000457,0.000537,0.000333,,,,,,,,,,"$VNYMR,-083.511,+006.620,+000.069,+00.0260,+00.0529,+00.2641,+01.110,-00.023,-09.558,-00.000457,+00.000537,+00.000333*63"
