sample,time_s,sensor,message_type,yaw_deg,pitch_deg,roll_deg,mag_x_gauss,mag_y_gauss,mag_z_gauss,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_radps,gyro_y_radps,gyro_z_radps,gps_time_s,gps_week,ins_status,latitude_deg,longitude_deg,altitude_m,vel_n_mps,vel_e_mps,vel_d_mps,raw_message
166,6.640055649000715,vn200,VNYMR,-83.449,6.618,0.074,0.0262,0.0538,0.2629,1.123,-0.011,-9.52,-0.000667,0.001017,-0.000197,,,,,,,,,,"$VNYMR,-083.449,+006.618,+000.074,+00.0262,+00.0538,+00.2629,+01.123,-00.011,-09.520,-00.000667,+00.001017,-00.000197*67"
167,6.680058032001398,vn200,VNYMR,-83.45,6.618,0.075,0.0255,0.0541,0.2653,1.12,-0.026,-9.537,0.000562,-0.00027,-0.000472,,,,,,,,,,"$VNYMR,-083.450,+006.618,+000.075,+00.0255,+00.0541,+00.2653,+01.120,-00.026,-09.537,+00.000562,-00.000270,-00.000472*62"
168,6.720056064001255,vn200,VNYMR,-83.449,6.617,0.075,0.0265,0.0558,0.2643,1.104,-0.016,-9.57,-0.000849,-0.000467,-0.001326,,,,,,,,,,"$VNYMR,-083.449,+006.617,+000.075,+00.0265,+00.0558,+00.2643,+01.104,-00.016,-09.570,-00.000849,-00.000467,-00.001326*6C"
169,6.760058095000204,vn200,VNYMR,-83.45,6.619,0.075,0.0258,0.0543,0.2619,1.105,-0.011,-9.534,-0.000569,0.001132,0.000492,,,,,,,,,,"$VNYMR,-083.450,+006.619,+000.075,+00.0258,+00.0543,+00.2619,+01.105,-00.011,-09.534,-00.000569,+00.001132,+00.000492*65"
170,6.800056145000781,vn200,VNYMR,-83.452,6.621,0.075,0.0264,0.0541,0.2648,1.112,-0.032,-9.527,0.001183,-0.000827,-0.001058,,,,,,,,,,"$VNYMR,-083.452,+006.621,+000.075,+00.0264,+00.0541,+00.2648,+01.112,-00.032,-09.527,+00.001183,-00.000827,-00.001058*68"
171,6.840058936000787,vn200,VNYMR,-83.452,6.622,0.074,0.0255,0.0553,0.2634,1.109,0.01,-9.558,-0.000463,-0.000505,0.000504,,,,,,,,,,"$VNYMR,-083.452,+006.622,+000.074,+00.0255,+00.0553,+00.2634,+01.109,+00.010,-09.558,-00.000463,-00.000505,+00.000504*6E"
172,6.880056578000222,vn200,VNYMR,-83.452,6.621,0.074,0.0264,0.0548,0.2674,1.087,-0.018,-9.503,0.001029,0.000478,-2.4e-05,,,,,,,,,,"$VNYMR,-083.452,+006.621,+000.074,+00.0264,+00.0548,+00.2674,+01.087,-00.018,-09.503,+00.001029,+00.000478,-00.000024*67"
173,6.920058016999974,vn200,VNYMR,-83.453,6.619,0.075,0.0265,0.0536,0.2626,1.099,-0.018,-9.543,-0.00098,-0.000932,0.001176,,,,,,,,,,"$VNYMR,-083.453,+006.619,+000.075,+00.0265,+00.0536,+00.2626,+01.099,-00.018,-09.543,-00.000980,-00.000932,+00.001176*61"
174,6.9600570860002335,vn200,VNYMR,-83.454,6.619,0.076,0.025,0.0541,0.2641,1.116,-0.011,-9.538,0.000877,0.000867,0.000509,,,,,,,,,,"$VNYMR,-083.454,+006.619,+000.076,+00.0250,+00.0541,+00.2641,+01.116,-00.011,-09.538,+00.000877,+00.000867,+00.000509*64"
175,7.000057839000874,vn200,VNYMR,-83.455,6.62,0.076,0.025,0.0536,0.2634,1.1,0.002,-9.518,0.000276,-0.000145,0.000427,,,,,,,,,,"$VNYMR,-083.455,+006.620,+000.076,+00.0250,+00.0536,+00.2634,+01.100,+00.002,-09.518,+00.000276,-00.000145,+00.000427*65"
176,7.040058426000542,vn200,VNYMR,-83.455,6.62,0.077,0.0255,0.0529,0.2653,1.088,-0.01,-9.536,0.000189,-0.000251,0.000562,,,,,,,,,,"$VNYMR,-083.455,+006.620,+000.077,+00.0255,+00.0529,+00.2653,+01.088,-00.010,-09.536,+00.000189,-00.000251,+00.000562*63"
177,7.080057810000653,vn200,VNYMR,-83.455,6.621,0.076,0.0253,0.0531,0.2631,1.125,-0.005,-9.558,0.000454,-0.000104,0.000758,,,,,,,,,,"$VNYMR,-083.455,+006.621,+000.076,+00.0253,+00.0531,+00.2631,+01.125,-00.005,-09.558,+00.000454,-00.000104,+00.000758*6F"
178,7.120057878000807,vn200,VNYMR,-83.455,6.621,0.076,0.0262,0.0558,0.2641,1.082,-0.02,-9.522,0.000929,0.000945,-0.000555,,,,,,,,,,"$VNYMR,-083.455,+006.621,+000.076,+00.0262,+00.0558,+00.2641,+01.082,-00.020,-09.522,+00.000929,+00.000945,-00.000555*66"
179,7.16005650200168,vn200,VNYMR,-83.456,6.62,0.078,0.0257,0.0521,0.2629,1.084,-0.018,-9.557,-0.000153,0.000666,9.9e-05,,,,,,,,,,"$VNYMR,-083.456,+006.620,+000.078,+00.0257,+00.0521,+00.2629,+01.084,-00.018,-09.557,-00.000153,+00.000666,+00.000099*6D"
180,7.200059978000354,vn200,VNYMR,-83.456,6.62,0.078,0.0262,0.0541,0.2646,1.111,-0.003,-9.499,-0.000551,0.00032,-0.000468,,,,,,,,,,"$VNYMR,-083.456,+006.620,+000.078,+00.0262,+00.0541,+00.2646,+01.111,-00.003,-09.499,-00.000551,+00.000320,-00.000468*6D"
181,7.240057861001333,vn200,VNYMR,-83.455,6.622,0.078,0.0265,0.0543,0.261,1.12,-0.039,-9.559,0.000838,0.000134,0.000581,,,,,,,,,,"$VNYMR,-083.455,+006.622,+000.078,+00.0265,+00.0543,+00.2610,+01.120,-00.039,-09.559,+00.000838,+00.000134,+00.000581*6F"
182,7.280058319000091,vn200,VNYMR,-83.456,6.623,0.079,0.0255,0.0548,0.2643,1.118,-0.001,-9.533,-0.000686,2e-05,-0.001456,,,,,,,,,,"$VNYMR,-083.456,+006.623,+000.079,+00.0255,+00.0548,+00.2643,+01.118,-00.001,-09.533,-00.000686,+00.000020,-00.001456*6B"
183,7.320056665001175,vn200,VNYMR,-83.455,6.621,0.079,0.0253,0.0529,0.2634,1.085,-0.018,-9.527,0.00045,-0.000574,-0.000321,,,,,,,,,,"$VNYMR,-083.455,+006.621,+000.079,+00.0253,+00.0529,+00.2634,+01.085,-00.018,-09.527,+00.000450,-00.000574,-00.000321*68"
184,7.360056567000356,vn200,VNYMR,-83.456,6.62,0.079,0.0262,0.0543,0.2624,1.097,-0.009,-9.555,-0.000292,0.000622,0.000132,,,,,,,,,,"$VNYMR,-083.456,+006.620,+000.079,+00.0262,+00.0543,+00.2624,+01.097,-00.009,-09.555,-00.000292,+00.000622,+00.000132*6D"
185,7.400056228001631,vn200,VNYMR,-83.458,6.618,0.078,0.0262,0.0546,0.2665,1.099,0.0,-9.519,-0.000345,-0.000854,-0.000185,,,,,,,,,,"$VNYMR,-083.458,+006.618,+000.078,+00.0262,+00.0546,+00.2665,+01.099,+00.000,-09.519,-00.000345,-00.000854,-00.000185*68"
186,7.440056463001383,vn200,VNYMR,-83.457,6.617,0.077,0.0257,0.0541,0.2662,1.109,-0.006,-9.542,-0.000146,-0.000924,-0.000143,,,,,,,,,,"$VNYMR,-083.457,+006.617,+000.077,+00.0257,+00.0541,+00.2662,+01.109,-00.006,-09.542,-00.000146,-00.000924,-00.000143*6A"
187,7.480056124000839,vn200,VNYMR,-83.458,6.616,0.077,0.026,0.0543,0.2617,1.129,0.013,-9.525,-8.7e-05,-0.000466,-0.00085,,,,,,,,,,"$VNYMR,-083.458,+006.616,+000.077,+00.0260,+00.0543,+00.2617,+01.129,+00.013,-09.525,-00.000087,-00.000466,-00.000850*6D"
188,7.520056377999936,vn200,VNYMR,-83.458,6.617,0.076,0.0258,0.0543,0.2634,1.118,-0.026,-9.527,0.000309,-0.000281,-0.001095,,,,,,,,,,"$VNYMR,-083.458,+006.617,+000.076,+00.0258,+00.0543,+00.2634,+01.118,-00.026,-09.527,+00.000309,-00.000281,-00.001095*6B"
189,7.560057687000153,vn200,VNYMR,-83.458,6.618,0.078,0.0262,0.0553,0.2636,1.095,-0.021,-9.568,0.000629,0.000785,-0.000363,,,,,,,,,,"$VNYMR,-083.458,+006.618,+000.078,+00.0262,+00.0553,+00.2636,+01.095,-00.021,-09.568,+00.000629,+00.000785,-00.000363*63"
190,7.600058163001449,vn200,VNYMR,-83.457,6.618,0.078,0.0264,0.0521,0.2615,1.096,-0.018,-9.53,0.000929,0.000276,0.001203,,,,,,,,,,"$VNYMR,-083.457,+006.618,+000.078,+00.0264,+00.0521,+00.2615,+01.096,-00.018,-09.530,+00.000929,+00.000276,+00.001203*6C"
191,7.6400574350009265,vn200,VNYMR,-83.457,6.618,0.077,0.0265,0.055,0.2631,1.085,-0.019,-9.55,0.00021,-0.000627,-0.000449,,,,,,,,,,"$VNYMR,-083.457,+006.618,+000.077,+00.0265,+00.0550,+00.2631,+01.085,-00.019,-09.550,+00.000210,-00.000627,-00.000449*6F"
192,7.680057430001398,vn200,VNYMR,-83.457,6.62,0.079,0.026,0.0531,0.2638,1.094,-0.005,-9.52,0.000627,-0.000149,-9.4e-05,,,,,,,,,,"$VNYMR,-083.457,+006.620,+000.079,+00.0260,+00.0531,+00.2638,+01.094,-00.005,-09.520,+00.000627,-00.000149,-00.000094*60"
193,7.720056869000473,vn200,VNYMR,-83.456,6.62,0.078,0.026,0.0531,0.2648,1.117,-0.005,-9.543,-2e-06,-0.000121,0.000999,,,,,,,,,,"$VNYMR,-083.456,+006.620,+000.078,+00.0260,+00.0531,+00.2648,+01.117,-00.005,-09.543,-00.000002,-00.000121,+00.000999*63"
194,7.760056586001156,vn200,VNYMR,-83.456,6.619,0.078,0.0267,0.0546,0.2617,1.106,-0.045,-9.553,-0.000126,0.001372,-0.001129,,,,,,,,,,"$VNYMR,-083.456,+006.619,+000.078,+00.0267,+00.0546,+00.2617,+01.106,-00.045,-09.553,-00.000126,+00.001372,-00.001129*61"
195,7.800056523999956,vn200,VNYMR,-83.457,6.62,0.077,0.026,0.0538,0.2662,1.088,-0.021,-9.543,0.000326,0.000106,-0.000192,,,,,,,,,,"$VNYMR,-083.457,+006.620,+000.077,+00.0260,+00.0538,+00.2662,+01.088,-00.021,-09.543,+00.000326,+00.000106,-00.000192*68"
196,7.840056741000808,vn200,VNYMR,-83.456,6.618,0.079,0.0246,0.0531,0.2631,1.103,-0.043,-9.552,-0.000236,-0.00056,0.000793,,,,,,,,,,"$VNYMR,-083.456,+006.618,+000.079,+00.0246,+00.0531,+00.2631,+01.103,-00.043,-09.552,-00.000236,-00.000560,+00.000793*64"
197,7.880056458001491,vn200,VNYMR,-83.456,6.619,0.077,0.0255,0.0543,0.2617,1.107,-0.019,-9.523,-0.00117,0.000281,0.000584,,,,,,,,,,"$VNYMR,-083.456,+006.619,+000.077,+00.0255,+00.0543,+00.2617,+01.107,-00.019,-09.523,-00.001170,+00.000281,+00.000584*6F"
198,7.920056619001116,vn200,VNYMR,-83.457,6.618,0.077,0.0253,0.0553,0.2643,1.124,-0.005,-9.545,2.6e-05,0.000746,-0.000669,,,,,,,,,,"$VNYMR,-083.457,+006.618,+000.077,+00.0253,+00.0553,+00.2643,+01.124,-00.005,-09.545,+00.000026,+00.000746,-00.000669*68"
199,7.9600564100001066,vn200,VNYMR,-83.457,6.618,0.076,0.026,0.0536,0.2648,1.106,-0.01,-9.509,-1.9e-05,-0.000561,-6.2e-05,,,,,,,,,,"$VNYMR,-083.457,+006.618,+000.076,+00.0260,+00.0536,+00.2648,+01.106,-00.010,-09.509,-00.000019,-00.000561,-00.000062*6B"
200,8.000055923001128,vn200,VNYMR,-83.456,6.616,0.076,0.026,0.0529,0.2634,1.118,-0.038,-9.525,-0.000105,-0.000626,-0.000794,,,,,,,,,,"$VNYMR,-083.456,+006.616,+000.076,+00.0260,+00.0529,+00.2634,+01.118,-00.038,-09.525,-00.000105,-00.000626,-00.000794*68"
201,8.040059269000267,vn200,VNYMR,-83.456,6.616,0.077,0.026,0.0548,0.265,1.112,-0.046,-9.56,-0.000937,-0.000219,-0.000208,,,,,,,,,,"$VNYMR,-083.456,+006.616,+000.077,+00.0260,+00.0548,+00.2650,+01.112,-00.046,-09.560,-00.000937,-00.000219,-00.000208*6F"
202,8.080056374999913,vn200,VNYMR,-83.454,6.618,0.076,0.0253,0.0548,0.2638,1.137,-0.023,-9.525,0.000275,0.001033,0.001411,,,,,,,,,,"$VNYMR,-083.454,+006.618,+000.076,+00.0253,+00.0548,+00.2638,+01.137,-00.023,-09.525,+00.000275,+00.001033,+00.001411*66"
203,8.120054480001272,vn200,VNYMR,-83.453,6.618,0.078,0.0265,0.0543,0.2619,1.115,-0.036,-9.551,-1.1e-05,0.000252,-0.001561,,,,,,,,,,"$VNYMR,-083.453,+006.618,+000.078,+00.0265,+00.0543,+00.2619,+01.115,-00.036,-09.551,-00.000011,+00.000252,-00.001561*67"
204,8.160055234000538,vn200,VNYMR,-83.452,6.616,0.078,0.0262,0.0524,0.2624,1.115,-0.011,-9.534,3.6e-05,-0.000139,0.00018,,,,,,,,,,"$VNYMR,-083.452,+006.616,+000.078,+00.0262,+00.0524,+00.2624,+01.115,-00.011,-09.534,+00.000036,-00.000139,+00.000180*61"
205,8.20006235800065,vn200,VNYMR,-83.452,6.615,0.078,0.0255,0.0538,0.2653,1.107,-0.013,-9.574,-0.000213,-0.000626,-0.000459,,,,,,,,,,"$VNYMR,-083.452,+006.615,+000.078,+00.0255,+00.0538,+00.2653,+01.107,-00.013,-09.574,-00.000213,-00.000626,-00.000459*63"
206,8.240057964001608,vn200,VNYMR,-83.452,6.614,0.078,0.0262,0.0536,0.2624,1.085,-0.015,-9.522,-0.000227,0.000213,-0.000352,,,,,,,,,,"$VNYMR,-083.452,+006.614,+000.078,+00.0262,+00.0536,+00.2624,+01.085,-00.015,-09.522,-00.000227,+00.000213,-00.000352*69"
207,8.28005660600138,vn200,VNYMR,-83.452,6.614,0.077,0.0258,0.0555,0.2626,1.12,-0.002,-9.525,0.000297,0.001356,-0.000156,,,,,,,,,,"$VNYMR,-083.452,+006.614,+000.077,+00.0258,+00.0555,+00.2626,+01.120,-00.002,-09.525,+00.000297,+00.001356,-00.000156*6D"
208,8.32005882300109,vn200,VNYMR,-83.452,6.615,0.077,0.0248,0.0546,0.265,1.096,-0.018,-9.548,-0.001099,-0.000477,-3.1e-05,,,,,,,,,,"$VNYMR,-083.452,+006.615,+000.077,+00.0248,+00.0546,+00.2650,+01.096,-00.018,-09.548,-00.001099,-00.000477,-00.000031*6A"
209,8.360059299000568,vn200,VNYMR,-83.453,6.615,0.078,0.025,0.0543,0.2653,1.091,0.003,-9.527,-0.000167,0.000478,-0.001088,,,,,,,,,,"$VNYMR,-083.453,+006.615,+000.078,+00.0250,+00.0543,+00.2653,+01.091,+00.003,-09.527,-00.000167,+00.000478,-00.001088*62"
210,8.400058516001081,vn200,VNYMR,-83.452,6.614,0.078,0.026,0.0541,0.2648,1.113,-0.004,-9.537,-0.000345,0.000845,0.000901,,,,,,,,,,"$VNYMR,-083.452,+006.614,+000.078,+00.0260,+00.0541,+00.2648,+01.113,-00.004,-09.537,-00.000345,+00.000845,+00.000901*6D"
211,8.44005823200132,vn200,VNYMR,-83.453,6.616,0.078,0.0258,0.0548,0.2631,1.116,-0.037,-9.499,0.000342,-0.000268,0.000589,,,,,,,,,,"$VNYMR,-083.453,+006.616,+000.078,+00.0258,+00.0548,+00.2631,+01.116,-00.037,-09.499,+00.000342,-00.000268,+00.000589*6C"
212,8.480058486000416,vn200,VNYMR,-83.453,6.616,0.078,0.0248,0.0555,0.2634,1.134,-0.01,-9.531,8.3e-05,-0.000561,0.000526,,,,,,,,,,"$VNYMR,-083.453,+006.616,+000.078,+00.0248,+00.0555,+00.2634,+01.134,-00.010,-09.531,+00.000083,-00.000561,+00.000526*67"
213,8.520058666001205,vn200,VNYMR,-83.453,6.615,0.078,0.0257,0.0524,0.2636,1.096,-0.007,-9.529,-0.000887,-0.001264,7e-06,,,,,,,,,,"$VNYMR,-083.453,+006.615,+000.078,+00.0257,+00.0524,+00.2636,+01.096,-00.007,-09.529,-00.000887,-00.001264,+00.000007*67"
214,8.560057346001486,vn200,VNYMR,-83.451,6.615,0.077,0.025,0.0533,0.2648,1.115,-0.024,-9.552,-0.000614,0.00048,0.000128,,,,,,,,,,"$VNYMR,-083.451,+006.615,+000.077,+00.0250,+00.0533,+00.2648,+01.115,-00.024,-09.552,-00.000614,+00.000480,+00.000128*66"
215,8.600057044001005,vn200,VNYMR,-83.45,6.615,0.077,0.0265,0.0541,0.2641,1.101,-0.025,-9.542,-0.00069,-7.7e-05,-6.4e-05,,,,,,,,,,"$VNYMR,-083.450,+006.615,+000.077,+00.0265,+00.0541,+00.2641,+01.101,-00.025,-09.542,-00.000690,-00.000077,-00.000064*61"
216,8.640057427001011,vn200,VNYMR,-83.449,6.614,0.078,0.0265,0.0538,0.2634,1.097,0.003,-9.528,0.000867,0.000158,-0.000646,,,,,,,,,,"$VNYMR,-083.449,+006.614,+000.078,+00.0265,+00.0538,+00.2634,+01.097,+00.003,-09.528,+00.000867,+00.000158,-00.000646*67"
217,8.680058551000911,vn200,VNYMR,-83.449,6.613,0.078,0.0267,0.0558,0.2634,1.102,-0.008,-9.5,-0.000679,0.000134,-0.000268,,,,,,,,,,"$VNYMR,-083.449,+006.613,+000.078,+00.0267,+00.0558,+00.2634,+01.102,-00.008,-09.500,-00.000679,+00.000134,-00.000268*6B"
218,8.720058287000938,vn200,VNYMR,-83.449,6.613,0.077,0.0267,0.0543,0.2617,1.112,-0.001,-9.54,0.000596,0.000557,-0.000142,,,,,,,,,,"$VNYMR,-083.449,+006.613,+000.077,+00.0267,+00.0543,+00.2617,+01.112,-00.001,-09.540,+00.000596,+00.000557,-00.000142*6D"
219,8.760058392001156,vn200,VNYMR,-83.449,6.613,0.076,0.0267,0.0543,0.2636,1.128,-0.004,-9.526,-0.00094,-0.000943,0.001108,,,,,,,,,,"$VNYMR,-083.449,+006.613,+000.076,+00.0267,+00.0543,+00.2636,+01.128,-00.004,-09.526,-00.000940,-00.000943,+00.001108*64"
220,8.800056683001458,vn200,VNYMR,-83.452,6.615,0.077,0.0255,0.0528,0.2622,1.086,-0.046,-9.549,0.000153,0.000424,3.3e-05,,,,,,,,,,"$VNYMR,-083.452,+006.615,+000.077,+00.0255,+00.0528,+00.2622,+01.086,-00.046,-09.549,+00.000153,+00.000424,+00.000033*64"
221,8.840058806999878,vn200,VNYMR,-83.45,6.615,0.078,0.0267,0.0538,0.2636,1.139,0.034,-9.535,-0.000276,-0.001094,0.000928,,,,,,,,,,"$VNYMR,-083.450,+006.615,+000.078,+00.0267,+00.0538,+00.2636,+01.139,+00.034,-09.535,-00.000276,-00.001094,+00.000928*68"
222,8.880056006000814,vn200,VNYMR,-83.45,6.616,0.077,0.0265,0.0538,0.2636,1.105,-0.02,-9.534,-0.000238,-0.000523,0.000325,,,,,,,,,,"$VNYMR,-083.450,+006.616,+000.077,+00.0265,+00.0538,+00.2636,+01.105,-00.020,-09.534,-00.000238,-00.000523,+00.000325*6E"
223,8.920056408000164,vn200,VNYMR,-83.45,6.614,0.077,0.0255,0.0553,0.2655,1.103,0.008,-9.546,-0.000242,3.9e-05,0.000575,,,,,,,,,,"$VNYMR,-083.450,+006.614,+000.077,+00.0255,+00.0553,+00.2655,+01.103,+00.008,-09.546,-00.000242,+00.000039,+00.000575*6E"
224,8.960056476000318,vn200,VNYMR,-83.448,6.613,0.078,0.0255,0.0533,0.2629,1.097,0.006,-9.525,0.001148,0.001155,0.000967,,,,,,,,,,"$VNYMR,-083.448,+006.613,+000.078,+00.0255,+00.0533,+00.2629,+01.097,+00.006,-09.525,+00.001148,+00.001155,+00.000967*6E"
225,9.000056397000662,vn200,VNYMR,-83.45,6.613,0.079,0.0257,0.0546,0.2653,1.11,-0.032,-9.574,-0.00033,-0.001318,-0.000926,,,,,,,,,,"$VNYMR,-083.450,+006.613,+000.079,+00.0257,+00.0546,+00.2653,+01.110,-00.032,-09.574,-00.000330,-00.001318,-00.000926*64"
226,9.04005792800126,vn200,VNYMR,-83.45,6.614,0.079,0.026,0.0533,0.2629,1.129,-0.012,-9.542,0.00152,-0.000524,0.00087,,,,,,,,,,"$VNYMR,-083.450,+006.614,+000.079,+00.0260,+00.0533,+00.2629,+01.129,-00.012,-09.542,+00.001520,-00.000524,+00.000870*69"
227,9.080057349001436,vn200,VNYMR,-83.451,6.614,0.08,0.0255,0.0536,0.2636,1.106,-0.015,-9.53,-0.000372,-0.000705,-0.000536,,,,,,,,,,"$VNYMR,-083.451,+006.614,+000.080,+00.0255,+00.0536,+00.2636,+01.106,-00.015,-09.530,-00.000372,-00.000705,-00.000536*62"
228,9.120056639001632,vn200,VNYMR,-83.451,6.613,0.079,0.0255,0.055,0.2655,1.111,-0.024,-9.528,-0.000324,-0.001345,2.3e-05,,,,,,,,,,"$VNYMR,-083.451,+006.613,+000.079,+00.0255,+00.0550,+00.2655,+01.111,-00.024,-09.528,-00.000324,-00.001345,+00.000023*6E"
229,9.160056671000348,vn200,VNYMR,-83.45,6.614,0.08,0.0264,0.0521,0.265,1.098,-0.017,-9.544,0.001294,-0.001468,0.000924,,,,,,,,,,"$VNYMR,-083.450,+006.614,+000.080,+00.0264,+00.0521,+00.2650,+01.098,-00.017,-09.544,+00.001294,-00.001468,+00.000924*6E"
230,9.200059684000735,vn200,VNYMR,-83.449,6.613,0.079,0.0255,0.0533,0.2653,1.101,0.012,-9.531,-0.000698,0.000123,-0.00096,,,,,,,,,,"$VNYMR,-083.449,+006.613,+000.079,+00.0255,+00.0533,+00.2653,+01.101,+00.012,-09.531,-00.000698,+00.000123,-00.000960*61"
231,9.240057549000994,vn200,VNYMR,-83.45,6.614,0.078,0.0251,0.0545,0.2631,1.112,0.006,-9.552,0.000316,-0.000614,0.000605,,,,,,,,,,"$VNYMR,-083.450,+006.614,+000.078,+00.0251,+00.0545,+00.2631,+01.112,+00.006,-09.552,+00.000316,-00.000614,+00.000605*66"
232,9.28005589500026,vn200,VNYMR,-83.451,6.615,0.076,0.0253,0.0541,0.2619,1.114,-0.006,-9.557,7.2e-05,0.000507,-0.00017,,,,,,,,,,"$VNYMR,-083.451,+006.615,+000.076,+00.0253,+00.0541,+00.2619,+01.114,-00.006,-09.557,+00.000072,+00.000507,-00.000170*64"
233,9.320056538001154,vn200,VNYMR,-83.453,6.615,0.076,0.026,0.0546,0.2655,1.088,-0.033,-9.529,0.000326,-0.000666,0.000552,,,,,,,,,,"$VNYMR,-083.453,+006.615,+000.076,+00.0260,+00.0546,+00.2655,+01.088,-00.033,-09.529,+00.000326,-00.000666,+00.000552*60"
234,9.36005679200025,vn200,VNYMR,-83.453,6.615,0.075,0.0258,0.0553,0.2655,1.083,-0.012,-9.542,-0.000184,0.000254,0.0005,,,,,,,,,,"$VNYMR,-083.453,+006.615,+000.075,+00.0258,+00.0553,+00.2655,+01.083,-00.012,-09.542,-00.000184,+00.000254,+00.000500*61"
235,9.400056360000235,vn200,VNYMR,-83.453,6.615,0.075,0.0265,0.0546,0.2626,1.108,-0.017,-9.542,-0.000119,-0.001556,-0.000833,,,,,,,,,,"$VNYMR,-083.453,+006.615,+000.075,+00.0265,+00.0546,+00.2626,+01.108,-00.017,-09.542,-00.000119,-00.001556,-00.000833*65"
236,9.440055484999903,vn200,VNYMR,-83.454,6.615,0.075,0.0262,0.0541,0.2655,1.094,0.016,-9.55,-8.4e-05,-0.000519,0.000499,,,,,,,,,,"$VNYMR,-083.454,+006.615,+000.075,+00.0262,+00.0541,+00.2655,+01.094,+00.016,-09.550,-00.000084,-00.000519,+00.000499*63"
237,9.480058405000818,vn200,VNYMR,-83.454,6.614,0.075,0.0246,0.0541,0.2638,1.105,-0.032,-9.559,-0.000788,-0.000248,0.000319,,,,,,,,,,"$VNYMR,-083.454,+006.614,+000.075,+00.0246,+00.0541,+00.2638,+01.105,-00.032,-09.559,-00.000788,-00.000248,+00.000319*68"
238,9.520057233001353,vn200,VNYMR,-83.454,6.615,0.073,0.0255,0.0546,0.2638,1.125,0.006,-9.513,-0.001075,0.001101,-0.000524,,,,,,,,,,"$VNYMR,-083.454,+006.615,+000.073,+00.0255,+00.0546,+00.2638,+01.125,+00.006,-09.513,-00.001075,+00.001101,-00.000524*64"
239,9.560057450000386,vn200,VNYMR,-83.456,6.614,0.073,0.0265,0.0548,0.2624,1.114,-0.018,-9.525,-0.000571,-0.001133,-0.000276,,,,,,,,,,"$VNYMR,-083.456,+006.614,+000.073,+00.0265,+00.0548,+00.2624,+01.114,-00.018,-09.525,-00.000571,-00.001133,-00.000276*6E"
240,9.60005748200092,vn200,VNYMR,-83.458,6.612,0.073,0.026,0.0536,0.2641,1.103,-0.02,-9.515,0.001316,0.000102,-0.00077,,,,,,,,,,"$VNYMR,-083.458,+006.612,+000.073,+00.0260,+00.0536,+00.2641,+01.103,-00.020,-09.515,+00.001316,+00.000102,-00.000770*61"
241,9.640057328000694,vn200,VNYMR,-83.458,6.614,0.075,0.026,0.0541,0.2634,1.109,-0.009,-9.54,-0.000615,-0.000579,-0.000983,,,,,,,,,,"$VNYMR,-083.458,+006.614,+000.075,+00.0260,+00.0541,+00.2634,+01.109,-00.009,-09.540,-00.000615,-00.000579,-00.000983*6F"
242,9.680058637000911,vn200,VNYMR,-83.459,6.614,0.073,0.0257,0.0546,0.265,1.115,-0.016,-9.533,-0.000129,-0.00064,-0.000106,,,,,,,,,,"$VNYMR,-083.459,+006.614,+000.073,+00.0257,+00.0546,+00.2650,+01.115,-00.016,-09.533,-00.000129,-00.000640,-00.000106*6A"
243,9.72005711300153,vn200,VNYMR,-83.458,6.615,0.072,0.0264,0.0529,0.2641,1.088,-0.016,-9.542,2.4e-05,0.000326,-0.000299,,,,,,,,,,"$VNYMR,-083.458,+006.615,+000.072,+00.0264,+00.0529,+00.2641,+01.088,-00.016,-09.542,+00.000024,+00.000326,-00.000299*6D"
244,9.760056256000098,vn200,VNYMR,-83.457,6.616,0.073,0.025,0.0538,0.2646,1.116,-0.027,-9.514,-4.8e-05,0.000502,0.000545,,,,,,,,,,"$VNYMR,-083.457,+006.616,+000.073,+00.0250,+00.0538,+00.2646,+01.116,-00.027,-09.514,-00.000048,+00.000502,+00.000545*6B"
245,9.800056732001394,vn200,VNYMR,-83.458,6.617,0.075,0.0251,0.0545,0.2634,1.107,-0.013,-9.546,-3e-06,-0.000366,8e-06,,,,,,,,,,"$VNYMR,-083.458,+006.617,+000.075,+00.0251,+00.0545,+00.2634,+01.107,-00.013,-09.546,-00.000003,-00.000366,+00.000008*6C"
246,9.84005819000049,vn200,VNYMR,-83.457,6.618,0.074,0.0269,0.0551,0.2662,1.107,-0.007,-9.531,-0.000313,0.000492,0.000127,,,,,,,,,,"$VNYMR,-083.457,+006.618,+000.074,+00.0269,+00.0551,+00.2662,+01.107,-00.007,-09.531,-00.000313,+00.000492,+00.000127*61"
247,9.880057850999947,vn200,VNYMR,-83.458,6.618,0.075,0.0265,0.056,0.2645,1.106,-0.019,-9.537,0.001051,-0.001135,-0.000481,,,,,,,,,,"$VNYMR,-083.458,+006.618,+000.075,+00.0265,+00.0560,+00.2645,+01.106,-00.019,-09.537,+00.001051,-00.001135,-00.000481*6E"
248,9.920057309000185,vn200,VNYMR,-83.459,6.618,0.075,0.0253,0.0543,0.2636,1.107,0.004,-9.524,0.000248,-0.000377,-0.000811,,,,,,,,,,"$VNYMR,-083.459,+006.618,+000.075,+00.0253,+00.0543,+00.2636,+01.107,+00.004,-09.524,+00.000248,-00.000377,-00.000811*6D"
