time_s,angle_raw_deg,angle_zeroed_deg,angle_smooth_deg
0.0,1.1443328032452083,0.0,0.003401672822940386
0.0410572959999627,1.150443960961088,0.006111157715879667,-2.6313718962556187e-05
0.0819962400000804,1.1484266639981497,0.004093860752941492,-0.0006182116064418874
0.1228873889995157,1.1340225299005369,-0.010310273344671383,-0.0007983248456705283
0.1637715549995846,1.141347000088849,-0.0029858031563592125,-0.0021470079420091714
0.20465979599975978,1.143432237049065,-0.0009005661961432043,-0.002966993256900885
0.2455364079996798,1.1437005454793947,-0.0006322577658135486,-0.0002836795867724007
0.2864040189997468,1.1443267374236912,-6.065821517076131e-06,0.015478524299807584
0.32727813000019523,1.1474390982511793,0.003106295005971038,0.029846601159783548
0.3681513339997764,1.220158019521749,0.07582521627654071,0.04290524844168329
0.40904292699997313,1.2152726213489449,0.07093981810373662,0.04922568429337493
0.4500563329993384,1.2089937818888934,0.06466097864368514,0.01321764909558223
0.4909782589993483,1.1759289166821494,0.03159611343694113,-0.0357124008785908
0.5319327219995102,0.9673989222622158,-0.17693388098299245,-0.07470275853734878
0.572815869999431,0.9755077696508838,-0.16882503359432444,-0.10782275670254642
0.6137036849995638,1.020320833055155,-0.12401197019005328,-0.13726685471941685
0.6546194249995096,1.0433937910629052,-0.10093901218230306,-0.12253477154092689
0.6954759619993638,1.0287084265977973,-0.11562437664741099,-0.10556751943559166
0.7363492959993891,1.0410593381546656,-0.1032734650905427,-0.0927019093826377
0.7772003330001098,1.06034403017756,-0.08398877306764829,-0.061387870493375865
0.8180714069994792,1.0846488833199248,-0.059683919925283435,-0.013728459513676317
0.858956350999506,1.1999639855092143,0.055631182264006096,0.03715031534565614
0.8998890550001306,1.267005481496295,0.12267267825108674,0.12590503791599494
0.9408292029993391,1.2954532124513278,0.15112040920611958,0.21100300220537363
0.9817130550000002,1.504117643029254,0.35978483978404574,0.28482500372130115
1.0226161099999445,1.5101387047668182,0.36580590152160997,0.3403490554720684
1.063475739999376,1.569073993088852,0.42474118984364373,0.3992627763693456
1.1043563319999519,1.5446257402501313,0.4002929370049231,0.4149855134189563
1.1451976289999948,1.5900218169377138,0.4456890136925056,0.4311937424477648
1.1860695360001046,1.5827313282773077,0.4383985250320994,0.4378270597064674
1.2269325359993672,1.5911798499108605,0.4468470466656522,0.4498976703588638
1.267798646999836,1.602240579382365,0.45790777613715683,0.4529190447378011
1.3086659619993952,1.6049787935121131,0.4606459902669049,0.4575692549583419
1.3495374619997165,1.6051286888324003,0.4607958855871921,0.4608865087895479
1.3904002769995714,1.6059823793800116,0.4616495761348034,0.46110426937717597
1.4312689620001038,1.6077661190668908,0.46343331582168257,0.4589845530268956
1.4721662949996244,1.6033293823205048,0.45899657907529656,0.45878781956488945
1.5130514619995665,1.5943802117607115,0.4500474085155033,0.4563516710899371
1.5539326099997197,1.6041450215223698,0.45981221827716157,0.4543420735543743
1.5947942209995745,1.5938016370052497,0.44946883376004143,0.4525594835049482
1.6356741459994735,1.5977181313890767,0.45338532814386845,0.44947268931975437
1.676550701999986,1.5944164320733747,0.45008362882816644,0.44279882972995405
1.7174335909994625,1.578946240834742,0.43461343758953386,0.4348515663182512
1.7582654609996098,1.5707757235733684,0.4264429203281601,0.4242843216030273
1.7991352019998885,1.5540653199467354,0.4097325167015271,0.4099681855339954
1.839999034999892,1.5448819078129574,0.40054910456774917,0.39574015835216253
1.88086746099998,1.522835751728215,0.3785029484830067,0.3777483870219977
1.92174494199935,1.5078061049255778,0.3634733016803695,0.35774873274943386
1.9626196640001579,1.4808168669225443,0.3364840636773361,0.33185675022554106
2.0034657559999687,1.454067048583916,0.30973424533870775,0.2923077118015811
2.0443504969998685,1.4154219951934934,0.2710891919482852,0.24983730039273558
2.085196403999362,1.3250905596084153,0.180757756363207,0.20731254668416527
2.126101588999518,1.29545404788135,0.15112124463614185,0.16632090535003216
2.166931810999813,1.2681930983796927,0.12386029513448449,0.13376163399378113
