sample,time_s,sensor,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_radps,gyro_y_radps,gyro_z_radps,quat_i,quat_j,quat_k,quat_real,roll_deg,pitch_deg,yaw_deg
0,0.04005625699937809,bno085,0.42578125,-0.5546875,9.69921875,0.0078125,0.078125,0.0078125,-0.005126953125,0.0291748046875,-0.0001220703125,0.99957275390625,1.890347254603058e-08,3.3219491503484703e-09,7.939458488655386e-07
1,0.08005544199932046,bno085,-0.953125,0.86328125,9.62890625,-0.03125,0.02734375,0.0,-0.005126953125,0.03070068359375,-6.103515625e-05,0.99951171875,-0.00023120892387771863,0.17484127053093446,0.007886980226503262
2,0.12005435299943201,bno085,0.234375,-0.4765625,9.6640625,-0.013671875,0.037109375,0.00390625,-0.005126953125,0.03070068359375,-6.103515625e-05,0.99951171875,-0.00023120892387771863,0.17484127053093446,0.007886980226503262
3,0.16005585599941696,bno085,-0.609375,0.05859375,9.62890625,0.001953125,-0.044921875,-0.001953125,-0.00506591796875,0.03192138671875,-0.0001220703125,0.99945068359375,0.006930903100438613,0.31474105228913457,0.0018354689193277038
4,0.2000562479997825,bno085,-0.11328125,0.05859375,9.6640625,0.001953125,-0.044921875,-0.001953125,-0.00506591796875,0.03094482421875,-0.0001220703125,0.99951171875,0.006942223259947134,0.20289171455263955,0.001256155040271793
5,0.24005612200016913,bno085,-0.3046875,0.05859375,9.62890625,0.0,-0.0234375,0.00390625,-0.00506591796875,0.03021240234375,-0.0001220703125,0.99951171875,0.006977221614420064,0.11884648824928944,0.0008206093845867083
6,0.28005462500004796,bno085,0.04296875,0.21484375,9.6640625,-0.01953125,-0.01953125,-0.001953125,-0.00531005859375,0.029541015625,-0.00018310546875,0.99957275390625,-0.02079112154959048,0.04205750858285048,-0.007394949819405404
7,0.32005457200011733,bno085,-0.2265625,-0.20703125,9.625,-0.01171875,-0.021484375,0.0,-0.00531005859375,0.029541015625,-0.00018310546875,0.99957275390625,-0.02079112154959048,0.04205750858285048,-0.007394949819405404
8,0.360055445999933,bno085,-0.49609375,-0.0546875,9.62890625,0.00390625,-0.0390625,0.001953125,-0.00531005859375,0.02960205078125,-0.00018310546875,0.99957275390625,-0.020794568017384357,0.04906087340983132,-0.0073603593661974095
9,0.40005642999949487,bno085,0.04296875,0.09765625,9.6640625,0.00390625,-0.0390625,0.001953125,-0.00531005859375,0.02886962890625,-0.00018310546875,0.99957275390625,-0.020753230819432353,-0.03497620564692566,-0.007775448919354861
10,0.44005537799966987,bno085,0.15625,0.05859375,9.6640625,-0.001953125,-0.03515625,0.001953125,-0.0052490234375,0.02789306640625,-0.00018310546875,0.99957275390625,-0.013707168186989152,-0.1470153763510583,-0.00813382793954925
11,0.4800545849993796,bno085,0.04296875,-0.015625,9.625,-0.005859375,0.02734375,0.0,-0.00531005859375,0.02825927734375,-0.00018310546875,0.99957275390625,-0.020718817062115563,-0.1050016862729888,-0.008121364926728122
12,0.5200538469998719,bno085,-0.265625,0.0234375,9.66796875,-0.001953125,-0.0078125,-0.001953125,-0.00531005859375,0.02825927734375,-0.00018310546875,0.99957275390625,-0.020718817062115563,-0.1050016862729888,-0.008121364926728122
13,0.5600548309994338,bno085,-0.03515625,0.0234375,9.625,0.005859375,-0.015625,0.0,-0.00531005859375,0.0279541015625,-0.00018310546875,0.99957275390625,-0.020701621691082625,-0.14001261420607175,-0.008294326194519051
14,0.6000563349998629,bno085,-0.11328125,0.05859375,9.625,0.005859375,-0.015625,0.0,-0.00518798828125,0.02734375,-0.000244140625,0.9996337890625,-0.006504927684471005,-0.20980574419987186,-0.015248677252043177
15,0.6400548009996783,bno085,-0.2265625,0.05859375,9.6640625,-0.0078125,-0.037109375,-0.0078125,-0.005126953125,0.02642822265625,-0.0003662109375,0.9996337890625,0.0009897018842246086,-0.31475878471352664,-0.029578985029091176
16,0.6800543409999591,bno085,0.08203125,0.05859375,9.66796875,0.001953125,-0.005859375,0.001953125,-0.005126953125,0.02593994140625,-0.00030517578125,0.9996337890625,0.0008002579938028458,-0.37080399479187415,-0.02287445362663183
17,0.720055250999394,bno085,-0.11328125,0.05859375,9.625,0.00390625,0.01171875,0.00390625,-0.005126953125,0.02593994140625,-0.00030517578125,0.9996337890625,0.0008002579938028458,-0.37080399479187415,-0.02287445362663183
18,0.7600624759998027,bno085,-0.07421875,-0.015625,9.625,0.00390625,0.013671875,0.001953125,-0.00506591796875,0.0260009765625,-0.000244140625,0.9996337890625,0.00756057655460106,-0.3638392084768888,-0.015665002696065005
19,0.800056016999406,bno085,-0.11328125,0.05859375,9.6640625,0.00390625,0.013671875,0.001953125,-0.0050048828125,0.026123046875,-0.000244140625,0.9996337890625,0.014543813861443012,-0.34983728268907427,-0.015409658018035
20,0.8400548350000463,bno085,-0.2265625,0.05859375,9.6640625,-0.00390625,0.01171875,-0.001953125,6.103515625e-05,0.00927734375,-0.00030517578125,0.99993896484375,0.5960299298548605,-2.2803212109304583,-0.027177544203488724
21,0.8800547079999888,bno085,-0.1484375,0.05859375,9.66796875,0.0,-0.0078125,-0.001953125,0.000244140625,0.00885009765625,-0.00030517578125,0.99993896484375,0.6170386912273716,-2.329277954970067,-0.027498150814321637
22,0.9200550819996351,bno085,-0.07421875,-0.015625,9.6640625,0.00390625,-0.009765625,-0.0078125,0.000244140625,0.00885009765625,-0.00030517578125,0.99993896484375,0.6170386912273716,-2.329277954970067,-0.027498150814321637
23,0.9600551029998314,bno085,-0.2265625,0.0234375,9.6640625,0.0,-0.02734375,-0.001953125,0.0003662109375,0.00836181640625,-0.0003662109375,0.99993896484375,0.6314120403446282,-2.385155051699129,-0.034969582402100144
24,1.0000553469999431,bno085,0.08203125,0.05859375,9.66796875,0.0,-0.02734375,-0.001953125,0.00048828125,0.00762939453125,-0.00048828125,1.0,0.6461763184721264,-2.4688769484420807,-0.04975973362728025
25,1.0400556089998645,bno085,-0.11328125,-0.015625,9.66796875,-0.001953125,-0.001953125,-0.001953125,0.0006103515625,0.00738525390625,-0.00054931640625,1.0,0.660543207058773,-2.4967727742121886,-0.05695857785244447
26,1.0800558159999127,bno085,-0.1484375,0.0234375,9.66796875,0.00390625,0.009765625,0.001953125,0.00067138671875,0.00738525390625,-0.00048828125,1.0,0.6671784473518461,-2.496846285106944,-0.04990649594618764
27,1.1200564709997707,bno085,-0.03515625,0.0234375,9.6640625,0.001953125,0.009765625,0.0,0.00067138671875,0.00738525390625,-0.00048828125,1.0,0.6671784473518461,-2.496846285106944,-0.04990649594618764
28,1.1600552359996072,bno085,-0.03515625,-0.015625,9.62890625,0.01171875,0.013671875,0.00390625,0.00079345703125,0.00738525390625,-0.00048828125,1.0,0.6811621816052914,-2.496840519438421,-0.049803026228471256
29,1.2000561499999094,bno085,-0.1484375,0.17578125,9.66796875,0.01171875,0.013671875,0.00390625,0.00103759765625,0.0074462890625,-0.0003662109375,1.0,0.7084104903529339,-2.4899931591511315,-0.03551619152507624
30,1.2400552310000421,bno085,-0.1875,0.09765625,9.66796875,-0.009765625,0.001953125,0.00390625,0.00091552734375,0.00732421875,-0.00030517578125,1.0,0.6940814547037535,-2.504064468996048,-0.028776952880898397
31,1.2800567369995406,bno085,0.1953125,-0.32421875,9.6640625,0.005859375,-0.001953125,0.0,0.0008544921875,0.00714111328125,-0.000244140625,1.0,0.6867476015469199,-2.525127222240856,-0.022061610879883058
32,1.320054557999356,bno085,-0.2265625,0.17578125,9.625,-0.005859375,-0.005859375,-0.001953125,0.0008544921875,0.00714111328125,-0.000244140625,1.0,0.6867476015469199,-2.525127222240856,-0.022061610879883058
33,1.3600548049998906,bno085,-0.11328125,0.0234375,9.6640625,0.0,-0.009765625,-0.001953125,0.00091552734375,0.00701904296875,-0.00030517578125,1.0,0.6941089084833683,-2.539036458313161,-0.0291688337145467
34,1.400055422999685,bno085,-0.07421875,0.0234375,9.66796875,0.0,-0.009765625,-0.001953125,0.00091552734375,0.00665283203125,-0.0003662109375,1.0,0.6945039878888686,-2.5809240688778257,-0.03663991192639832
35,1.4400561699994796,bno085,-0.07421875,0.05859375,9.66796875,0.00390625,-0.005859375,0.0,0.00103759765625,0.00640869140625,-0.00030517578125,1.0,0.7081487627263231,-2.6089762037464244,-0.029862910059046247
36,1.480055027999697,bno085,-0.11328125,0.05859375,9.6640625,-0.00390625,0.00390625,0.0,0.00103759765625,0.00640869140625,-0.0003662109375,1.0,0.7085122682928434,-2.608896966854142,-0.03686383655321327
37,1.5200559979994068,bno085,-0.07421875,0.05859375,9.66796875,0.0,0.00390625,0.0,0.00103759765625,0.00640869140625,-0.0003662109375,1.0,0.7085122682928434,-2.608896966854142,-0.03686383655321327
38,1.5600551339994126,bno085,-0.1484375,0.0234375,9.62890625,0.0,-0.005859375,0.0,0.0010986328125,0.00634765625,-0.0003662109375,1.0,0.7155104507839635,-2.615889100558653,-0.036898655503069734
39,1.6000556219996724,bno085,-0.11328125,0.0234375,9.6640625,0.0,-0.005859375,0.0,0.0010986328125,0.006103515625,-0.0003662109375,1.0,0.7155349439911534,-2.6438659277880125,-0.03721751977387264
