sample,time_s,sensor,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_radps,gyro_y_radps,gyro_z_radps,quat_i,quat_j,quat_k,quat_real,roll_deg,pitch_deg,yaw_deg
0,0.04005549700013944,bno085,0.18359375,-0.35546875,9.59375,-0.001953125,0.001953125,0.0,-0.01788330078125,-0.0086669921875,0.05218505859375,0.9984130859375,-5.504198866526417e-06,1.1357255407691668e-05,1.8862351943748367e-06
1,0.08005675399908796,bno085,0.18359375,-0.35546875,9.55859375,0.001953125,0.005859375,0.0,-0.01788330078125,-0.0086669921875,0.05218505859375,0.9984130859375,-5.504198866526417e-06,1.1357255407691668e-05,1.8862351943748367e-06
2,0.12005595499977062,bno085,0.14453125,-0.35546875,9.55859375,-0.005859375,0.005859375,-0.001953125,-0.01788330078125,-0.0086669921875,0.05218505859375,0.9984130859375,-5.504198866526417e-06,1.1357255407691668e-05,1.8862351943748367e-06
3,0.16005459999905725,bno085,0.14453125,-0.390625,9.55859375,0.001953125,0.001953125,0.001953125,-0.01788330078125,-0.00860595703125,0.0521240234375,0.9984130859375,0.00031324450365303465,0.00712758088007797,-0.006900197752350677
4,0.20005417100037448,bno085,0.14453125,-0.35546875,9.55859375,0.001953125,0.001953125,0.001953125,-0.01788330078125,-0.0086669921875,0.0521240234375,0.9984130859375,-5.342703897920883e-05,0.00014341154281226237,-0.007019008772549142
5,0.24005501999999979,bno085,0.14453125,-0.35546875,9.55859375,0.001953125,0.0,-0.001953125,-0.017822265625,-0.00872802734375,0.0521240234375,0.9984130859375,0.0065672634609238514,-0.007202922911391887,-0.007211752820705192
6,0.2800545169993711,bno085,0.18359375,-0.35546875,9.55859375,-0.005859375,0.0,-0.001953125,-0.01788330078125,-0.0087890625,0.0521240234375,0.9984130859375,-0.0007867701408037843,-0.013824976308353018,-0.007256365018589537
7,0.3200551810004981,bno085,0.18359375,-0.35546875,9.55859375,-0.001953125,0.0,0.0,-0.01788330078125,-0.0087890625,0.0521240234375,0.9984130859375,-0.0007867701408037843,-0.013824976308353018,-0.007256365018589537
8,0.3600554929998907,bno085,0.14453125,-0.35546875,9.55859375,-0.001953125,0.0,0.0,-0.01788330078125,-0.0087890625,0.05218505859375,0.9984130859375,-0.0007397003954415438,-0.013957030528764482,-0.0002354698779682825
9,0.40005428699987533,bno085,0.18359375,-0.390625,9.55859375,-0.001953125,0.0,0.0,-0.0179443359375,-0.00885009765625,0.0521240234375,0.9984130859375,-0.008140850228917864,-0.020447075945251084,-0.007300040033150661
10,0.4400545059997967,bno085,0.14453125,-0.35546875,9.59375,-0.001953125,0.0,0.0,-0.01800537109375,-0.0089111328125,0.05218505859375,0.9984130859375,-0.015448760507411941,-0.02720042297139684,-0.0003218511371026837
11,0.48005417000058515,bno085,0.18359375,-0.35546875,9.55859375,0.0,0.0,0.0,-0.01806640625,-0.00897216796875,0.0521240234375,0.9984130859375,-0.02284915152302758,-0.03369141428835749,-0.007384578518994114
12,0.5200549269993644,bno085,0.14453125,-0.35546875,9.55859375,-0.001953125,0.0,0.0,-0.01806640625,-0.00897216796875,0.0521240234375,0.9984130859375,-0.02284915152302758,-0.03369141428835749,-0.007384578518994114
13,0.5600547020003432,bno085,0.18359375,-0.35546875,9.55859375,0.001953125,0.0,0.0,-0.01806640625,-0.009033203125,0.0521240234375,0.9984130859375,-0.023215849525721456,-0.04067572777842955,-0.007501585111408381
