sample,time_s,sensor,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_radps,gyro_y_radps,gyro_z_radps,quat_i,quat_j,quat_k,quat_real,roll_deg,pitch_deg,yaw_deg
0,0.040057207999780076,bno085,0.1953125,-0.33203125,10.25390625,-0.00390625,0.009765625,0.0,-0.0028076171875,-0.016845703125,0.70867919921875,0.705322265625,-7.2061116848978905e-06,1.201018614149645e-06,2.8549038959465164e-08
1,0.08005512100135093,bno085,0.234375,-0.33203125,10.25,-0.001953125,0.0234375,0.001953125,-0.00335693359375,-0.017333984375,0.7408447265625,0.67144775390625,-0.0361176917597786,-0.06899355168213446,5.353937769291966
2,0.12005390400008764,bno085,0.1953125,-0.33203125,10.25390625,-0.00390625,0.00390625,0.001953125,-0.00335693359375,-0.017333984375,0.7408447265625,0.67144775390625,-0.0361176917597786,-0.06899355168213446,5.353937769291966
3,0.160055520998867,bno085,0.1953125,-0.33203125,10.25390625,0.001953125,-0.001953125,0.00390625,-0.0035400390625,-0.0179443359375,0.76434326171875,0.64453125,-0.07390090986101183,-0.15899387759723935,9.446526510742355
4,0.20005578500058618,bno085,0.1953125,-0.296875,10.25,0.001953125,-0.001953125,0.00390625,-0.00360107421875,-0.0181884765625,0.77313232421875,0.63397216796875,-0.09084063567571544,-0.19473777718700305,11.021931352247794
5,0.2400600500004657,bno085,0.1953125,-0.296875,10.25,0.00390625,0.01953125,0.001953125,-0.00390625,-0.01800537109375,0.77288818359375,0.63427734375,-0.09703209198355747,-0.15374343455528844,10.978097584404717
6,0.2800548699997307,bno085,0.1953125,-0.296875,10.25,0.00390625,-0.0078125,0.001953125,-0.003662109375,-0.0179443359375,0.77294921875,0.63421630859375,-0.07379599663629287,-0.1710917416908156,10.988212593323183
7,0.32005517200013855,bno085,-0.109375,-0.44921875,10.25,0.001953125,0.029296875,0.408203125,-0.003662109375,-0.0179443359375,0.77294921875,0.63421630859375,-0.07379599663629287,-0.1710917416908156,10.988212593323183
8,0.36005504700005986,bno085,-0.37890625,-0.640625,10.25390625,-0.00390625,0.0234375,0.658203125,-0.00347900390625,-0.0177001953125,0.7882080078125,0.61517333984375,-0.024805652871005376,-0.21276768142049782,13.784903483458757
9,0.4000538120017154,bno085,-0.53125,-0.5625,10.25390625,-0.00390625,0.0234375,0.658203125,-0.00537109375,-0.01739501953125,0.80267333984375,0.59613037109375,-0.1155110570054643,-0.061262220962088755,16.525965229129802
10,0.4400555020001775,bno085,0.04296875,-0.37109375,10.25390625,0.0,0.01171875,0.150390625,-0.01043701171875,-0.015625,0.8057861328125,0.5919189453125,-0.29270956423867894,0.5174510963776042,17.13647900074675
11,0.48005502600062755,bno085,0.6171875,-0.140625,10.25390625,0.005859375,-0.021484375,0.1015625,-0.01470947265625,-0.01434326171875,0.80718994140625,0.5899658203125,-0.46024179241436514,0.9955600099853227,17.419468430366173
12,0.5200557349999144,bno085,0.734375,0.05078125,10.25,0.005859375,-0.009765625,0.146484375,-0.01470947265625,-0.01434326171875,0.80718994140625,0.5899658203125,-0.46024179241436514,0.9955600099853227,17.419468430366173
13,0.5600560000020778,bno085,0.58203125,-0.06640625,10.2109375,0.0,0.0234375,0.22265625,-0.01446533203125,-0.01434326171875,0.80804443359375,0.5887451171875,-0.44150936165212396,0.9709116467169386,17.586383028137682
14,0.6000550790013222,bno085,0.54296875,-0.1796875,10.25,0.0,0.0234375,0.22265625,-0.010986328125,-0.01446533203125,0.803955078125,0.59442138671875,-0.22678414320470566,0.6519037935026863,16.7828539041255
15,0.6400562330018147,bno085,0.16015625,-0.296875,10.25,-0.001953125,0.0234375,0.00390625,-0.006591796875,-0.01483154296875,0.79449462890625,0.60711669921875,0.024855046128000026,0.2517236266331894,14.965391973702562
16,0.6800601819995791,bno085,0.08203125,-0.296875,10.28515625,0.001953125,0.021484375,0.001953125,-0.00396728515625,-0.01519775390625,0.78704833984375,0.61669921875,0.16540613683845296,0.011609184289197895,13.566169912752947
17,0.720056576999923,bno085,0.08203125,-0.296875,10.25,0.005859375,0.001953125,0.0,-0.00396728515625,-0.01519775390625,0.78704833984375,0.61669921875,0.16540613683845296,0.011609184289197895,13.566169912752947
18,0.7600555259996327,bno085,0.08203125,-0.296875,10.25,0.001953125,-0.009765625,0.0,-0.00274658203125,-0.015380859375,0.78228759765625,0.62274169921875,0.23028439813834983,-0.09571427233684328,12.683057901894902
19,0.800055069001246,bno085,0.08203125,-0.296875,10.25,0.001953125,-0.009765625,0.0,-0.0020751953125,-0.01544189453125,0.7801513671875,0.6253662109375,0.2705419341939613,-0.15314845311805797,12.290339429206202
20,0.8400554069994541,bno085,0.08203125,-0.296875,10.25,0.00390625,-0.009765625,0.0,-0.001953125,-0.0155029296875,0.779541015625,0.62615966796875,0.2733225673590571,-0.16641484653526828,12.177743818289773
21,0.8800551900021674,bno085,0.08203125,-0.296875,10.25,0.001953125,-0.001953125,0.001953125,-0.00238037109375,-0.015380859375,0.7791748046875,0.6265869140625,0.2531209535046591,-0.11829270616826662,12.112209160451114
22,0.9200556590003544,bno085,0.08203125,-0.33203125,10.25390625,0.001953125,0.001953125,0.0,-0.00238037109375,-0.015380859375,0.7791748046875,0.6265869140625,0.2531209535046591,-0.11829270616826662,12.112209160451114
23,0.9600555159995565,bno085,0.08203125,-0.296875,10.25,-0.00390625,0.015625,0.0,-0.00213623046875,-0.015380859375,0.7783203125,0.627685546875,0.2698656078334898,-0.1372709435015763,11.95481594351707
24,1.0000545399998373,bno085,0.08203125,-0.296875,10.25,-0.00390625,0.015625,0.0,-0.00250244140625,-0.01513671875,0.7783203125,0.62762451171875,0.2651561688070604,-0.08704522864846313,11.95658838323577
25,1.0400534340005834,bno085,0.08203125,-0.296875,10.25,0.0,0.01171875,0.0,-0.00274658203125,-0.01495361328125,0.77838134765625,0.62762451171875,0.2641558035272385,-0.052292536692040675,11.966697004092465
26,1.0800555320020067,bno085,0.08203125,-0.296875,10.25,0.001953125,0.005859375,0.0,-0.0029296875,-0.01495361328125,0.77838134765625,0.62762451171875,0.2509879275065858,-0.035963547150171436,11.967142335341768
27,1.120056351999665,bno085,0.08203125,-0.296875,10.25,0.0,-0.001953125,0.001953125,-0.0029296875,-0.01495361328125,0.77838134765625,0.62762451171875,0.2509879275065858,-0.035963547150171436,11.967142335341768
28,1.1600547460002417,bno085,0.08203125,-0.296875,10.25,0.001953125,-0.001953125,0.0,-0.0030517578125,-0.0150146484375,0.77838134765625,0.62762451171875,0.2367679062709672,-0.02947006266406759,11.9675019006249
29,1.2000561029999517,bno085,0.08203125,-0.296875,10.25,0.001953125,-0.001953125,0.0,-0.0030517578125,-0.0150146484375,0.77838134765625,0.6275634765625,0.23663821584547817,-0.0294735349451637,11.968657694157809
30,1.2400547569995979,bno085,0.08203125,-0.296875,10.25,0.00390625,0.001953125,0.001953125,-0.00323486328125,-0.014892578125,0.77838134765625,0.6275634765625,0.23435506245675736,-0.004360437476027537,11.968978778457824
31,1.280054929000471,bno085,0.08203125,-0.296875,10.25,0.001953125,0.005859375,0.0,-0.00341796875,-0.01483154296875,0.7784423828125,0.6275634765625,0.2268655642410757,0.016169731411297406,11.979071234443367
32,1.3200538780001807,bno085,0.08203125,-0.296875,10.25,-0.001953125,0.00390625,0.001953125,-0.00341796875,-0.01483154296875,0.7784423828125,0.6275634765625,0.2268655642410757,0.016169731411297406,11.979071234443367
33,1.3600534580000385,bno085,0.08203125,-0.296875,10.28515625,-0.001953125,-0.005859375,-0.001953125,-0.00360107421875,-0.0147705078125,0.7784423828125,0.6275634765625,0.2191418095486499,0.03689187922933281,11.979457771176637
34,1.4000534629994945,bno085,0.08203125,-0.296875,10.25,-0.001953125,-0.005859375,-0.001953125,-0.003662109375,-0.01483154296875,0.7784423828125,0.62750244140625,0.2091857099764513,0.03793859447648524,11.980822697736333
35,1.4400537280016579,bno085,0.08203125,-0.296875,10.25,0.001953125,0.01171875,0.0,-0.00384521484375,-0.01470947265625,0.7784423828125,0.62750244140625,0.20690565763745747,0.06305173830521058,11.981151451629657
36,1.4800538439994853,bno085,0.08203125,-0.296875,10.25,-0.001953125,0.00390625,0.0,-0.0040283203125,-0.01458740234375,0.7784423828125,0.62750244140625,0.20462593829910472,0.08816469752007901,11.981484629185942
37,1.5200534420000622,bno085,0.08203125,-0.296875,10.25,0.00390625,0.005859375,0.001953125,-0.0040283203125,-0.01458740234375,0.7784423828125,0.62750244140625,0.20462593829910472,0.08816469752007901,11.981484629185942
38,1.5600533920005546,bno085,0.04296875,-0.296875,10.25,0.00390625,0.001953125,0.001953125,-0.00421142578125,-0.01446533203125,0.77850341796875,0.62750244140625,0.20258405702313362,0.1130922123033851,11.991529049918514
39,1.6000535269995453,bno085,0.04296875,-0.296875,10.25,0.00390625,0.001953125,0.001953125,-0.00433349609375,-0.014404296875,0.77850341796875,0.62744140625,0.19913023062602433,0.12836331953121027,11.992932217819819
40,1.6400534579988744,bno085,0.04296875,-0.296875,10.25,0.00390625,-0.025390625,0.001953125,-0.0040283203125,-0.0146484375,0.77850341796875,0.62744140625,0.199297090289797,0.0835807309821922,11.992405669766818
41,1.6800565929988807,bno085,0.08203125,-0.296875,10.25,0.001953125,-0.01953125,-0.001953125,-0.00360107421875,-0.014892578125,0.77850341796875,0.62744140625,0.20824041717486239,0.02790979323594031,11.991598983164081
42,1.720055598001636,bno085,0.08203125,-0.296875,10.25,0.0078125,-0.0234375,0.0,-0.00360107421875,-0.014892578125,0.77850341796875,0.62744140625,0.20824041717486239,0.02790979323594031,11.991598983164081
43,1.760055826001917,bno085,-0.76171875,-0.48828125,10.25,0.005859375,-0.005859375,0.001953125,-0.0032958984375,-0.01513671875,0.77850341796875,0.62744140625,0.20840961117274634,-0.016874224590924775,11.991107104229098
44,1.800054553001246,bno085,-0.68359375,-0.48828125,10.21484375,0.005859375,-0.005859375,0.001953125,-0.00286865234375,-0.0152587890625,0.77838134765625,0.62762451171875,0.22816968420608363,-0.06336944841460586,11.967316981973294
45,1.8400546510019922,bno085,0.12109375,-0.37109375,10.25390625,0.005859375,0.009765625,0.21875,-0.00335693359375,-0.01483154296875,0.78143310546875,0.62384033203125,0.23496993594198826,0.0010128663551281986,12.526385241018145
46,1.880054712000856,bno085,-0.0703125,-0.296875,10.25390625,0.0,-0.013671875,0.220703125,-0.0035400390625,-0.0146484375,0.7850341796875,0.6192626953125,0.2426769402164336,0.018635484818973442,13.191179188940552
47,1.9200551800022367,bno085,-0.72265625,-0.71484375,10.25,0.009765625,-0.0234375,0.07421875,-0.0035400390625,-0.0146484375,0.7850341796875,0.6192626953125,0.2426769402164336,0.018635484818973442,13.191179188940552
48,1.9600554640019254,bno085,-0.22265625,-0.640625,10.25390625,-0.001953125,0.0,0.11328125,-0.003173828125,-0.01483154296875,0.7857666015625,0.61834716796875,0.25306564871264375,-0.029745939110598748,13.325749319082592
49,2.0000549130018044,bno085,0.04296875,-0.44921875,10.28515625,-0.001953125,0.0,0.11328125,-0.00347900390625,-0.0147705078125,0.78668212890625,0.6171875,0.23803590665826918,-0.000985654248353762,13.496094048728693
50,2.040055048000795,bno085,0.6171875,0.01171875,10.25390625,0.001953125,-0.001953125,-0.013671875,-0.0037841796875,-0.0146484375,0.786865234375,0.616943359375,0.22765985584751375,0.03455043807666249,13.530952632840393
51,2.0800550540006952,bno085,0.80859375,0.125,10.25,-0.005859375,0.015625,0.103515625,-0.00439453125,-0.01434326171875,0.788330078125,0.61505126953125,0.21396694294757745,0.10632860267820514,13.805029288735403
52,2.1200542070000665,bno085,0.6953125,0.05078125,10.25390625,-0.001953125,0.0078125,0.177734375,-0.00439453125,-0.01434326171875,0.788330078125,0.61505126953125,0.21396694294757745,0.10632860267820514,13.805029288735403
53,2.160054711999692,bno085,0.46484375,-0.140625,10.25,0.0,0.017578125,0.03515625,-0.0048828125,-0.01416015625,0.79083251953125,0.61187744140625,0.19974458241511464,0.15510831585636375,14.272348331381833
54,2.2000548470023205,bno085,0.00390625,-0.296875,10.25,0.00390625,0.025390625,0.00390625,-0.00555419921875,-0.01385498046875,0.791748046875,0.61065673828125,0.1816674537587548,0.2343323115325265,14.446194579145077
55,2.2400557410001056,bno085,-0.03125,-0.296875,10.25,0.00390625,0.025390625,0.00390625,-0.00628662109375,-0.0133056640625,0.79180908203125,0.610595703125,0.18039093661739777,0.33902954435406407,14.458725555157782
56,2.280055358001846,bno085,-0.03125,-0.296875,10.25,0.005859375,0.01171875,0.001953125,-0.0067138671875,-0.012939453125,0.79180908203125,0.610595703125,0.18372681150012418,0.40342073176654514,14.459620717895337
57,2.320054715000879,bno085,-0.03125,-0.296875,10.25,-0.001953125,-0.01953125,0.001953125,-0.006591796875,-0.0130615234375,0.79180908203125,0.61053466796875,0.18108413166827428,0.3837837158446622,14.46077870834851
58,2.3600547759997426,bno085,-0.03125,-0.296875,10.25,-0.00390625,-0.021484375,0.0,-0.006591796875,-0.0130615234375,0.79180908203125,0.61053466796875,0.18108413166827428,0.3837837158446622,14.46077870834851
59,2.400054726000235,bno085,-0.03125,-0.296875,10.25,-0.00390625,-0.021484375,0.0,-0.00640869140625,-0.0133056640625,0.7918701171875,0.61053466796875,0.17199036082728142,0.34990825180143503,14.470065205860765
60,2.440056489998824,bno085,0.00390625,-0.296875,10.25,0.005859375,-0.013671875,0.001953125,-0.00628662109375,-0.013427734375,0.7918701171875,0.6104736328125,0.16934435945858067,0.33027343204472887,14.471236562062742
61,2.480055070001981,bno085,0.00390625,-0.296875,10.25,0.0,-0.009765625,0.001953125,-0.00628662109375,-0.01336669921875,0.7918701171875,0.6104736328125,0.17488097113567155,0.33454505909371135,14.471202779236652
62,2.5200562790014374,bno085,0.00390625,-0.296875,10.25,0.005859375,-0.0234375,0.00390625,-0.00628662109375,-0.01336669921875,0.7918701171875,0.6104736328125,0.17488097113567155,0.33454505909371135,14.471202779236652
63,2.560054747002141,bno085,-0.60546875,-0.48828125,10.25,0.00390625,0.001953125,-0.017578125,-0.0059814453125,-0.0135498046875,0.7921142578125,0.6102294921875,0.18014183363056716,0.29325975031839346,14.514686566943018
64,2.600054660000751,bno085,-0.37890625,-0.5234375,10.25390625,0.0078125,-0.001953125,-0.056640625,-0.006103515625,-0.0133056640625,0.792724609375,0.609375,0.19466743255326752,0.31937495911056524,14.630948357780206
65,2.6400553499988746,bno085,-0.68359375,-0.6796875,10.25,0.0078125,-0.001953125,-0.056640625,-0.0062255859375,-0.01312255859375,0.79217529296875,0.610107421875,0.20187121667254448,0.3450884427500064,14.527519194665945
66,2.6800584670017997,bno085,-0.64453125,-0.6015625,10.25390625,0.00390625,-0.009765625,-0.056640625,-0.006103515625,-0.01324462890625,0.7911376953125,0.6114501953125,0.19757543377475673,0.32891231968305595,14.332702024362497
67,2.720056176000071,bno085,-0.30078125,-0.5625,10.25390625,0.005859375,-0.0078125,0.154296875,-0.006103515625,-0.01324462890625,0.7911376953125,0.6114501953125,0.19757543377475673,0.32891231968305595,14.332702024362497
68,2.760054737002065,bno085,0.234375,-0.06640625,10.25390625,-0.001953125,-0.029296875,0.044921875,-0.0062255859375,-0.01312255859375,0.7926025390625,0.60955810546875,0.20261055443648399,0.34366730421476815,14.607646133706648
69,2.8000537600019015,bno085,0.6953125,0.2421875,10.25390625,-0.001953125,-0.029296875,0.044921875,-0.00604248046875,-0.01336669921875,0.79412841796875,0.60760498046875,0.1957960126614022,0.30491140797094035,14.8937008933843
70,2.84005346900085,bno085,0.50390625,-0.140625,10.25,0.001953125,-0.005859375,0.052734375,-0.00604248046875,-0.01336669921875,0.7950439453125,0.60638427734375,0.1972427703518845,0.3018429009285401,15.067026368074373
71,2.880053251999925,bno085,0.3125,-0.21875,10.25390625,-0.00390625,-0.009765625,0.04296875,-0.00628662109375,-0.013427734375,0.7958984375,0.60528564453125,0.17617283184293162,0.3170070076322818,15.22868903811777
72,2.9200532760005444,bno085,-0.03125,-0.296875,10.25,-0.001953125,0.03515625,0.0,-0.00628662109375,-0.013427734375,0.7958984375,0.60528564453125,0.17617283184293162,0.3170070076322818,15.22868903811777
73,2.9600533000011637,bno085,0.00390625,-0.296875,10.25,0.0,0.0234375,0.0,-0.00701904296875,-0.012939453125,0.7958984375,0.605224609375,0.16980637617464323,0.41765226083197937,15.231788036009435
74,3.000053157000366,bno085,-0.03125,-0.296875,10.25,0.0,0.0234375,0.0,-0.0076904296875,-0.012451171875,0.7958984375,0.60528564453125,0.1678870194022698,0.5127711434830512,15.23182831802492
75,3.0400531260020216,bno085,-0.03125,-0.296875,10.2109375,-0.005859375,0.0,0.001953125,-0.0079345703125,-0.0123291015625,0.7958984375,0.60528564453125,0.16209253138628751,0.5435021550857706,15.232416294852573
76,3.080055074999109,bno085,-0.03125,-0.296875,10.2109375,0.001953125,-0.00390625,0.00390625,-0.008056640625,-0.01226806640625,0.7958984375,0.60528564453125,0.15919545677502028,0.5588676324171209,15.232712202348237
77,3.1200535070020123,bno085,-0.03125,-0.296875,10.25,0.001953125,-0.00390625,0.001953125,-0.008056640625,-0.01226806640625,0.7958984375,0.60528564453125,0.15919545677502028,0.5588676324171209,15.232712202348237
78,3.1600534380013414,bno085,0.00390625,-0.296875,10.25,-0.001953125,0.0,-0.001953125,-0.0081787109375,-0.01220703125,0.7958984375,0.605224609375,0.1562012299263566,0.5742075724165949,15.234498555236335
79,3.2000535170009243,bno085,-0.03125,-0.296875,10.25,-0.001953125,0.0,-0.001953125,-0.00836181640625,-0.01214599609375,0.7958984375,0.605224609375,0.1490745663208045,0.5951379354404988,15.234952820383366
80,3.2400535410015436,bno085,-0.453125,-0.37109375,10.25390625,0.00390625,-0.00390625,0.04296875,-0.00848388671875,-0.011962890625,0.79669189453125,0.60418701171875,0.1590133170481302,0.616355961060227,15.385384697572844
81,3.2800532869987364,bno085,-0.5703125,-0.41015625,10.25,0.00390625,0.01171875,0.123046875,-0.00897216796875,-0.01153564453125,0.79852294921875,0.60174560546875,0.1683002881377148,0.6844077118745869,15.734999279754923
82,3.3200534409988904,bno085,0.08203125,-0.2578125,10.25390625,0.001953125,0.017578125,0.150390625,-0.00897216796875,-0.01153564453125,0.79852294921875,0.60174560546875,0.1683002881377148,0.6844077118745869,15.734999279754923
83,3.360053483000229,bno085,-0.30078125,-0.33203125,10.25390625,-0.001953125,0.009765625,0.19921875,-0.0093994140625,-0.01104736328125,0.8009033203125,0.59857177734375,0.18909778324467352,0.749112521547465,16.19058872062979
84,3.400053248002223,bno085,-0.80078125,-0.2578125,10.21484375,-0.001953125,0.009765625,0.19921875,-0.009765625,-0.01080322265625,0.80389404296875,0.5946044921875,0.19364217076664336,0.7892653316905197,16.764467444191965
85,3.440053401001933,bno085,-0.60546875,-0.33203125,10.25,-0.00390625,0.021484375,0.26171875,-0.010498046875,-0.01031494140625,0.8076171875,0.58953857421875,0.19816691365312625,0.8770969164367673,17.48695308879957
86,3.4800534620007966,bno085,-0.53125,-0.41015625,10.25390625,-0.001953125,0.005859375,0.107421875,-0.010986328125,-0.010009765625,0.80914306640625,0.58740234375,0.19738131907779766,0.9375289382921395,17.786588873953498
87,3.5200533930001257,bno085,-0.30078125,-0.21875,10.25390625,-0.00390625,-0.00390625,-0.013671875,-0.010986328125,-0.010009765625,0.80914306640625,0.58740234375,0.19738131907779766,0.9375289382921395,17.786588873953498
88,3.560053510002035,bno085,0.42578125,-0.06640625,10.25390625,0.00390625,-0.0078125,-0.068359375,-0.01116943359375,-0.010009765625,0.80950927734375,0.5869140625,0.18605099119908156,0.9532356567103141,17.85806232601018
89,3.6000532370017027,bno085,0.58203125,-0.1796875,10.2109375,0.00390625,-0.0078125,-0.068359375,-0.01275634765625,-0.008544921875,0.80523681640625,0.5927734375,0.20220796854291898,1.2139462152804594,17.032927271346736
90,3.640055816002132,bno085,0.6171875,-0.2578125,10.25,-0.001953125,0.0078125,-0.06640625,-0.01300048828125,-0.00836181640625,0.80389404296875,0.59454345703125,0.19824970719646234,1.253515215270802,16.775912767643142
91,3.680061802999262,bno085,0.54296875,-0.33203125,10.25390625,-0.00390625,0.009765625,-0.021484375,-0.0133056640625,-0.0081787109375,0.80352783203125,0.5950927734375,0.19322148469127054,1.295408571121609,16.704874831095218
92,3.7200575310016575,bno085,-0.1875,-0.296875,10.25390625,0.001953125,0.01953125,-0.001953125,-0.01385498046875,-0.00787353515625,0.80352783203125,0.5950927734375,0.18390354986347218,1.3667927865549405,16.706639152901214
