sample,time_s,sensor,accel_x_mps2,accel_y_mps2,accel_z_mps2,gyro_x_radps,gyro_y_radps,gyro_z_radps,quat_i,quat_j,quat_k,quat_real,roll_deg,pitch_deg,yaw_deg
0,0.040060863000007885,bno085,0.30859375,0.09765625,9.62890625,0.001953125,0.0234375,-0.001953125,0.0042724609375,-0.0123291015625,-0.0001220703125,0.99993896484375,-1.6628460939707182e-08,-5.762337949403479e-09,5.819961349367123e-07
1,0.08006143000000066,bno085,0.15625,0.05859375,9.625,0.005859375,0.013671875,0.001953125,0.00433349609375,-0.01202392578125,-0.0001220703125,0.99993896484375,0.0069859260181217055,0.03497893283458709,-0.00023288541160947123
2,0.12005884799998512,bno085,0.2734375,0.05859375,9.625,0.00390625,0.00390625,0.0,0.00433349609375,-0.01202392578125,-0.0001220703125,0.99993896484375,0.0069859260181217055,0.03497893283458709,-0.00023288541160947123
3,0.1600578410000253,bno085,0.1171875,0.0234375,9.625,0.0,-0.017578125,0.001953125,0.00439453125,-0.01202392578125,-6.103515625e-05,0.99993896484375,0.014068197131143333,0.03500811001370986,0.006676708959444497
4,0.20005783400006294,bno085,0.15625,0.05859375,9.625,0.0,-0.017578125,0.001953125,0.00439453125,-0.0123291015625,-6.103515625e-05,0.99993896484375,0.014074117551145257,2.9270136842213643e-05,0.006821805419895983
5,0.2400583449999658,bno085,0.34765625,0.09765625,9.625,0.005859375,-0.001953125,0.001953125,0.00439453125,-0.01251220703125,0.0,0.99993896484375,0.014162635195483475,-0.02092926451509028,0.013902557509244632
6,0.2800601149999693,bno085,0.08203125,0.09765625,9.625,-0.001953125,-0.041015625,0.00390625,0.00439453125,-0.0133056640625,0.0,0.9998779296875,0.014141788710123575,-0.11178457121813883,0.014279024418989662
7,0.3200584969999909,bno085,0.34765625,0.09765625,9.625,-0.001953125,-0.03125,0.0,0.00439453125,-0.0133056640625,0.0,0.9998779296875,0.014141788710123575,-0.11178457121813883,0.014279024418989662
8,0.3600585819999651,bno085,0.234375,0.05859375,9.625,-0.001953125,0.01171875,0.001953125,0.00433349609375,-0.01409912109375,6.103515625e-05,0.9998779296875,0.00723169210709167,-0.20270093168088194,0.021748172427649603
9,0.4000580560000344,bno085,0.1953125,0.05859375,9.62890625,-0.001953125,0.01171875,0.001953125,0.0042724609375,-0.0137939453125,6.103515625e-05,0.9998779296875,0.00023627324524192443,-0.16771975893890217,0.021697401936449034
10,0.4400581229999716,bno085,0.2734375,0.09765625,9.62890625,0.0,0.005859375,0.001953125,0.00421142578125,-0.01361083984375,0.0001220703125,0.9998779296875,-0.006681127063223308,-0.14670060467379048,0.028696248368278877
11,0.48005602299997463,bno085,0.1953125,0.09765625,9.625,-0.005859375,0.00390625,0.001953125,0.004150390625,-0.013427734375,0.0001220703125,0.9998779296875,-0.01367445051130425,-0.1257115101575523,0.028699246090160904
12,0.5200572930000362,bno085,0.04296875,-0.20703125,9.62890625,0.001953125,0.033203125,0.0,0.004150390625,-0.013427734375,0.0001220703125,0.9998779296875,-0.01367445051130425,-0.1257115101575523,0.028699246090160904
13,0.5600568780000685,bno085,0.234375,0.0234375,9.625,0.0078125,0.00390625,0.00390625,0.00421142578125,-0.012939453125,0.0001220703125,0.9998779296875,-0.006679711118184239,-0.0697476628539352,0.028362937249069006
14,0.6000601490000008,bno085,0.46484375,0.09765625,9.625,0.0078125,0.00390625,0.00390625,0.00433349609375,-0.0126953125,0.00018310546875,0.99993896484375,0.007421985510459553,-0.04182803712015935,0.03505948313685245
15,0.6400580860000673,bno085,0.15625,0.17578125,9.625,-0.001953125,0.03125,0.0,0.00433349609375,-0.01190185546875,0.000244140625,0.99993896484375,0.0075181731774314545,0.04914681384404069,0.041670380311198414
16,0.6800603929999625,bno085,0.234375,0.328125,9.625,0.009765625,0.01953125,0.005859375,0.00445556640625,-0.01129150390625,0.00030517578125,0.99993896484375,0.021608903024921734,0.11912625922040124,0.04821177977666679
17,0.7200587560000713,bno085,0.08203125,-0.32421875,9.625,0.00390625,-0.00390625,0.001953125,0.00445556640625,-0.01129150390625,0.00030517578125,0.99993896484375,0.021608903024921734,0.11912625922040124,0.04821177977666679
18,0.7600574340000321,bno085,0.234375,0.05859375,9.625,0.0,-0.001953125,0.00390625,0.00445556640625,-0.0111083984375,0.0003662109375,0.99993896484375,0.021707838883490115,0.14014108439963113,0.055119756470375814
19,0.8000571669999772,bno085,0.234375,0.13671875,9.62890625,0.0,-0.001953125,0.00390625,0.00439453125,-0.010986328125,0.00042724609375,0.99993896484375,0.014813365222271712,0.15416398474166879,0.06213313852281172
20,0.8400570669999752,bno085,0.2734375,0.25,9.625,0.00390625,0.001953125,0.001953125,0.00439453125,-0.01092529296875,0.00048828125,0.99993896484375,0.014911716421537446,0.16118821049916954,0.06909786270747612
21,0.8800579300000209,bno085,0.42578125,0.25,9.625,-0.0078125,0.03125,-0.041015625,0.00433349609375,-0.01025390625,6.103515625e-05,0.99993896484375,0.007241820001413383,0.2379347349642136,0.019894352998949285
22,0.9200571640000135,bno085,0.234375,-0.16796875,9.625,0.00390625,-0.00390625,0.005859375,0.00445556640625,-0.01019287109375,6.103515625e-05,0.99993896484375,0.021228807606799634,0.24492781606535996,0.01972234375174187
23,0.9600588970000672,bno085,0.38671875,0.21484375,9.625,-0.001953125,0.03125,0.009765625,0.00445556640625,-0.01019287109375,6.103515625e-05,0.99993896484375,0.021228807606799634,0.24492781606535996,0.01972234375174187
24,1.0000580010000704,bno085,0.1953125,-0.015625,9.625,-0.001953125,0.02734375,0.0,0.00457763671875,-0.00958251953125,0.000244140625,0.99993896484375,0.03552913560752203,0.31495950967645653,0.04028388741169383
25,1.0400589010000658,bno085,0.1171875,0.0234375,9.625,-0.001953125,0.02734375,0.0,0.00457763671875,-0.00885009765625,0.00030517578125,0.99993896484375,0.03565107699686718,0.39892587374064936,0.04694518685884499
26,1.08005885700004,bno085,0.1953125,0.05859375,9.62890625,0.0,0.005859375,0.0078125,0.00445556640625,-0.00860595703125,0.0003662109375,0.99993896484375,0.021781852799902312,0.42693872203280236,0.05394860507034116
27,1.1200582200000326,bno085,0.1171875,0.05859375,9.625,0.0,0.005859375,0.001953125,0.00433349609375,-0.00848388671875,0.00042724609375,0.99993896484375,0.007911658007193378,0.4409635967985373,0.061004034091747504
28,1.1600596010000572,bno085,0.1171875,0.09765625,9.62890625,0.0,-0.00390625,0.0,0.00433349609375,-0.00848388671875,0.00042724609375,0.99993896484375,0.007911658007193378,0.4409635967985373,0.061004034091747504
